units,optimizer,epochs,timesteps,diff_order,accuracy,precision,recall,f1_score,auc_roc
50,adam,5,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,adam,5,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,adam,5,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,adam,5,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,adam,5,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,rmsprop,1,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,rmsprop,1,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,rmsprop,1,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,rmsprop,1,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,rmsprop,1,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,rmsprop,1,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,rmsprop,1,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,rmsprop,1,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,rmsprop,1,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,rmsprop,3,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,rmsprop,3,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,rmsprop,3,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,rmsprop,3,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,rmsprop,3,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,rmsprop,3,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,rmsprop,3,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,rmsprop,3,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,rmsprop,3,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,rmsprop,5,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,rmsprop,5,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,rmsprop,5,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,rmsprop,5,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,rmsprop,5,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,rmsprop,5,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,rmsprop,5,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,rmsprop,5,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,rmsprop,5,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,sgd,1,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,sgd,1,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,sgd,1,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,sgd,1,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,sgd,1,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,sgd,1,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,sgd,1,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,sgd,1,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,sgd,1,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,sgd,3,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,sgd,3,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,sgd,3,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,sgd,3,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,sgd,3,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,sgd,3,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,sgd,3,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,sgd,3,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,sgd,3,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,sgd,5,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,sgd,5,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,sgd,5,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,sgd,5,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,sgd,5,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,sgd,5,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
50,sgd,5,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
50,sgd,5,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
50,sgd,5,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,adam,1,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,adam,1,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,adam,1,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,adam,1,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,adam,1,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,adam,1,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,adam,1,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,adam,1,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,adam,1,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,adam,3,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,adam,3,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,adam,3,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,adam,3,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,adam,3,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,adam,3,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,adam,3,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,adam,3,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,adam,3,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,adam,5,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,adam,5,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,adam,5,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,adam,5,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,adam,5,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,adam,5,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,adam,5,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,adam,5,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,adam,5,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,rmsprop,1,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,rmsprop,1,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,rmsprop,1,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,rmsprop,1,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,rmsprop,1,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,rmsprop,1,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,rmsprop,1,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,rmsprop,1,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,rmsprop,1,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,rmsprop,3,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,rmsprop,3,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,rmsprop,3,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,rmsprop,3,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,rmsprop,3,60,2,0.9273858921161826,0.8637606645905401,0.9273858921161826,0.8944432285641545,
100,rmsprop,3,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,rmsprop,3,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,rmsprop,3,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,rmsprop,3,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,rmsprop,5,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,rmsprop,5,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,rmsprop,5,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,rmsprop,5,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,rmsprop,5,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,rmsprop,5,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,rmsprop,5,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,rmsprop,5,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,rmsprop,5,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,sgd,1,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,sgd,1,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,sgd,1,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,sgd,1,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,sgd,1,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,sgd,1,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,sgd,1,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,sgd,1,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,sgd,1,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,sgd,3,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,sgd,3,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,sgd,3,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,sgd,3,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,sgd,3,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,sgd,3,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,sgd,3,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,sgd,3,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,sgd,3,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,sgd,5,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,sgd,5,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,sgd,5,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,sgd,5,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,sgd,5,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,sgd,5,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
100,sgd,5,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
100,sgd,5,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
100,sgd,5,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,adam,1,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,adam,1,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,adam,1,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,adam,1,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,adam,1,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,adam,1,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,adam,1,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,adam,1,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,adam,1,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,adam,3,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,adam,3,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,adam,3,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,adam,3,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,adam,3,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,adam,3,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,adam,3,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,adam,3,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,adam,3,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,adam,5,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,adam,5,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,adam,5,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,adam,5,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,adam,5,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,adam,5,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,adam,5,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,adam,5,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,adam,5,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,rmsprop,1,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,rmsprop,1,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,rmsprop,1,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,rmsprop,1,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,rmsprop,1,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,rmsprop,1,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,rmsprop,1,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,rmsprop,1,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,rmsprop,1,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,rmsprop,3,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,rmsprop,3,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,rmsprop,3,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,rmsprop,3,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,rmsprop,3,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,rmsprop,3,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,rmsprop,3,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,rmsprop,3,90,2,0.9253112033195021,0.8636237897648685,0.9253112033195021,0.8934039204464157,
150,rmsprop,3,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,rmsprop,5,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,rmsprop,5,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,rmsprop,5,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,rmsprop,5,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,rmsprop,5,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,rmsprop,5,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,rmsprop,5,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,rmsprop,5,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,rmsprop,5,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,sgd,1,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,sgd,1,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,sgd,1,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,sgd,1,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,sgd,1,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,sgd,1,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,sgd,1,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,sgd,1,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,sgd,1,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,sgd,3,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,sgd,3,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,sgd,3,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,sgd,3,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,sgd,3,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,sgd,3,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,sgd,3,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,sgd,3,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,sgd,3,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,sgd,5,30,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,sgd,5,30,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,sgd,5,30,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,sgd,5,60,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,sgd,5,60,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,sgd,5,60,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
150,sgd,5,90,1,0.8506224066390041,0.7235584786763313,0.8506224066390041,0.7819623020672458,
150,sgd,5,90,2,0.9294605809128631,0.8638969714708769,0.9294605809128631,0.8954803016106724,
150,sgd,5,90,3,0.9336099585062241,0.8716275546219934,0.9336099585062241,0.9015546809609459,
