total_profit_percentage,total_profit,testing_balance,sharpe_ratio,total_trades,winning_trades,losing_trades,traded_days_percentage,win_rate
-0.3293382134932301,-329.33821349327656,99670.66178650677,-0.15547688884797278,252,10,242,0.5101214574898786,0.03968253968253968
