start_day,end_day,duration,profit,is_buying,trade_amount,returns
109,109,0,-3.0004924247363047,False,1000.1641415787572,-0.0030000000000000335
111,111,0,-3.0004024099635305,False,1000.1341366545098,-0.003000000000000001
112,112,0,-3.0003123978911903,False,1000.1041326304102,-0.0029999999999999597
114,114,0,-3.00022238851935,False,1000.0741295064312,-0.0030000000000000564
115,115,0,40.00176509130191,False,1000.044127282546,0.04000000000000007
116,116,0,-3.001332434800441,False,1000.444144933459,-0.003000000000000064
117,117,0,40.01656526436447,False,1000.4141316091111,0.04000000000000003
118,118,0,-3.0024428917852064,False,1000.8142972617547,-0.0029999999999999424
119,119,0,-3.0023528184984674,False,1000.7842728328369,-0.0029999999999999567
120,120,0,-1.9343301653799532,False,1000.7542493046519,-0.0019328722977933616
121,121,0,40.02939624011991,False,1000.7349060029982,0.03999999999999998
124,124,0,-3.003405599896245,False,1001.1351999653994,-0.003000000000000047
126,126,0,-3.0033154977281797,False,1001.1051659094004,-0.0029999999999999784
129,129,0,-3.0032253982633272,False,1001.0751327544232,-0.0030000000000000577
132,132,0,-3.003135301501294,False,1001.0451005004405,-0.0029999999999999723
134,134,0,-3.0030452074423137,False,1001.0150691474254,-0.0030000000000000374
136,136,0,-3.0029551160860617,False,1000.985038695351,-0.0030000000000000087
137,137,0,-3.002865027432522,False,1000.9550091441902,-0.0029999999999999515
138,138,0,-3.0027749414817104,False,1000.9249804939158,-0.002999999999999963
139,139,0,-3.0026848582334402,False,1000.894952744501,-0.002999999999999937
140,140,0,-3.002594777687818,False,1000.8649258959186,-0.003000000000000062
142,142,0,-3.0025046998444087,False,1000.8348999481417,-0.0029999999999999836
144,144,0,-3.002414624703431,False,1000.8048749011433,-0.0030000000000000014
146,146,0,-3.002324552264708,False,1000.7748507548962,-0.0030000000000000196
148,148,0,-3.002234482528103,False,1000.7448275093736,-0.002999999999999982
149,149,0,-3.0021444154936106,False,1000.7148051645484,-0.0029999999999999654
151,151,0,-3.002054351161138,False,1000.6847837203933,-0.0029999999999999584
153,153,0,-3.0019642895306275,False,1000.6547631768817,-0.0029999999999999823
155,155,0,-3.0018742306019606,False,1000.6247435339865,-0.003000000000000001
156,156,0,-3.0017841743750777,False,1000.5947247916804,-0.0030000000000000365
157,157,0,-3.0016941208497756,False,1000.5647069499366,-0.002999999999999966
160,160,0,-3.0016040700262527,False,1000.5346900087283,-0.0030000000000000677
161,161,0,-3.0015140219040513,False,1000.504673968028,-0.002999999999999967
163,163,0,-3.001423976483469,False,1000.4746588278089,-0.0030000000000000426
164,164,0,-3.0013339337641276,False,1000.4446445880441,-0.0029999999999999953
165,165,0,-3.001243893746164,False,1000.4146312487064,-0.0030000000000000447
167,167,0,-3.0011538564293345,False,1000.3846188097689,-0.003000000000000028
173,173,0,-3.0010638218136423,False,1000.3546072712046,-0.0030000000000000287
174,174,0,-3.0009737898989646,False,1000.3245966329865,-0.003000000000000005
175,175,0,-3.000883760685246,False,1000.2945868950876,-0.002999999999999983
177,177,0,-3.0007937341723947,False,1000.2645780574807,-0.002999999999999953
