total_profit_percentage,total_profit,testing_balance,sharpe_ratio,total_trades,winning_trades,losing_trades,traded_days_percentage,win_rate
-0.08711790011746245,-87.11790011752474,99912.88209988252,-0.026131515079589374,263,26,237,0.530241935483871,0.09885931558935361
