start_day,end_day,duration,profit,is_buying,trade_amount,returns
0,0,0,-3.000000000000041,True,1000.0,-0.003000000000000041
2,2,0,-2.999910000000029,True,999.97,-0.003000000000000029
4,4,0,-2.9998200027000523,True,999.9400009000001,-0.003000000000000052
6,6,0,-2.9997300080999354,True,999.9100026999731,-0.003000000000000016
8,8,0,-2.999640016199695,True,999.8800053998923,-0.003000000000000018
10,10,0,-2.999550026999237,True,999.8500089997303,-0.0030000000000000456
11,11,0,-2.9994600404984224,True,999.8200134994605,-0.003000000000000041
12,12,0,-2.9993700566972095,True,999.7900188990556,-0.003000000000000043
13,13,0,-2.9992800755954128,True,999.7600251984886,-0.0029999999999999467
14,14,0,-2.9991900971932277,True,999.7300323977328,-0.0030000000000000296
15,15,0,-2.9991001214902218,True,999.7000404967608,-0.0029999999999999393
17,17,0,-2.9990101484866236,True,999.670049495546,-0.0029999999999999858
18,18,0,-2.9989201781821424,True,999.6400593940612,-0.002999999999999959
19,19,0,-2.998830210576772,True,999.6100701922793,-0.002999999999999934
21,21,0,-2.9987402456705867,True,999.5800818901735,-0.0030000000000000664
22,22,0,-2.998650283463095,True,999.5500944877167,-0.0029999999999999446
24,24,0,39.98080431939536,True,999.5201079848821,0.04000000000000008
25,25,0,-2.9997597480842244,True,999.9199160280762,-0.0029999999999999957
27,27,0,-2.9996697552918485,True,999.8899184305953,-0.0030000000000000625
28,28,0,-2.9995797651991474,True,999.8599217330425,-0.00300000000000002
30,30,0,-2.9994897778061835,True,999.8299259353904,-0.003000000000000012
31,31,0,-2.999399793112784,True,999.7999310376123,-0.002999999999999947
32,32,0,-2.999309811119074,True,999.7699370396812,-0.0030000000000000304
33,33,0,-2.9992198318246714,True,999.7399439415698,-0.002999999999999962
34,34,0,-2.9991298552297665,True,999.7099517432515,-0.0030000000000000118
36,36,0,-2.999039881334154,True,999.6799604446991,-0.003000000000000057
37,37,0,-2.998949910137623,True,999.6499700458858,-0.002999999999999966
39,39,0,-2.9988599416403288,True,999.6199805467844,-0.0029999999999999753
40,40,0,-2.998769975842174,True,999.5899919473678,-0.0030000000000000708
41,41,0,-2.998680012742891,True,999.5600042476093,-0.003000000000000063
43,43,0,-2.9985900523424838,True,999.5300174474818,-0.0030000000000000382
44,44,0,-2.9985000946409026,True,999.5000315469583,-0.003000000000000028
45,45,0,-2.99841013963797,True,999.470046546012,-0.0029999999999999337
46,46,0,-2.998320187333774,True,999.4400624446156,-0.002999999999999927
47,47,0,-2.9982302377283063,True,999.4100792427424,-0.003000000000000079
49,49,0,39.97520387761468,True,999.3800969403651,0.04000000000000008
50,50,0,39.99119395916575,True,999.7798489791411,0.040000000000000105
51,51,0,40.00719043674929,True,1000.1797609187327,0.03999999999999999
52,52,0,-3.0017394984693033,True,1000.5798328231002,-0.0030000000000000027
54,54,0,40.021992617124596,True,1000.5498154281154,0.03999999999999998
55,55,0,-3.0028501060628137,True,1000.9500353542867,-0.0029999999999999537
57,57,0,-3.002760020559701,True,1000.9200068532261,-0.0030000000000000226
59,59,0,-3.002669937759075,True,1000.8899792530206,-0.003000000000000013
61,61,0,-3.0025798576609053,True,1000.8599525536431,-0.002999999999999976
63,63,0,27.24375564207977,True,1000.8299267550666,0.027221164069714254
64,64,0,-3.003307092934408,True,1001.1023643114875,-0.002999999999999946
66,66,0,40.042893249622324,True,1001.0723312405581,0.04
67,67,0,-3.0044182805191584,True,1001.4727601730543,-0.0029999999999999953
69,69,0,-3.0043281479706985,True,1001.4427159902491,-0.002999999999999951
70,70,0,-3.0042380181263746,True,1001.4126727087694,-0.0030000000000000664
71,71,0,-3.0041478909857133,True,1001.3826303285881,-0.002999999999999949
73,73,0,-3.0040577665490256,True,1001.3525888496783,-0.0029999999999999905
74,74,0,-3.003967644816084,True,1001.3225482720128,-0.0030000000000000456
75,75,0,-3.0038775257867267,True,1001.2925085955646,-0.0030000000000000326
77,77,0,-3.0037874094608767,True,1001.2624698203067,-0.0029999999999999567
78,78,0,40.049297277848545,True,1001.2324319462122,0.040000000000000056
79,79,0,-6.104951046709478,True,1001.6329249189907,-0.006094998371986653
80,80,0,-3.0047156262255275,True,1001.5718754085236,-0.0029999999999999567
82,82,0,-3.004625484756804,True,1001.5418282522613,-0.00300000000000002
83,83,0,-3.004535345992231,True,1001.5117819974138,-0.0029999999999999897
85,85,0,-3.004445209931901,True,1001.4817366439539,-0.003000000000000039
87,87,0,-3.0043550765755205,True,1001.4516921918547,-0.0029999999999999563
