total_profit_percentage,total_profit,testing_balance,sharpe_ratio,total_trades,winning_trades,losing_trades,traded_days_percentage,win_rate
0.5631203800334958,563.1203800332979,100563.12038003349,0.1184189901432647,350,42,308,0.7216494845360825,0.12
