Feature,Importance
Phase,0.137419560416152
Price_normalized,0.01532872199117304
3_reg,0.003262074243199248
5_reg,0.0022556638737317868
20_reg,0.0010288265627253564
10_reg,0.0002604983626392563
Volume,0.0
