Open time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Close_MA_7,Close_MA_14,Close_MA_25,Close_MA_50,macd,rsi,aroon_down,aroon_up,obv,bollinger_hband,bollinger_lband,stoch,phase,class
1502928000000,4261.48,4485.39,4200.74,4285.08,1503014399999,3454770.05073206,3427,616.248541,2678216.40060401,22912.836498088287,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,1503014399999,25483.17804383856,20232.60020116756,54.39324165471406,2,0
1503014400000,4285.08,4371.52,3938.77,4108.37,1503100799999,5086958.30617151,5233,972.86871,4129123.31651808,22912.836498088287,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,-86400000,25483.17804383856,20232.60020116756,54.39324165471406,2,-1
1503100800000,4108.37,4184.69,3850.0,4139.98,1503187199999,1549483.73542151,2153,274.336042,1118001.87008735,22912.836498088287,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,1503100799999,25483.17804383856,20232.60020116756,54.39324165471406,2,1
1503187200000,4120.98,4211.08,4032.62,4086.29,1503273599999,1930364.39032646,2321,376.795947,1557401.3337373,22912.836498088287,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,-172800000,25483.17804383856,20232.60020116756,54.39324165471406,2,0
1503273600000,4069.13,4119.62,3911.79,4016.0,1503359999999,2797231.71402728,3972,557.356107,2255662.55315837,22912.836498088287,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,-1503532799999,25483.17804383856,20232.60020116756,54.39324165471406,2,-1
1503360000000,4016.0,4104.82,3400.0,4040.0,1503446399999,3752505.77214051,6494,423.995181,1637188.36934226,22912.836498088287,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,-86400000,25483.17804383856,20232.60020116756,54.39324165471406,2,0
1503446400000,4040.0,4265.8,4013.89,4114.01,1503532799999,4148686.46581968,8629,309.419092,1293567.09519463,4112.818571428571,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,1503446399999,25483.17804383856,20232.60020116756,54.39324165471406,2,0
1503532800000,4147.0,4371.68,4085.01,4316.01,1503619199999,3296476.41316476,6247,206.820412,868379.0641312,4117.237142857143,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,3007065599998,25483.17804383856,20232.60020116756,54.39324165471406,2,1
1503619200000,4316.01,4453.91,4247.48,4280.68,1503705599999,2484637.34936327,6554,100.097974,434577.13574645,4141.852857142857,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,1503359999999,25483.17804383856,20232.60020116756,54.39324165471406,2,-1
1503705600000,4280.71,4367.0,4212.41,4337.44,1503791999999,977865.7333321,2260,56.190141,241363.80050245,4170.061428571428,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,3007151999998,25483.17804383856,20232.60020116756,54.39324165471406,2,1
1503792000000,4332.51,4400.0,4285.54,4310.01,1503878399999,1521580.06202557,3670,101.651358,442442.17937215,4202.021428571428,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,1503273599999,25483.17804383856,20232.60020116756,54.39324165471406,2,-1
1503878400000,4310.01,4399.82,4124.54,4386.69,1503964799999,2591660.52579953,4349,142.787782,612364.20611134,4254.977142857143,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,3007238399998,25483.17804383856,20232.60020116756,54.39324165471406,2,0
1503964800000,4353.65,4625.85,4313.55,4587.48,1504051199999,2682483.73582991,4159,143.442567,641982.02068658,4333.188571428572,22883.411302794404,22836.37540212418,22718.45029368552,169.12840564080716,52.52874589532705,40.595014303228446,51.38700449530037,4511289599997,25483.17804383856,20232.60020116756,54.39324165471406,2,1
1504051200000,4564.52,4647.51,4416.01,4555.14,1504137599999,3683714.68666123,5551,196.062252,894620.23750883,4396.207142857143,4254.512857142857,22836.37540212418,22718.45029368552,169.12840564080716,69.94164204792357,40.595014303228446,51.38700449530037,3007151999998,25483.17804383856,20232.60020116756,92.59565053586743,2,-1
1504137600000,4555.14,4745.42,4555.14,4724.89,1504223999999,2579878.72401184,4161,131.947325,614342.53390234,4454.618571428572,4285.927857142857,22836.37540212418,22718.45029368552,169.12840564080716,76.10633327400058,40.595014303228446,51.38700449530037,4511375999997,25483.17804383856,20232.60020116756,98.47408244265732,2,0
1504224000000,4689.89,4885.55,4654.88,4834.91,1504310399999,2665165.55924616,4000,118.660103,566254.43089734,4533.794285714286,4337.823571428571,22836.37540212418,22718.45029368552,169.12840564080716,79.09840527696572,40.595014303228446,51.38700449530037,6015686399996,25483.17804383856,20232.60020116756,96.59116152266836,2,1
1504310400000,4796.16,4939.19,4286.87,4472.14,1504396799999,4257723.944817,7475,379.199863,1738334.08541735,4553.037142857143,4361.549285714286,22836.37540212418,22718.45029368552,169.12840564080716,54.75204706329225,40.595014303228446,51.38700449530037,4511289599997,25483.17804383856,20232.60020116756,69.65611782820838,2,-1
1504396800000,4508.5,4714.76,4298.33,4509.08,1504483199999,3121052.75230181,6022,258.934536,1169644.69159694,4581.475714285714,4391.748571428571,22836.37540212418,22718.45029368552,169.12840564080716,56.22944847056812,40.595014303228446,51.38700449530037,6015772799996,25483.17804383856,20232.60020116756,72.05608144543561,2,1
1504483200000,4505.0,4527.49,3972.51,4100.11,1504569599999,5909947.49008974,9317,578.600851,2460362.61291664,4540.535714285715,4397.756428571428,22836.37540212418,22718.45029368552,169.12840564080716,40.47336873981056,40.595014303228446,51.38700449530037,4511203199997,25483.17804383856,20232.60020116756,45.48561256245167,2,-1
1504569600000,4106.97,4484.99,3603.0,4366.47,1504655999999,5083453.18675071,10084,533.476065,2214297.83961246,4508.9628571428575,4421.075714285714,22836.37540212418,22718.45029368552,169.12840564080716,50.25094891080444,40.595014303228446,51.38700449530037,6015859199996,4779.4382789925485,3877.6397210074506,57.13783219452327,2,0
1504656000000,4366.49,4662.87,4335.26,4619.77,1504742399999,3626346.05544323,7956,422.923063,1903231.7409154,4518.1957142857145,4457.2014285714295,22836.37540212418,22718.45029368552,169.12840564080716,57.414561210268666,40.595014303228446,51.38700449530037,7520601599995,4813.007770682619,3877.539229317382,76.09471706868041,2,0
1504742400000,4619.77,4788.59,4438.19,4691.61,1504828799999,2305795.13638315,3070,240.683949,1111299.24357466,4513.441428571428,4484.03,22836.37540212418,22718.45029368552,169.12840564080716,59.20859949082203,40.595014303228446,51.38700449530037,9025430399994,4852.0742752046535,3896.796724795348,81.47119795837419,2,1
1504828800000,4691.66,4735.39,4028.93,4282.8,1504915199999,4866527.22639337,4733,465.962119,2004277.28941755,4434.568571428571,4484.181428571429,22836.37540212418,22718.45029368552,169.12840564080716,47.05919606655372,40.595014303228446,51.38700449530037,7520515199995,4849.145062599115,3914.007937400888,50.87599817391242,2,0
1504915200000,4282.8,4426.62,4150.06,4258.81,1505001599999,2815383.46568698,3777,287.989805,1233627.00774409,4404.092857142858,4478.5650000000005,22836.37540212418,22718.45029368552,169.12840564080716,46.456757892522695,40.595014303228446,51.38700449530037,6015513599996,4841.753414643079,3938.6515853569217,49.08059482558623,2,0
