Open time,Volume,price_normalized,3_reg,5_reg,10_reg,20_reg,phase,class
1505692800000,1505779199999,0.796421975992614,0.1433918616976464,0.1491766983567257,0.0351129698765723,-0.0025538326104562,6,1
1505779200000,1505865599999,0.3054504747934846,-0.250521281323912,-0.0802026587845457,0.0133094539677022,-0.0059133426994165,7,0
1505865600000,1505951999999,0.353857041755131,-0.2212824671187415,-0.0812604984332204,0.0145513068449725,-0.0035403861014527,7,0
1505952000000,1506038399999,0.1253352769679294,-0.0900575989127775,-0.1804880455184244,-0.0072217163033056,-0.0053853776476614,7,0
1506038400000,1506124799999,0.3694825117610954,0.0078127350029821,-0.1033994126288593,-0.0194079579661701,-0.0105960545419963,1,-1
1506124800000,1506211199999,0.8644086335131981,0.3695366782726342,0.1133541787445391,0.0023451928190329,-0.0053585028567465,6,1
1506211200000,1506297599999,0.2228069126352918,-0.0733377995629016,0.047697309830559,-0.0443027391036935,-0.0141860861784847,1,-1
1506297600000,1506383999999,0.818750383223987,-0.0228291251446057,0.1240154613386311,-0.0060623397835368,-0.0044520682599923,6,1
1506384000000,1506470399999,0.2544509216952877,0.015822004529998,-0.0275721430420827,-0.0209060363140495,-0.0026644757855907,1,-1
1506470400000,1506556799999,0.8490175801447786,0.0151335984603956,8.61902323156256e-05,0.0195646745562458,0.0062474216374337,6,1
1506556800000,1506643199999,0.3693467336683417,0.057447905986527,0.0323346838986891,0.0326846679742351,0.0023723224144595,1,-1
1506643200000,1506729599999,0.71406124739458,-0.0674781663750994,-0.009448245968576,0.0370525074224927,0.0039414617359394,2,0
1506729600000,1506815999999,0.993840429929724,0.312246848130691,0.1343822683718673,0.0549552761688849,0.0136057688951315,6,1
1506816000000,1506902399999,0.8315713599231092,0.0587550562642645,0.0589601255818042,0.0410148460118351,0.0170404474692847,1,-1
1506902400000,1506988799999,0.0991915885532906,-0.4473244206882165,-0.0422800177701573,-0.0051575267240867,0.0076024562888817,6,1
1506988800000,1507075199999,0.4509126444002371,-0.190329357761436,-0.142094604736512,0.0041262138024837,0.0052701352471052,7,0
1507075200000,1507161599999,0.2882683982683989,0.0945384048575541,-0.1791802778845522,-0.0332229254686281,-0.0061166310234045,1,-1
1507161600000,1507247999999,0.7446122448979604,0.1468498002488616,0.001515857966481,-0.0067444900435248,0.0015888417747957,2,0
1507248000000,1507334399999,0.616,0.1638658008658005,0.1327316423391141,-0.024002587977484,0.0022434041848931,2,0
1507334400000,1507420799999,0.6615550497184609,-0.0415285975897497,0.0749016412368048,-0.0035205008581029,0.0080759913555688,2,0
1507420800000,1507507199999,0.9227467811158798,0.1533733905579399,0.1185899570515462,0.0015026246381786,0.0176988240763003,2,0
1507507200000,1507593599999,0.6969527619271726,0.0176988561043558,0.0211427815174303,0.0104828009429159,0.0161538842406304,6,1
1507593600000,1507679999999,0.3667370530761258,-0.2780048640198769,-0.0463128181639036,0.0203105323940894,0.0100671661070338,1,-1
1507680000000,1507766399999,0.6493211351319883,-0.0238158133975922,-0.0580477557212701,0.0423352561006399,0.0043897566019244,2,0
1507766400000,1507852799999,0.9841385770763544,0.3087007620001142,0.0075151965125763,0.0360065249103027,0.0065624610902522,2,0
1507852800000,1507939199999,0.5792893444556418,-0.0350158953381731,0.0382074689057166,0.0203165485301707,0.0098419332525425,2,0
1507939200000,1508025599999,0.9062158192443508,-0.038961378916002,0.1008925741660102,0.0100598943654166,0.008089980949167,6,1
1508025600000,1508111999999,0.5935016944609308,0.0071061750026445,-0.0189561639174119,0.0056787574607989,0.0102526351858362,1,-1
1508112000000,1508198399999,0.8581877086196771,-0.0240140553123368,-0.0237689386908066,0.0089925328860309,0.0076252465311066,6,1
1508198400000,1508284799999,0.3242725736812467,-0.134614560389842,-0.0558061652173464,-0.0167149406874167,0.0058505185453698,7,0
1508284800000,1508371199999,0.8495833706657118,-0.0043021689769827,-0.0382494017936963,0.0077319564682641,0.0047955705443147,1,-1
1508371200000,1508457599999,0.8812232638572841,0.2784753450880187,0.056683880083874,0.0197385605848462,0.0089133214040838,2,0
1508457600000,1508543999999,0.8039411764705887,-0.0228210970975614,0.0448457625877859,0.0032818156850527,0.0160932370307442,2,0
1508544000000,1508630399999,0.5450353615602715,-0.1680939511485061,0.0395883381562926,-0.0137575696896941,0.0172979177352116,6,1
1508630400000,1508716799999,0.6765008677236242,-0.0637201543734822,-0.0682352908181188,-4.08764947341493e-05,0.0092476671728092,7,0
1508716800000,1508803199999,0.6425256552715872,0.0487451468556578,-0.0604835525918359,-0.0114383836160814,0.0053974125336072,7,0
1508803200000,1508889599999,0.0569052631578942,-0.3097978022828648,-0.1396581532914074,-0.0337502236342732,-0.0096750546173778,1,-1
1508889600000,1508975999999,0.9641848892291492,0.1608296169787808,0.0218703450772024,-0.0171270189603644,-0.0042330406068624,2,0
1508976000000,1509062399999,0.7302665609158957,0.3366806488790008,0.0429190620342105,-0.0001103911871193,-0.0044936210846713,6,1
1509062400000,1509148799999,0.3615612528721734,-0.3013118181784877,0.0111432492959173,-0.0372487449975631,-0.0094739594050177,7,0
1509148800000,1509235199999,0.4073366971225978,-0.161464931896649,0.009823923157243,-0.0373215205855762,-0.0092251643465698,1,-1
1509235200000,1509321599999,0.9632753243397852,0.3008570357338058,-0.0324748993572026,0.0003995209000362,-0.0038245048654525,6,1
1509321600000,1509407999999,0.4138467166636175,0.0032550097705099,-0.0031125617036945,0.002005019650472,-0.0118872427952708,1,-1
1509408000000,1509494399999,0.9120373859953262,-0.0256189691722295,0.1107462285787324,0.0182525849438522,-0.0084419588353894,2,0
1509494400000,1509580799999,0.9526165120806126,0.2693848977084975,0.103932169157157,0.0410294148050768,0.000474556082932,2,0
1509580800000,1509667199999,0.5446088794925994,-0.1837142532513633,-0.0298563094277377,0.0359394124300682,-0.0027825641673296,2,0
1509667200000,1509753599999,0.4536306514858031,-0.2494929302974047,-0.0287860636858356,-0.011967528210115,-0.0021252253436365,2,0
1509753600000,1509839999999,0.7863756271659862,0.1208833738366932,-0.075030937825349,0.013951772914851,-0.0009713991116812,6,1
1509840000000,1509926399999,0.2120296886546922,-0.1208004814155552,-0.1239406899178454,-0.0048961776809169,-0.0041332979923508,7,0
1509926400000,1510012799999,0.1093333333333331,-0.3385211469163267,-0.1112152055149644,-0.0476444424697198,-0.0162208604406014,1,-1
1510012800000,1510099199999,0.5480520353625334,0.1680111733539205,-0.0488199526079192,-0.0603535918397643,-0.0134234149520668,2,0
1510099200000,1510185599999,0.5826526782363137,0.2366596724514903,-0.0071423551151504,-0.0358184987323952,-0.0091786667250126,6,1
1510185600000,1510271999999,0.1723872679045087,-0.1878323837290122,0.0394034503402613,-0.0656764849293725,-0.0115661180920808,7,0
1510272000000,1510358399999,0.2458483754512629,-0.1684021513925254,-0.0102634683222165,-0.055388009137939,-0.0160424064911762,7,0
1510358400000,1510444799999,0.2078139774778651,0.0177133547866782,-0.1017280418554387,-0.0363938434903497,-0.0185363670405319,7,0
1510444800000,1510531199999,0.372431972658794,0.0632917986037654,-0.0385014701581683,-0.0265931137981198,-0.0185103003512136,1,-1
1510531200000,1510617599999,0.7679351966956728,0.2800606096089037,0.1317679454789859,0.000802296633048,-0.0216746694607383,2,0
1510617600000,1510703999999,0.7058383033350276,0.1667031653381167,0.1480101074985337,0.0431838501055279,-0.0124698872119409,2,0
1510704000000,1510790399999,0.919751803991635,0.0759083036479809,0.1757281983703773,0.0599198934564753,-0.0035141539934551,2,0
1510790400000,1510876799999,0.9126157407407408,0.1033887187028564,0.1232184143459855,0.0608418234227749,-0.000766967509433,6,1
1510876800000,1510963199999,0.4613197026022297,-0.2292160506947027,-0.0406453550781174,0.0566587628694369,-0.0045727504773732,1,-1
1510963200000,1511049599999,0.854142063870951,-0.0292368384348949,-0.0161824580317558,0.0772603870951939,0.0059300154454439,2,0
1511049600000,1511135999999,0.8199103252823491,0.1792953113400596,-0.0258156634288361,0.0653530177923658,0.0074326781551444,2,0
1511136000000,1511222399999,0.7049372933686717,-0.0746023852511395,-0.0056766272064019,0.0442230350412681,0.0145484154756482,6,1
1511222400000,1511308799999,0.5317362270450755,-0.1440870491186368,-0.0008371721616587,0.005545380711658,0.0201420036028408,1,-1
1511308800000,1511395199999,0.4958331534176771,-0.1045520699754973,-0.1004791919143821,-0.0280424203742599,0.0194133675847719,6,1
1511395200000,1511481599999,0.0768846153846145,-0.2274258058302304,-0.1695155559746464,-0.0596108501838728,0.0113366010714992,1,-1
1511481600000,1511567999999,0.5549132947976878,0.0295400706900052,-0.075489960880243,-0.0608684105972876,0.0159092191223879,2,0
1511568000000,1511654399999,0.9460746301063924,0.4345950073608888,0.0887756947502643,-0.0246996040890316,0.0173492998250545,2,0
1511654400000,1511740799999,0.7021522112494641,0.0736194582258881,0.1281828130385351,-0.0026304589001798,0.0125794261646133,2,0
1511740800000,1511827199999,0.9921068161699604,0.0230160930317838,0.1977683318022468,0.0077190625537834,0.0179874415870821,2,0
1511827200000,1511913599999,0.8854816824966059,0.0916647356235708,0.0707168961461403,0.0320070418487181,0.0217508152042433,6,1
1511913600000,1511999999999,0.4200961860123808,-0.2860053150787897,-0.0868627416940881,0.0282483676279925,0.0119325677246459,1,-1
1512000000000,1512086399999,0.4822174507124729,-0.2016321158920664,-0.1011880151231563,0.0250594892241778,0.0037891844943477,2,0
1512086400000,1512172799999,0.9242358366271408,0.25206982530738,-0.0539006190869773,0.0371336012990592,0.0010043642899254,2,0
1512172800000,1512259199999,0.4737017543859653,-0.0042578481632537,-0.0319420205606521,0.0174820178028129,-0.0066947516904979,2,0
1512259200000,1512345599999,0.5021962264150942,-0.2110198051060232,0.0155684384478918,-0.0282769649179068,-0.007894301422896,2,0
1512345600000,1512431999999,0.9736842105263158,0.2499912280701751,0.0560893909415638,-0.0216051348599367,-0.0029391783146168,2,0
1512432000000,1512518399999,0.6224958057830842,0.060149789683995,-0.0103497605547762,-0.0130876247156064,-2.622662792808392e-05,2,0
1512518400000,1512604799999,0.9665683584233066,-0.0035579260515048,0.1106032787442672,0.0018581521861928,0.0081363740574919,2,0
1512604800000,1512691199999,0.9858442871587464,0.1816742406878312,0.0960180269384294,0.0339806061691845,0.0093674864795281,6,1
1512691200000,1512777599999,0.5846413311640473,-0.1909635136296295,-0.0414737277348876,0.0371868297501352,0.0102808276636927,7,0
1512777600000,1512863999999,0.5679966794312188,-0.2089238038637637,-0.0490925279962991,0.0121060131840749,0.010821151232917,1,-1
1512864000000,1512950399999,0.755336921112609,0.0853477949742807,-0.0840310482348924,-0.0004075603517074,0.0126012178197816,2,0
1512950400000,1513036799999,0.656653379630351,0.044328350099566,-0.048768622510823,0.0078534808453631,0.0101609769356339,6,1
1513036800000,1513123199999,0.4312406373416855,-0.1620481418854617,-0.0218144687445592,-0.0229729002076106,0.0037458180403354,7,0
1513123200000,1513209599999,0.727200655514409,0.035273637942029,-0.0005688331604543,-0.0352416958668664,-0.0049591859085425,1,-1
1513209600000,1513295999999,0.8894271356783915,0.229093249168353,0.0338727705015621,-0.0099565685655122,-0.004776766315668,2,0
1513296000000,1513382399999,0.7334377123275541,0.0031185284065725,0.0611755163731111,-0.0155712177043836,-0.001149563778391,2,0
1513382400000,1513468799999,0.8142435685124245,-0.0375917835829835,0.0772242919154622,0.0048151451059408,0.0001003562830023,6,1
1513468800000,1513555199999,0.2716112611354256,-0.2309132255960641,-0.0986362355923934,-0.0012651949351368,-0.0019919415889564,7,0
1513555200000,1513641599999,0.8045171408181426,-0.004863213847141,-0.0631646440912628,0.0036325647404483,0.0029285988976563,7,0
1513641600000,1513727999999,0.375547169811321,0.0519679543379477,-0.0725507512726749,-0.0186428424168796,-0.0055054439179425,7,0
1513728000000,1513814399999,0.5815495346094901,-0.1114838031043262,-0.0361452159129973,-0.0148596861747009,-0.0099487427318351,7,0
1513814400000,1513900799999,0.4473429657794675,0.0358978979840732,0.012849580307943,-0.0228692772220301,-0.0094794121256949,7,0
1513900800000,1513987199999,0.4992486820278833,-0.0411504262908034,-0.0538741121612372,-0.0405380676101946,-0.0146651351862085,7,0
1513987200000,1514073599999,0.1632096235964742,-0.1420666710914965,-0.05069759450113,-0.0576299332429355,-0.0242399199406085,1,-1
1514073600000,1514159999999,0.8532149230042341,0.1769831204881751,0.0259197434606493,-0.0194337925707703,-0.016003184724542,2,0
1514160000000,1514246399999,0.6227010050251257,0.2297456907143258,0.0704682319467666,-0.003771497312683,-0.0164234287311574,2,0
1514246400000,1514332799999,0.8565792610250299,0.0016821690103978,0.1174152539422943,0.0313771139250258,-0.0080701388498337,6,1
1514332800000,1514419199999,0.5482571043126334,-0.037221950356246,0.0773459299453114,0.0130195059107117,-0.0036516972988069,7,0
1514419200000,1514505599999,0.4318469951757123,-0.2123661329246588,-0.0917179756369537,0.0204860312777504,-0.0065730149837185,1,-1
1514505600000,1514591999999,0.4676392572944294,-0.040308923509102,-0.0734855761310711,0.005824077670718,-0.0090160590101015,6,1
1514592000000,1514678399999,0.2604941767181985,-0.0856764092287569,-0.1272788015631867,-0.007519475253723,-0.0113094012405188,1,-1
1514678400000,1514764799999,0.8243541231389432,0.1783574329222567,0.0380841219195105,0.0048374444063148,-0.0063616381328492,6,1
1514764800000,1514851199999,0.5895840157222408,0.1645449195020211,0.0672188906937571,0.0032792707164333,-0.0085790638341996,1,-1
1514851200000,1514937599999,0.6909660263134468,-0.0666940484127481,0.0775743377042076,-0.0162465527601957,-0.0049132325234454,2,0
1514937600000,1515023999999,0.6647689968554551,0.037592490566607,0.0675161543449016,0.0024020008718386,0.0009943144129806,2,0
1515024000000,1515110399999,0.8381303415665664,0.0735821576265596,0.010273741798846,0.0174232263640389,0.0072532928808273,2,0
1515110400000,1515196799999,0.9162151041828394,0.125723053663692,0.0800426492174316,0.0496842397741939,0.0157462173720676,2,0
1515196800000,1515283199999,0.9352074351544278,0.0485385467939307,0.0739928925009345,0.0617035293576357,0.0157892416845127,6,1
1515283200000,1515369599999,0.362445971703939,-0.2768845662394503,-0.0507568956715171,0.0300303035880827,0.0150663737561606,7,0
1515369600000,1515455999999,0.5955445403526768,-0.1698314474008757,-0.103894073490668,0.0142989205342151,0.0115650439867642,7,0
1515456000000,1515542399999,0.2612243527317912,-0.0506108094860738,-0.1649644397703848,-0.0350281482229433,0.0062095573413394,1,-1
1515542400000,1515628799999,0.973376819141064,0.1889161393941935,-0.0024882850998875,-0.0079287245177719,0.0093903182749378,6,1
1515628800000,1515715199999,0.5152549402019796,0.1270152937350943,0.0683450215784468,-0.0232754431401138,0.0060550165278228,1,-1
1515715200000,1515801599999,0.7702978046689608,-0.1015395072360517,0.0603537116102755,-0.0170509735942945,0.0010332348419594,2,0
1515801600000,1515887999999,0.57658637065858,0.0306657152283002,0.0427645021381473,-0.0241006482111562,0.0032260529149087,6,1
1515888000000,1515974399999,0.5116590408405352,-0.1293193819142127,-0.0862104126144458,-0.0220655102470871,0.0012676270484499,1,-1
1515974400000,1516060799999,0.3557793503901286,-0.1104035101342256,-0.0577589943452128,-0.0193700221243671,0.0009421434269605,6,1
1516060800000,1516147199999,0.4137153859975642,-0.0489718274214854,-0.0933971857611245,-0.0054550705547391,-0.00267084455028,1,-1
1516147200000,1516233599999,0.7381055976996277,0.1911631236547494,0.0225094799239124,-0.0057090892537358,-0.00328542262745,6,1
1516233600000,1516319999999,0.3648379967994232,-0.0244386945990703,0.0088684159227275,-0.015336704346412,-0.0091277932742881,1,-1
1516320000000,1516406399999,0.7769895470383272,0.0194419746693497,0.0793543004098255,-0.0219748953455917,-0.0121984080689245,2,0
1516406400000,1516492799999,0.8226794343482259,0.2289207187744012,0.0856812046040022,0.0151042210957013,-0.0064899431695132,6,1
1516492800000,1516579199999,0.3079354698059735,-0.2345270386161768,-0.0402498818238506,-0.0046084296122451,-0.011839341581735,7,0
1516579200000,1516665599999,0.424364916021341,-0.1991572591634424,-0.0350000238788518,0.0015454376547605,-0.0135011619546036,1,-1
1516665600000,1516751999999,0.5985140562248998,0.1452892932094631,-0.075526549995374,0.0084773792551788,-0.0126878708494015,2,0
1516752000000,1516838399999,0.7940269785516779,0.1848310312651684,0.0233273674825829,0.0214793832908085,-0.0062446221168286,6,1
1516838400000,1516924799999,0.2667093287827091,-0.1659023637210953,0.0287209780483808,-0.0080960146026373,-0.006035244515563,7,0
1516924800000,1517011199999,0.5840372414310923,-0.1049948685602928,-0.0012460076622688,-0.0154205782613434,-1.603169510740714e-05,1,-1
1517011200000,1517097599999,0.8030496339696026,0.2681701525934468,0.0199081418368818,0.0087624953569336,0.0006164030149859,2,0
1517097600000,1517183999999,0.5645334928229674,-0.0097518743040624,0.0077353333729471,-0.0057361095263765,0.0008594060974898,6,1
1517184000000,1517270399999,0.1333979676110459,-0.3348258331792783,-0.0286126470951451,-0.0186949790540893,-0.0102887764019653,7,0
1517270400000,1517356799999,0.2396373240936654,-0.162448084364651,-0.1358451501033411,-0.0150118720508505,-0.0084825210532958,1,-1
1517356800000,1517443199999,0.8060894124130331,0.3363457224009935,-0.0318816611842441,-0.007680465620832,-0.0047142287042938,6,1
1517443200000,1517529599999,0.2989438197991178,0.0296532478527263,0.0141512098754287,-0.0262878125869972,-0.0046012258667806,7,0
1517529600000,1517615999999,0.6959870320489044,-0.0550511901820644,0.1184484624581169,-0.0101080586747886,-0.0011659757448555,1,-1
1517616000000,1517702399999,0.7805081952717413,0.2407821877363117,0.0971639361992022,0.0225346447098567,0.0022720013336666,6,1
1517702400000,1517788799999,0.1771974965229488,-0.2593947677629778,-0.0776219456307546,-0.0127211541457275,-0.0057742885686742,7,0
1517788800000,1517875199999,0.1791955853908294,-0.300656304940456,-0.0758286004342532,-0.0256277802530534,-0.0126087106935864,1,-1
1517875200000,1517961599999,0.8797331189196962,0.3512678111983736,-0.0233820436139329,0.0191847295897052,-0.0039608417027051,6,1
1517961600000,1518047999999,0.3386073801461548,0.0797058973776628,-0.0181266007854426,0.0176507171811,-0.0091500130862913,1,-1
1518048000000,1518049694788,0.7794123055422765,-0.0501604066887099,0.136384141279398,0.0141567397821165,-0.0014948706572084,2,0
1518134400000,1518220799999,0.9429596034173612,0.3021761116356031,0.1427207222675643,0.0188356710275094,0.0092144377689621,6,1
1518220800000,1518307199999,0.4377127873289764,-0.17084975910665,-0.0279688439910233,0.0251940390490853,0.0043975258197906,7,0
1518307200000,1518393599999,0.4101669361800433,-0.2663963336186588,-0.0198580406145523,0.0007053711377803,0.0008303075274965,1,-1
1518393600000,1518479999999,0.908119658119658,0.2352034353953409,-0.0275377962082555,0.0284991492837015,0.0071477731606235,6,1
1518480000000,1518566399999,0.315358931552587,-0.0474040023137279,-0.0784794472938867,0.0270239638187505,0.0076187022225463,1,-1
1518566400000,1518652799999,0.9585929333054564,0.0252366375928989,0.0946952287325503,0.0260517290021473,0.0096724218725552,2,0
1518652800000,1518739199999,0.7609912854030503,0.2228161769252315,0.0752121973631811,0.0049629685665139,0.0128732750913045,2,0
1518739200000,1518825599999,0.7514489556870544,-0.1035719888092009,0.0132290948985255,0.0230041505632996,0.019129803415889,2,0
1518825600000,1518911999999,0.9653487078931192,0.1021787112450344,0.1092835575062662,0.0181925020740907,0.0247535931573164,6,1
1518912000000,1518998399999,0.2541289782244558,-0.2486599887312992,-0.1204570487671933,-0.0036228194039336,0.0128069683699504,1,-1
1518998400000,1519084799999,0.9009870670736064,-0.0321808204097565,-0.0217328414121487,0.0271152514265506,0.0115970865547964,2,0
1519084800000,1519171199999,0.1464795307986338,-0.0538247237129108,-0.1274300490596354,-0.0164759973233254,0.0075579951001856,6,1
1519171200000,1519257599999,0.2152115431645881,-0.3428877619545093,-0.1607923776882884,-0.0546245172143167,-0.002514877893305,7,0
1519257600000,1519343999999,0.1052581231465839,-0.0206107038260249,-0.0983517234064762,-0.063210552576795,-0.0077634974806511,1,-1
1519344000000,1519430399999,0.6485239532382844,0.216656205036848,-0.0546147635322694,-0.0719496330996753,-0.0030283178069245,6,1
1519430400000,1519516799999,0.2991432089923757,0.0969425429228959,0.073863976646118,-0.0609019422425739,-0.0126117774793107,7,0
1519516800000,1519603199999,0.5508563439356874,-0.0488338046512984,0.086517468738799,-0.0413045572267482,-0.0187511634635694,1,-1
1519603200000,1519689599999,0.8900504422837929,0.2954536166457085,0.1471917028971821,-0.0012947410521849,-0.0095426888796849,2,0
1519689600000,1519775999999,0.5981842456608824,0.0236639508625974,0.0490227818136612,0.0353750662221786,-0.0130633367746033,6,1
1519776000000,1519862399999,0.0335338345864664,-0.4282583038486632,-0.0483890847086624,-0.0017184101492793,-0.0180806824951795,1,-1
1519862400000,1519948799999,0.8288538657500519,0.1153348100445846,-0.0300521564068598,0.0503669592070741,-0.0080323659680891,2,0
1519948800000,1520035199999,0.6255813953488372,0.2960237803811855,-0.0298268473780742,0.0419385786847094,-0.0086939356065209,2,0
1520035200000,1520121599999,0.8496757972740496,0.0104109657619988,0.1095030663988705,0.0445083680062961,-0.0068716003228386,2,0
1520121600000,1520207999999,0.9029088508291584,0.1386637277401605,0.1759571964009381,0.0349610746223011,0.0029127029729421,6,1
1520208000000,1520294399999,0.1321739719990501,-0.3587509126374997,-0.1116032332021682,0.0099229252757157,-0.0076650360930061,7,0
1520294400000,1520380799999,0.1789843472073994,-0.3619622518108796,-0.1610695921557875,-0.0295951928426962,-0.0071422630650626,7,0
1520380800000,1520467199999,0.3448986215713162,0.1063623247861329,-0.1733478855027226,-0.0418260947355225,-0.006196968398653,7,0
1520467200000,1520553599999,0.2036958614051967,0.0123557570988986,-0.1185701329275657,-0.0366495682340286,-0.0067938211303853,7,0
1520553600000,1520639999999,0.8307123034227567,0.2429068409257201,0.142178817704521,-0.0084104418715456,0.0057677572530889,7,0
1520640000000,1520726399999,0.1253448045398753,-0.0391755284326605,0.0378534596516392,-0.0591077890077793,-0.0027746673655991,1,-1
1520726400000,1520812799999,0.8399767441860463,0.0046322203816447,0.0911805188364138,-0.0189167369942665,0.0092991449078019,6,1
1520812800000,1520899199999,0.316842219176106,0.0957487073181154,0.0235557156305108,-0.0209466162315103,0.0020780747818134,1,-1
1520899200000,1520985599999,0.5023041474654378,-0.1688362983603043,-0.0465318897278407,0.0058215295501962,-0.0016644814190417,6,1
1520985600000,1521071999999,0.1881548657132892,-0.0643436767314083,-0.0212052474373781,0.0232136956528365,-0.0120627093358897,1,-1
1521072000000,1521158399999,0.7576666666666662,0.1276812596006139,-0.0293307508501578,0.0289515012202099,-0.005871829609951,2,0
1521158400000,1521244799999,0.5058737563936826,0.1588594453401967,0.063342559363638,0.0164941100936423,-0.0089586539074766,6,1
1521244800000,1521331199999,0.1640681103681602,-0.2967992781492529,-0.0358753183514162,-0.0075085696062535,-0.0132648710888202,1,-1
1521331200000,1521417599999,0.8720012055455094,0.1830637245759132,0.0774094123365934,-0.0001183492020576,-0.001520425607897,2,0
1521417600000,1521503999999,0.829401942188286,0.3326669159100628,0.0509598000195066,0.0386487003154565,0.0050341870464158,2,0
1521504000000,1521590399999,0.8181558441558436,-0.0269226806948329,0.1289898007344447,0.0297937095448813,0.0021649125667181,6,1
1521590400000,1521676799999,0.3151896062475075,-0.2571061679703891,0.0248397630369028,0.0327486164452208,0.0034882080983274,7,0
1521676800000,1521763199999,0.4060481965663875,-0.206053823794728,-0.1446118353899023,0.0121448676706371,0.003672345627409,1,-1
1521763200000,1521849599999,0.982859375000001,0.3338348843762466,-0.0105192781966026,0.0342863907888085,0.0159651006213275,6,1
1521849600000,1521935999999,0.1097553787208969,-0.1481464089227451,-0.07491311621174,-0.0179641377345636,0.0164251872241952,7,0
1521936000000,1522022399999,0.3432649302815023,-0.3197972223592494,-0.0240142169777501,-0.0185600314184365,0.0092443384649845,7,0
1522022400000,1522108799999,0.4433900188626823,0.1668173200708927,-0.0564910800125909,-0.0254576993023208,0.0039155292891218,7,0
1522108800000,1522195199999,0.1348108820018935,-0.1042270241398043,-0.136246234585443,-0.0712166209011496,-0.0035994567153297,1,-1
1522195200000,1522281599999,0.5808398950131238,0.0687249380752206,0.0733714984304845,-0.0450965144952242,-0.0066561955296583,6,1
