Open time,Volume,price_normalized,3_reg,5_reg,10_reg,20_reg,class
1502928000000,1503014399999,0.2962936940101879,0.0,0.0,0.0,0.0,0
1503014400000,1503100799999,0.3919121894858457,0.0,0.0,0.0,0.0,-1
1503100800000,1503187199999,0.8664136962562369,0.2850600011230245,0.0,0.0,0.0,1
1503187200000,1503273599999,0.3007396615488068,-0.045586263968519385,0.0,0.0,0.0,0
1503273600000,1503359999999,0.5014194293412889,-0.18249713345747404,0.031907894272516286,0.0,0.0,-1
1503360000000,1503446399999,0.9080332567180277,0.30364679758461033,0.06672478675494149,0.0,0.0,0
1503446400000,1503532799999,0.3974435314199525,-0.051987948960668155,-0.033064673450334835,0.0,0.0,0
1503532800000,1503619199999,0.8058045836676315,-0.051114336525198104,0.09061539463163129,0.0,0.0,1
1503619200000,1503705599999,0.16082933682120176,-0.11830709729937532,-0.07834088580905717,0.0,0.0,-1
1503705600000,1503791999999,0.8087845268128574,0.00148997157261266,-0.04351116544090924,0.020536469094658595,0.0,1
1503792000000,1503878399999,0.21378647562467454,0.026478569401736547,-0.03643341684453305,-0.013960736344310724,0.0,-1
1503878400000,1503964799999,0.9523031095611736,0.07175929137415772,0.03459541905905564,-0.000800562435208812,0.0,0
1503964800000,1504051199999,0.8771373679154634,0.33167544614539435,0.15761346449368394,0.033100478501240135,0.0,1
1504051200000,1504137599999,0.600993520518359,-0.17565479452140728,0.024776887970179098,0.014097541548754972,0.0,-1
1504137600000,1504223999999,0.8921063695606487,0.00748450082259248,0.1005330198829133,0.020712697742686807,0.0,0
1504224000000,1504310399999,0.7804656002080881,0.08973603984486468,-0.032870601706098776,0.04361034664287543,0.0,1
1504310400000,1504396799999,0.28401704684817347,-0.3040446613562375,-0.10067685624448516,0.006935943146105356,0.0,-1
1504396800000,1504483199999,0.5060874576759596,-0.1371890712660643,-0.07979014483972742,0.010973407778535935,0.0,1
1504483200000,1504569599999,0.22991819525027848,-0.027049425798947473,-0.15987544911528703,-0.03941832046878211,0.0,-1
1504569600000,1504655999999,0.865622059207021,0.17976730076553055,0.011621406639997042,-0.012775720542398656,0.006712899604511963,0
1504656000000,1504742399999,0.8684411342755121,0.3192614695126168,0.15283827763857383,-0.02633482941748143,0.006293596528229943,0
1504742400000,1504828799999,0.723230593607305,-0.07119573279985797,0.1072809210887924,-0.006515278959315943,0.004449250784099976,1
1504828800000,1504915199999,0.35935509441440444,-0.25454301993055384,0.01164823327285357,-0.008777895888612195,0.004400589513105496,0
1504915200000,1505001599999,0.39322389354932097,-0.16500335002899222,-0.14538823711765086,-0.021326564830949572,-0.0033334329169934646,0
1505001600000,1505087999999,0.6833402489626553,0.1619925772741254,-0.07002084706836983,0.0038752376941268317,-0.0038933821046154117,-1
1505088000000,1505174399999,0.4651834239130443,0.0359797651818617,-0.0192109184840271,0.012265357509332532,-0.0014232041796612479,1
1505174400000,1505260799999,0.3474377455552731,-0.16795125170369113,0.004812483264546014,-0.01504198230933402,-0.008031110806923113,0
1505260800000,1505347199999,0.45559721742562537,-0.004793103243709531,-0.021115585565477386,-0.022413756258154432,-0.006570879363156889,0
1505347200000,1505433599999,0.028857187722709936,-0.15929027891628147,-0.1318552328967311,-0.07086154034944792,-0.020864126126643644,-1
1505433600000,1505519999999,0.8498556304138595,0.19712920649411683,0.04507638551690669,-0.029710230484379943,-0.012999497928360736,0
1505520000000,1505606399999,0.5096382525973211,0.24039053243730563,0.07186594270723298,-0.00673718557088236,-0.01945158511403882,1
1505606400000,1505692799999,0.8064930374413088,-0.02168129648627549,0.1182572704905978,0.027096361643233407,-0.010446990592380828,-1
1505692800000,1505779199999,0.796421975992614,0.1433918616976464,0.14917669835672578,0.03511296987657234,-0.0025538326104562114,1
1505779200000,1505865599999,0.30545047479348464,-0.25052128132391205,-0.08020265878454576,0.013309453967702247,-0.005913342699416544,0
1505865600000,1505951999999,0.35385704175513105,-0.22128246711874158,-0.08126049843322045,0.01455130684497251,-0.0035403861014527047,0
1505952000000,1506038399999,0.1253352769679294,-0.09005759891277758,-0.1804880455184244,-0.00722171630330563,-0.005385377647661472,0
1506038400000,1506124799999,0.3694825117610954,0.007812735002982114,-0.10339941262885932,-0.01940795796617017,-0.010596054541996375,-1
1506124800000,1506211199999,0.8644086335131981,0.36953667827263426,0.11335417874453912,0.002345192819032928,-0.005358502856746567,1
1506211200000,1506297599999,0.22280691263529187,-0.07333779956290169,0.04769730983055902,-0.04430273910369358,-0.01418608617848477,-1
1506297600000,1506383999999,0.818750383223987,-0.022829125144605705,0.12401546133863114,-0.006062339783536813,-0.004452068259992316,1
1506384000000,1506470399999,0.25445092169528777,0.015822004529998056,-0.027572143042082723,-0.020906036314049567,-0.0026644757855907525,-1
1506470400000,1506556799999,0.8490175801447786,0.015133598460395659,8.61902323156256e-05,0.019564674556245897,0.006247421637433701,1
1506556800000,1506643199999,0.3693467336683417,0.057447905986527,0.032334683898689154,0.03268466797423519,0.0023723224144595314,-1
1506643200000,1506729599999,0.71406124739458,-0.06747816637509944,-0.009448245968576048,0.03705250742249276,0.003941461735939404,0
1506729600000,1506815999999,0.9938404299297239,0.31224684813069103,0.13438226837186731,0.05495527616888497,0.0136057688951315,1
