Open time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Close_MA_7,Close_MA_14,Close_MA_25,Close_MA_50,macd,rsi,aroon_down,aroon_up,obv,bollinger_hband,bollinger_lband,stoch,phase,class
1502928000000,0.01536065493309735,0.017147254274792377,0.02019577528328656,0.015684127515851763,0.0,0.00014182647867403542,8.369775361536191e-05,0.0014946074956285107,0.0002774297355398409,0.29088996507011755,0.29594361731179064,0.2968242326918561,0.2988510350243737,0.49588654866085097,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.018261668820441147,0.29805318852522533,0.27491432504092406,0.5432754471770511,2,0
1503014400000,0.015698355526892332,0.015532088424904798,0.016372306097628436,0.013155486589874928,0.00040567951318415396,0.00023528487800578268,0.0002023462175316442,0.0024463067785599085,0.00044261195540746466,0.29088996507011755,0.29594361731179064,0.2968242326918561,0.2988510350243737,0.49588654866085097,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.009163780719948196,0.29805318852522533,0.27491432504092406,0.5432754471770511,2,-1
1503100800000,0.013169750784116446,0.012882036297614904,0.01507670217500038,0.013607811527174045,0.0008113590263691961,3.273060158744013e-05,0.0,0.0005821580370461992,9.980310987991618e-05,0.29088996507011755,0.29594361731179064,0.2968242326918561,0.2988510350243737,0.49588654866085097,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.018262191777738412,0.29805318852522533,0.27491432504092406,0.5432754471770511,2,1
1503187200000,0.01335019165224164,0.013256359883972453,0.01774205295060402,0.012839531682707434,0.00121703853955335,5.453966449744143e-05,1.1037066410816932e-05,0.0008555890614079177,0.00014982766901479083,0.29088996507011755,0.29594361731179064,0.2968242326918561,0.2988510350243737,0.49588654866085097,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.009163257762650931,0.29805318852522533,0.27491432504092406,0.5432754471770511,2,0
1503273600000,0.012608252000196322,0.011959064120112627,0.015978531243144883,0.011833713275786993,0.0016227180527383922,0.00010417611558455054,0.00011950252262664312,0.0013374433975769369,0.0002293230087959662,0.29088996507011755,0.29594361731179064,0.2968242326918561,0.2988510350243737,0.49588654866085097,0.5066382652786081,0.4059501430322845,0.5138700449530037,6.380079026618683e-05,0.29805318852522533,0.27491432504092406,0.5432754471770511,2,-1
1503360000000,0.011847996383741774,0.011749136530946586,0.008508922911931484,0.012177142522708184,0.002028397565922546,0.00015887469835946928,0.00028518991243664527,0.0009815479416324156,0.00015891122876168296,0.29088996507011755,0.29594361731179064,0.2968242326918561,0.2988510350243737,0.49588654866085097,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.009163780719948196,0.29805318852522533,0.27491432504092406,0.5432754471770511,2,0
1503446400000,0.01219142071641463,0.014032524592024177,0.017468687382610065,0.013236192462901412,0.0024340770791075883,0.00018155983492628493,0.0004254526314074441,0.0006757828974170279,0.0001197907833114054,0.011801527507246161,0.29594361731179064,0.2968242326918561,0.2988510350243737,0.49588654866085097,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.018264283606927466,0.29805318852522533,0.27491432504092406,0.5432754471770511,2,0
1503532800000,0.013722520866247805,0.015534357912355239,0.01850668840747554,0.01612672195782145,0.0028397565922917423,0.0001327626528916005,0.0002689627969397894,0.00040198152925686656,7.1384161176067e-05,0.01186712171045761,0.29594361731179064,0.2968242326918561,0.2988510350243737,0.49588654866085097,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.027365309451204006,0.29805318852522533,0.27491432504092406,0.5432754471770511,2,1
1503619200000,0.01614094363562449,0.0167007326189176,0.02087794862274398,0.015621165487249546,0.0032454361054767844,8.627709636035137e-05,0.0002891317218690799,0.00011717523800840209,2.199686780286979e-05,0.012232544832195796,0.29594361731179064,0.2968242326918561,0.2988510350243737,0.49588654866085097,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.018263760649630204,0.29805318852522533,0.27491432504092406,0.5432754471770511,2,-1
1503705600000,0.015635823679651488,0.015467975404429755,0.020366099692175482,0.016433375656218156,0.0036511156186609384,0.0,7.02956015450842e-06,0.0,0.0,0.01265130433320226,0.29594361731179064,0.2968242326918561,0.2988510350243737,0.49588654866085097,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.027365832408501267,0.29805318852522533,0.27491432504092406,0.5432754471770511,2,1
