beam_width,min_covered_examples,max_rule_length,auc,accuracy,precision,recall,f1_score
5,40,3,[0.55506211],0.45550161812297735,0.3682486691331824,0.45550161812297735,0.3021059207668175
5,40,6,[0.57005816],0.46116504854368934,0.4464132632322828,0.46116504854368934,0.3401271595632959
5,40,10,[0.5612461],0.4571197411003236,0.4129268442816062,0.4571197411003236,0.33382040892729625
5,80,3,[0.55506211],0.45550161812297735,0.3682486691331824,0.45550161812297735,0.3021059207668175
5,80,6,[0.57005816],0.46116504854368934,0.4464132632322828,0.46116504854368934,0.3401271595632959
5,80,10,[0.5612461],0.4571197411003236,0.4129268442816062,0.4571197411003236,0.33382040892729625
5,120,3,[0.55506211],0.45550161812297735,0.3682486691331824,0.45550161812297735,0.3021059207668175
5,120,6,[0.56835182],0.46237864077669905,0.45113560149325377,0.46237864077669905,0.3395787102777748
5,120,10,[0.5612461],0.4571197411003236,0.4129268442816062,0.4571197411003236,0.33382040892729625
10,40,3,[0.56452318],0.46076051779935273,0.44858064431635525,0.46076051779935273,0.31884387213952314
10,40,6,[0.56422501],0.46359223300970875,0.4251328598371774,0.46359223300970875,0.3446787367449594
10,40,10,[0.5652251],0.45550161812297735,0.4237669052537016,0.45550161812297735,0.34724799873642487
10,80,3,[0.56452318],0.46076051779935273,0.44858064431635525,0.46076051779935273,0.31884387213952314
10,80,6,[0.56499155],0.4627831715210356,0.43182845234948847,0.4627831715210356,0.35022837341862784
10,80,10,[0.56385637],0.4559061488673139,0.42551869534724135,0.4559061488673139,0.34774510362973704
10,120,3,[0.56452318],0.46076051779935273,0.44858064431635525,0.46076051779935273,0.31884387213952314
10,120,6,[0.56422501],0.46359223300970875,0.4251328598371774,0.46359223300970875,0.3446787367449594
10,120,10,[0.56385637],0.4559061488673139,0.42551869534724135,0.4559061488673139,0.34774510362973704
15,40,3,[0.55764414],0.44983818770226536,0.3626135569282026,0.44983818770226536,0.30799641440967634
15,40,6,[0.5634689],0.46116504854368934,0.4254271764248949,0.46116504854368934,0.3218209210512694
15,40,10,[0.56010913],0.45671521035598706,0.41734980804619587,0.45671521035598706,0.34169711602021907
15,80,3,[0.55764414],0.44983818770226536,0.3626135569282026,0.44983818770226536,0.30799641440967634
15,80,6,[0.56305802],0.4615695792880259,0.43662920705076746,0.4615695792880259,0.3255846051487421
15,80,10,[0.56010913],0.45671521035598706,0.41734980804619587,0.45671521035598706,0.34169711602021907
15,120,3,[0.55764414],0.44983818770226536,0.3626135569282026,0.44983818770226536,0.30799641440967634
15,120,6,[0.56305802],0.4615695792880259,0.43662920705076746,0.4615695792880259,0.3255846051487421
15,120,10,[0.56010913],0.45671521035598706,0.41734980804619587,0.45671521035598706,0.34169711602021907
