beam_width,min_covered_examples,max_rule_length,auc,accuracy,precision,recall,f1_score
5,40,3,[0.52322118],0.39706626201315126,0.3860726493655495,0.39706626201315126,0.38843025087412913
5,40,6,[0.52322118],0.39706626201315126,0.3860726493655495,0.39706626201315126,0.38843025087412913
5,40,10,[0.52322118],0.39706626201315126,0.3860726493655495,0.39706626201315126,0.38843025087412913
5,80,3,[0.52322118],0.39706626201315126,0.3860726493655495,0.39706626201315126,0.38843025087412913
5,80,6,[0.52322118],0.39706626201315126,0.3860726493655495,0.39706626201315126,0.38843025087412913
5,80,10,[0.52322118],0.39706626201315126,0.3860726493655495,0.39706626201315126,0.38843025087412913
5,120,3,[0.52322118],0.39706626201315126,0.3860726493655495,0.39706626201315126,0.38843025087412913
5,120,6,[0.52322118],0.39706626201315126,0.3860726493655495,0.39706626201315126,0.38843025087412913
5,120,10,[0.52322118],0.39706626201315126,0.3860726493655495,0.39706626201315126,0.38843025087412913
10,40,3,[0.52467342],0.36722306525037934,0.37057331417796535,0.36722306525037934,0.36851239279926984
10,40,6,[0.52467342],0.36722306525037934,0.37057331417796535,0.36722306525037934,0.36851239279926984
10,40,10,[0.52467342],0.36722306525037934,0.37057331417796535,0.36722306525037934,0.36851239279926984
10,80,3,[0.52467342],0.36722306525037934,0.37057331417796535,0.36722306525037934,0.36851239279926984
10,80,6,[0.52467342],0.36722306525037934,0.37057331417796535,0.36722306525037934,0.36851239279926984
10,80,10,[0.52467342],0.36722306525037934,0.37057331417796535,0.36722306525037934,0.36851239279926984
10,120,3,[0.52467342],0.36722306525037934,0.37057331417796535,0.36722306525037934,0.36851239279926984
10,120,6,[0.52467342],0.36722306525037934,0.37057331417796535,0.36722306525037934,0.36851239279926984
10,120,10,[0.52467342],0.36722306525037934,0.37057331417796535,0.36722306525037934,0.36851239279926984
15,40,3,[0.52698628],0.3829033889731917,0.3787640712405428,0.3829033889731917,0.38031031102723123
15,40,6,[0.52698628],0.3829033889731917,0.3787640712405428,0.3829033889731917,0.38031031102723123
15,40,10,[0.52698628],0.3829033889731917,0.3787640712405428,0.3829033889731917,0.38031031102723123
15,80,3,[0.52698628],0.3829033889731917,0.3787640712405428,0.3829033889731917,0.38031031102723123
15,80,6,[0.52698628],0.3829033889731917,0.3787640712405428,0.3829033889731917,0.38031031102723123
15,80,10,[0.52698628],0.3829033889731917,0.3787640712405428,0.3829033889731917,0.38031031102723123
15,120,3,[0.52698628],0.3829033889731917,0.3787640712405428,0.3829033889731917,0.38031031102723123
15,120,6,[0.52698628],0.3829033889731917,0.3787640712405428,0.3829033889731917,0.38031031102723123
15,120,10,[0.52698628],0.3829033889731917,0.3787640712405428,0.3829033889731917,0.38031031102723123
