beam_width,min_covered_examples,max_rule_length,auc,accuracy,precision,recall,f1_score
5,40,3,[0.51878323],0.3673139158576052,0.3718732686135873,0.3673139158576052,0.3692865700018183
5,40,6,[0.51878323],0.3673139158576052,0.3718732686135873,0.3673139158576052,0.3692865700018183
5,40,10,[0.51878323],0.3673139158576052,0.3718732686135873,0.3673139158576052,0.3692865700018183
5,80,3,[0.51878323],0.3673139158576052,0.3718732686135873,0.3673139158576052,0.3692865700018183
5,80,6,[0.51878323],0.3673139158576052,0.3718732686135873,0.3673139158576052,0.3692865700018183
5,80,10,[0.51878323],0.3673139158576052,0.3718732686135873,0.3673139158576052,0.3692865700018183
5,120,3,[0.51878323],0.3673139158576052,0.3718732686135873,0.3673139158576052,0.3692865700018183
5,120,6,[0.51878323],0.3673139158576052,0.3718732686135873,0.3673139158576052,0.3692865700018183
5,120,10,[0.51878323],0.3673139158576052,0.3718732686135873,0.3673139158576052,0.3692865700018183
10,40,3,[0.50821483],0.3567961165048544,0.3631132372404375,0.3567961165048544,0.3589841168307253
10,40,6,[0.50821483],0.3567961165048544,0.3631132372404375,0.3567961165048544,0.3589841168307253
10,40,10,[0.50821483],0.3567961165048544,0.36311323724043754,0.3567961165048544,0.3589841168307253
10,80,3,[0.50821483],0.3567961165048544,0.36311323724043754,0.3567961165048544,0.3589841168307253
10,80,6,[0.50821483],0.3567961165048544,0.36311323724043754,0.3567961165048544,0.3589841168307253
10,80,10,[0.50821483],0.3567961165048544,0.36311323724043754,0.3567961165048544,0.3589841168307253
10,120,3,[0.50821483],0.3567961165048544,0.36311323724043754,0.3567961165048544,0.3589841168307253
10,120,6,[0.50821483],0.3567961165048544,0.36311323724043754,0.3567961165048544,0.3589841168307253
10,120,10,[0.50821483],0.3567961165048544,0.36311323724043754,0.3567961165048544,0.3589841168307253
15,40,3,[0.51383581],0.3794498381877023,0.3765382124408022,0.3794498381877023,0.377058710158046
15,40,6,[0.51383581],0.3794498381877023,0.3765382124408022,0.3794498381877023,0.377058710158046
15,40,10,[0.51383581],0.3794498381877023,0.3765382124408022,0.3794498381877023,0.377058710158046
15,80,3,[0.51383581],0.3794498381877023,0.3765382124408022,0.3794498381877023,0.377058710158046
15,80,6,[0.51383581],0.3794498381877023,0.3765382124408022,0.3794498381877023,0.377058710158046
15,80,10,[0.51383581],0.3794498381877023,0.3765382124408022,0.3794498381877023,0.377058710158046
15,120,3,[0.51383581],0.3794498381877023,0.3765382124408022,0.3794498381877023,0.377058710158046
15,120,6,[0.51383581],0.3794498381877023,0.3765382124408022,0.3794498381877023,0.377058710158046
15,120,10,[0.51383581],0.3794498381877023,0.3765382124408022,0.3794498381877023,0.377058710158046
