beam_width,min_covered_examples,max_rule_length,auc,accuracy,precision,recall,f1_score
5,40,3,[0.99872328],0.9246332827516439,0.935257351692046,0.9246332827516439,0.9214821021069433
5,40,6,[0.99929796],0.9256449165402124,0.9360052930981164,0.9256449165402124,0.9225943220822511
5,40,10,[0.99930413],0.9256449165402124,0.9360052930981164,0.9256449165402124,0.9225943220822511
5,80,3,[0.99872328],0.9246332827516439,0.935257351692046,0.9246332827516439,0.9214821021069433
5,80,6,[0.99929796],0.9256449165402124,0.9360052930981164,0.9256449165402124,0.9225943220822511
5,80,10,[0.99930413],0.9256449165402124,0.9360052930981164,0.9256449165402124,0.9225943220822511
5,120,3,[0.99872328],0.9246332827516439,0.935257351692046,0.9246332827516439,0.9214821021069433
5,120,6,[0.99929796],0.9256449165402124,0.9360052930981164,0.9256449165402124,0.9225943220822511
5,120,10,[0.99930413],0.9256449165402124,0.9360052930981164,0.9256449165402124,0.9225943220822511
10,40,3,[0.99906952],0.9327263530601922,0.9413213531014933,0.9327263530601922,0.9303235473461695
10,40,6,[0.999329],0.9246332827516439,0.935257351692046,0.9246332827516439,0.9214821021069433
10,40,10,[0.99929717],0.9215983813859383,0.9330304142036048,0.9215983813859383,0.918132897606756
10,80,3,[0.99906952],0.9327263530601922,0.9413213531014933,0.9327263530601922,0.9303235473461695
10,80,6,[0.999329],0.9246332827516439,0.935257351692046,0.9246332827516439,0.9214821021069433
10,80,10,[0.99929717],0.9215983813859383,0.9330304142036048,0.9215983813859383,0.918132897606756
10,120,3,[0.99906952],0.9327263530601922,0.9413213531014933,0.9327263530601922,0.9303235473461695
10,120,6,[0.999329],0.9246332827516439,0.935257351692046,0.9246332827516439,0.9214821021069433
10,120,10,[0.99929717],0.9215983813859383,0.9330304142036048,0.9215983813859383,0.918132897606756
15,40,3,[0.99900624],0.9307030854830551,0.939787944132645,0.9307030854830551,0.9281250399585638
15,40,6,[0.99914534],0.919069296914517,0.9307795954538369,0.919069296914517,0.9153929733257776
15,40,10,[0.99914753],0.9180576631259484,0.9304638860919262,0.9180576631259484,0.9142010770408081
15,80,3,[0.99900624],0.9307030854830551,0.939787944132645,0.9307030854830551,0.9281250399585638
15,80,6,[0.99914534],0.919069296914517,0.9307795954538369,0.919069296914517,0.9153929733257776
15,80,10,[0.99914753],0.9180576631259484,0.9304638860919262,0.9180576631259484,0.9142010770408081
15,120,3,[0.99900624],0.9307030854830551,0.939787944132645,0.9307030854830551,0.9281250399585638
15,120,6,[0.99914534],0.919069296914517,0.9307795954538369,0.919069296914517,0.9153929733257776
15,120,10,[0.99914753],0.9180576631259484,0.9304638860919262,0.9180576631259484,0.9142010770408081
