Open time,Volume,price_normalized,20_reg,class
1510272000000,1510358399999,0.2458483754512629,-0.0160424064911762,0
1510358400000,1510444799999,0.2078139774778651,-0.0185363670405319,0
1510444800000,1510531199999,0.372431972658794,-0.0185103003512136,-1
1510531200000,1510617599999,0.7679351966956728,-0.0216746694607383,0
1510617600000,1510703999999,0.7058383033350276,-0.0124698872119409,0
1510704000000,1510790399999,0.919751803991635,-0.0035141539934551,0
1510790400000,1510876799999,0.9126157407407408,-0.000766967509433,1
1510876800000,1510963199999,0.4613197026022297,-0.0045727504773732,-1
1510963200000,1511049599999,0.854142063870951,0.0059300154454439,0
1511049600000,1511135999999,0.8199103252823491,0.0074326781551444,0
1511136000000,1511222399999,0.7049372933686717,0.0145484154756482,1
1511222400000,1511308799999,0.5317362270450755,0.0201420036028408,-1
1511308800000,1511395199999,0.4958331534176771,0.0194133675847719,1
1511395200000,1511481599999,0.0768846153846145,0.0113366010714992,-1
1511481600000,1511567999999,0.5549132947976878,0.0159092191223879,0
1511568000000,1511654399999,0.9460746301063924,0.0173492998250545,0
1511654400000,1511740799999,0.7021522112494641,0.0125794261646133,0
1511740800000,1511827199999,0.9921068161699604,0.0179874415870821,0
1511827200000,1511913599999,0.8854816824966059,0.0217508152042433,1
1511913600000,1511999999999,0.4200961860123808,0.0119325677246459,-1
1512000000000,1512086399999,0.4822174507124729,0.0037891844943477,0
1512086400000,1512172799999,0.9242358366271408,0.0010043642899254,0
1512172800000,1512259199999,0.4737017543859653,-0.0066947516904979,0
1512259200000,1512345599999,0.5021962264150942,-0.007894301422896,0
1512345600000,1512431999999,0.9736842105263158,-0.0029391783146168,0
1512432000000,1512518399999,0.6224958057830842,-2.622662792808392e-05,0
1512518400000,1512604799999,0.9665683584233066,0.0081363740574919,0
1512604800000,1512691199999,0.9858442871587464,0.0093674864795281,1
1512691200000,1512777599999,0.5846413311640473,0.0102808276636927,0
1512777600000,1512863999999,0.5679966794312188,0.010821151232917,-1
1512864000000,1512950399999,0.755336921112609,0.0126012178197816,0
1512950400000,1513036799999,0.656653379630351,0.0101609769356339,1
1513036800000,1513123199999,0.4312406373416855,0.0037458180403354,0
1513123200000,1513209599999,0.727200655514409,-0.0049591859085425,-1
1513209600000,1513295999999,0.8894271356783915,-0.004776766315668,0
1513296000000,1513382399999,0.7334377123275541,-0.001149563778391,0
1513382400000,1513468799999,0.8142435685124245,0.0001003562830023,1
1513468800000,1513555199999,0.2716112611354256,-0.0019919415889564,0
1513555200000,1513641599999,0.8045171408181426,0.0029285988976563,0
1513641600000,1513727999999,0.375547169811321,-0.0055054439179425,0
1513728000000,1513814399999,0.5815495346094901,-0.0099487427318351,0
1513814400000,1513900799999,0.4473429657794675,-0.0094794121256949,0
1513900800000,1513987199999,0.4992486820278833,-0.0146651351862085,0
1513987200000,1514073599999,0.1632096235964742,-0.0242399199406085,-1
1514073600000,1514159999999,0.8532149230042341,-0.016003184724542,0
1514160000000,1514246399999,0.6227010050251257,-0.0164234287311574,0
1514246400000,1514332799999,0.8565792610250299,-0.0080701388498337,1
1514332800000,1514419199999,0.5482571043126334,-0.0036516972988069,0
1514419200000,1514505599999,0.4318469951757123,-0.0065730149837185,-1
1514505600000,1514591999999,0.4676392572944294,-0.0090160590101015,1
1514592000000,1514678399999,0.2604941767181985,-0.0113094012405188,-1
1514678400000,1514764799999,0.8243541231389432,-0.0063616381328492,1
1514764800000,1514851199999,0.5895840157222408,-0.0085790638341996,-1
1514851200000,1514937599999,0.6909660263134468,-0.0049132325234454,0
1514937600000,1515023999999,0.6647689968554551,0.0009943144129806,0
1515024000000,1515110399999,0.8381303415665664,0.0072532928808273,0
1515110400000,1515196799999,0.9162151041828394,0.0157462173720676,0
1515196800000,1515283199999,0.9352074351544278,0.0157892416845127,1
1515283200000,1515369599999,0.362445971703939,0.0150663737561606,0
1515369600000,1515455999999,0.5955445403526768,0.0115650439867642,0
1515456000000,1515542399999,0.2612243527317912,0.0062095573413394,-1
1515542400000,1515628799999,0.973376819141064,0.0093903182749378,1
1515628800000,1515715199999,0.5152549402019796,0.0060550165278228,-1
1515715200000,1515801599999,0.7702978046689608,0.0010332348419594,0
1515801600000,1515887999999,0.57658637065858,0.0032260529149087,1
1515888000000,1515974399999,0.5116590408405352,0.0012676270484499,-1
1515974400000,1516060799999,0.3557793503901286,0.0009421434269605,1
1516060800000,1516147199999,0.4137153859975642,-0.00267084455028,-1
1516147200000,1516233599999,0.7381055976996277,-0.00328542262745,1
1516233600000,1516319999999,0.3648379967994232,-0.0091277932742881,-1
1516320000000,1516406399999,0.7769895470383272,-0.0121984080689245,0
1516406400000,1516492799999,0.8226794343482259,-0.0064899431695132,1
1516492800000,1516579199999,0.3079354698059735,-0.011839341581735,0
1516579200000,1516665599999,0.424364916021341,-0.0135011619546036,-1
1516665600000,1516751999999,0.5985140562248998,-0.0126878708494015,0
1516752000000,1516838399999,0.7940269785516779,-0.0062446221168286,1
1516838400000,1516924799999,0.2667093287827091,-0.006035244515563,0
1516924800000,1517011199999,0.5840372414310923,-1.603169510740714e-05,-1
1517011200000,1517097599999,0.8030496339696026,0.0006164030149859,0
1517097600000,1517183999999,0.5645334928229674,0.0008594060974898,1
1517184000000,1517270399999,0.1333979676110459,-0.0102887764019653,0
1517270400000,1517356799999,0.2396373240936654,-0.0084825210532958,-1
1517356800000,1517443199999,0.8060894124130331,-0.0047142287042938,1
1517443200000,1517529599999,0.2989438197991178,-0.0046012258667806,0
1517529600000,1517615999999,0.6959870320489044,-0.0011659757448555,-1
1517616000000,1517702399999,0.7805081952717413,0.0022720013336666,1
1517702400000,1517788799999,0.1771974965229488,-0.0057742885686742,0
1517788800000,1517875199999,0.1791955853908294,-0.0126087106935864,-1
1517875200000,1517961599999,0.8797331189196962,-0.0039608417027051,1
1517961600000,1518047999999,0.3386073801461548,-0.0091500130862913,-1
1518048000000,1518049694788,0.7794123055422765,-0.0014948706572084,0
1518134400000,1518220799999,0.9429596034173612,0.0092144377689621,1
1518220800000,1518307199999,0.4377127873289764,0.0043975258197906,0
1518307200000,1518393599999,0.4101669361800433,0.0008303075274965,-1
1518393600000,1518479999999,0.908119658119658,0.0071477731606235,1
1518480000000,1518566399999,0.315358931552587,0.0076187022225463,-1
1518566400000,1518652799999,0.9585929333054564,0.0096724218725552,0
1518652800000,1518739199999,0.7609912854030503,0.0128732750913045,0
1518739200000,1518825599999,0.7514489556870544,0.019129803415889,0
1518825600000,1518911999999,0.9653487078931192,0.0247535931573164,1
1518912000000,1518998399999,0.2541289782244558,0.0128069683699504,-1
1518998400000,1519084799999,0.9009870670736064,0.0115970865547964,0
1519084800000,1519171199999,0.1464795307986338,0.0075579951001856,1
1519171200000,1519257599999,0.2152115431645881,-0.002514877893305,0
1519257600000,1519343999999,0.1052581231465839,-0.0077634974806511,-1
1519344000000,1519430399999,0.6485239532382844,-0.0030283178069245,1
1519430400000,1519516799999,0.2991432089923757,-0.0126117774793107,0
1519516800000,1519603199999,0.5508563439356874,-0.0187511634635694,-1
1519603200000,1519689599999,0.8900504422837929,-0.0095426888796849,0
1519689600000,1519775999999,0.5981842456608824,-0.0130633367746033,1
1519776000000,1519862399999,0.0335338345864664,-0.0180806824951795,-1
1519862400000,1519948799999,0.8288538657500519,-0.0080323659680891,0
1519948800000,1520035199999,0.6255813953488372,-0.0086939356065209,0
1520035200000,1520121599999,0.8496757972740496,-0.0068716003228386,0
1520121600000,1520207999999,0.9029088508291584,0.0029127029729421,1
1520208000000,1520294399999,0.1321739719990501,-0.0076650360930061,0
1520294400000,1520380799999,0.1789843472073994,-0.0071422630650626,0
1520380800000,1520467199999,0.3448986215713162,-0.006196968398653,0
1520467200000,1520553599999,0.2036958614051967,-0.0067938211303853,0
1520553600000,1520639999999,0.8307123034227567,0.0057677572530889,0
1520640000000,1520726399999,0.1253448045398753,-0.0027746673655991,-1
1520726400000,1520812799999,0.8399767441860463,0.0092991449078019,1
1520812800000,1520899199999,0.316842219176106,0.0020780747818134,-1
1520899200000,1520985599999,0.5023041474654378,-0.0016644814190417,1
1520985600000,1521071999999,0.1881548657132892,-0.0120627093358897,-1
1521072000000,1521158399999,0.7576666666666662,-0.005871829609951,0
1521158400000,1521244799999,0.5058737563936826,-0.0089586539074766,1
1521244800000,1521331199999,0.1640681103681602,-0.0132648710888202,-1
1521331200000,1521417599999,0.8720012055455094,-0.001520425607897,0
1521417600000,1521503999999,0.829401942188286,0.0050341870464158,0
1521504000000,1521590399999,0.8181558441558436,0.0021649125667181,1
1521590400000,1521676799999,0.3151896062475075,0.0034882080983274,0
1521676800000,1521763199999,0.4060481965663875,0.003672345627409,-1
1521763200000,1521849599999,0.982859375000001,0.0159651006213275,1
1521849600000,1521935999999,0.1097553787208969,0.0164251872241952,0
1521936000000,1522022399999,0.3432649302815023,0.0092443384649845,0
1522022400000,1522108799999,0.4433900188626823,0.0039155292891218,0
1522108800000,1522195199999,0.1348108820018935,-0.0035994567153297,-1
1522195200000,1522281599999,0.5808398950131238,-0.0066561955296583,1
1522281600000,1522367999999,0.1441449283772941,-0.0066183081416769,0
1522368000000,1522454399999,0.3468432683835732,-0.0137896796005605,-1
1522454400000,1522540799999,0.3291289542073661,-0.0102635308823506,1
1522540800000,1522627199999,0.6177779928384795,-0.0101056511199755,-1
1522627200000,1522713599999,0.8083333333333333,-0.0047497409695151,0
1522713600000,1522799999999,0.7744749405685769,-0.0052979682258676,1
1522800000000,1522886399999,0.1236606895020267,-0.007032934655118,0
1522886400000,1522972799999,0.6086009960931686,-0.0048624675025426,0
1522972800000,1523059199999,0.2896857142857152,-0.0127993412524308,-1
1523059200000,1523145599999,0.6398743074505918,-0.0047445284902725,0
1523145600000,1523231999999,0.6022781826910485,0.0024496398322293,1
1523232000000,1523318399999,0.2991637630662025,0.0054775716791229,-1
1523318400000,1523404799999,0.8029914529914515,0.0085419089957037,0
1523404800000,1523491199999,0.8216256157635466,0.0125735213467796,0
1523491200000,1523577599999,0.9296864534329372,0.0266314764229908,1
1523577600000,1523663999999,0.2900137617423562,0.0178453568970605,-1
1523664000000,1523750399999,0.5026861702127665,0.015513342316745,0
1523750400000,1523836799999,0.8268605407414271,0.0191535814359685,1
1523836800000,1523923199999,0.3585507246376813,0.0106547307628571,0
1523923200000,1524009599999,0.1711742750502462,0.0061851861392218,-1
1524009600000,1524095999999,0.8278370382433563,0.0048173929751672,0
1524096000000,1524182399999,0.9166666666666666,0.0068909861723476,0
1524182400000,1524268799999,0.9030162967685376,0.0076329970970987,0
1524268800000,1524355199999,0.7453404255319138,0.0098171234899966,1
1524355200000,1524441599999,0.2025325096419679,0.0070637964115382,-1
1524441600000,1524527999999,0.7875416666666676,0.0130441154855551,0
1524528000000,1524614399999,0.8627705467175926,0.0098034691433117,1
1524614400000,1524700799999,0.1359363772309722,0.0027249863377127,-1
1524700800000,1524787199999,0.93675479523069,0.0027620360597547,1
1524787200000,1524873599999,0.0520750988142299,-0.0052829382312411,-1
1524873600000,1524959999999,0.8574298629547255,-0.0015325589011905,0
1524960000000,1525046399999,0.6275290704820905,-0.0062361804956731,1
1525046400000,1525132799999,0.3627154203506685,-0.0072614626006058,0
1525132800000,1525219199999,0.6042140468227419,-0.0038804714826325,-1
1525219200000,1525305599999,0.9323035594358632,0.0062206711154822,0
1525305600000,1525391999999,0.8608644168146833,0.0051972239035891,1
1525392000000,1525478399999,0.6246644458100168,0.0032990547508277,-1
1525478400000,1525564799999,0.5384615384615384,0.0051045322073042,1
1525564800000,1525651199999,0.437600593160569,-0.0014915437906082,0
1525651200000,1525737599999,0.3617276426759981,-0.0122489665837002,0
1525737600000,1525823999999,0.3059543308603879,-0.0137213379728018,-1
1525824000000,1525910399999,0.8117647058823529,-0.0057804877550817,1
1525910400000,1525996799999,0.0757433195333098,-0.0084120136177556,0
1525996800000,1526083199999,0.0873039360757621,-0.0121239873204235,-1
1526083200000,1526169599999,0.6336357009799972,-0.0156123442724117,0
1526169600000,1526255999999,0.8202466907340524,-0.0078461187280318,1
1526256000000,1526342399999,0.640707142738686,-0.0015060999347626,0
1526342400000,1526428799999,0.1323333842028399,-0.0135709624673899,0
1526428800000,1526515199999,0.6098669102940811,-0.0061639981129616,0
1526515200000,1526601599999,0.1287835051546392,-0.019106719888249,-1
1526601600000,1526687999999,0.907558606183057,-0.0083233062095443,1
1526688000000,1526774399999,0.4668722675975204,-0.0075408057349803,-1
1526774400000,1526860799999,0.8157268029656248,-0.0057143480235717,1
1526860800000,1526947199999,0.2626158244635042,-0.0086575596361155,0
1526947200000,1527033599999,0.0903089857440814,-0.008368255253227,0
1527033600000,1527119999999,0.1267918932278791,-0.0074195956864807,-1
1527120000000,1527206399999,0.6642083926338047,-0.0014191623266605,1
1527206400000,1527292799999,0.4359988283538375,-9.942871818246108e-05,0
1527292800000,1527379199999,0.1061250000000001,-0.0049306403501764,-1
1527379200000,1527465599999,0.6387589555331867,-0.0028523298909857,1
1527465600000,1527551999999,0.1081323552694063,-0.0096516191151438,-1
1527552000000,1527638399999,0.8447687604772705,0.0023564251385871,1
1527638400000,1527724799999,0.374262560777958,-0.0040280682143033,-1
1527724800000,1527811199999,0.4239683436970042,-0.0099688440180479,0
1527811200000,1527897599999,0.6540057705229047,-0.0045033421094326,0
1527897600000,1527983999999,0.7798947489724573,0.0056764314054162,0
1527984000000,1528070399999,0.612030639027267,0.0106839908500862,1
1528070400000,1528156799999,0.1289726768995603,0.0008068907441874,-1
1528156800000,1528243199999,0.8305079473700587,0.0084967798123203,0
1528243200000,1528329599999,0.8268592369045058,0.0082066996466744,0
1528329600000,1528415999999,0.4902068965517236,0.0143540113542572,1
1528416000000,1528502399999,0.4199420289855049,0.0131669304492147,0
1528502400000,1528588799999,0.1783485768014344,0.0141073158061698,0
1528588800000,1528675199999,0.1636284122819126,0.0070625453570444,-1
1528675200000,1528761599999,0.8397435897435898,0.0071047821132026,1
1528761600000,1528847999999,0.2085574411099645,-0.0024208495328031,0
1528848000000,1528934399999,0.3420969897036851,-0.0016762053780263,-1
1528934400000,1529020799999,0.8173478260869556,0.0027388055792039,1
1529020800000,1529107199999,0.0873665188105775,-0.0090564791245793,-1
1529107200000,1529193599999,0.6821108973822851,-0.0039171974964541,1
1529193600000,1529279999999,0.1652996467700396,-0.0146044393652238,-1
1529280000000,1529366399999,0.8023070611515999,-0.0046464400312766,0
1529366400000,1529452799999,0.4673625092720151,-0.0068385559460109,0
1529452800000,1529539199999,0.7900685705674044,-0.0037757570420051,1
1529539200000,1529625599999,0.3779302458547768,-0.0035190052507338,0
1529625600000,1529711999999,0.1546691532827016,-0.0040488257617877,-1
1529712000000,1529798399999,0.5625795165394393,-0.0004616524499781,1
1529798400000,1529884799999,0.7590623774029033,-0.0016204495165898,-1
1529884800000,1529971199999,0.6597576641322082,0.0059314840384004,1
1529971200000,1530057599999,0.1506272627767944,0.0064092822707938,-1
1530057600000,1530143999999,0.7416032447705388,0.0110309214495994,1
1530144000000,1530230399999,0.0779746250108365,0.0046846668759519,-1
1530230400000,1530316799999,0.8036923076923078,0.0054054110113509,0
1530316800000,1530403199999,0.5949381852111032,0.0019711632340923,1
1530403200000,1530489599999,0.5567189308639386,0.008017842786338,-1
1530489600000,1530575999999,0.8313658135371812,0.0084475531410233,1
1530576000000,1530662399999,0.2350466857723926,0.0015303840581769,-1
1530662400000,1530748799999,0.4242750356301437,0.0049814155912768,1
1530748800000,1530835199999,0.2933080759268561,-0.0043734431810765,-1
1530835200000,1530921599999,0.8266082132951587,0.0029712855997814,0
1530921600000,1531007999999,0.80218572167615,0.0015896548051174,1
1531008000000,1531094399999,0.3967661691542342,0.0035166045023965,0
1531094400000,1531180799999,0.2627752607733639,-0.0011493638940936,0
1531180800000,1531267199999,0.0811244019138752,-0.0030073356997039,-1
1531267200000,1531353599999,0.7800960554287045,-0.0003213639450709,1
1531353600000,1531439999999,0.581958231274977,-0.0045958682972667,0
1531440000000,1531526399999,0.4357083333333321,-0.0051615069265183,-1
1531526400000,1531612799999,0.471273885350317,-0.001925921546095,0
1531612800000,1531699199999,0.7524174528301905,0.0041907960054095,0
1531699200000,1531785599999,0.9425521707843612,0.0048454847112522,0
1531785600000,1531871999999,0.8144929310239302,0.0118110908986026,0
1531872000000,1531958399999,0.4315412186379917,0.0027180031590407,0
1531958400000,1532044799999,0.6406229593835713,0.0075388185948342,1
1532044800000,1532131199999,0.1511241217798589,0.0023158928351702,-1
1532131200000,1532217599999,0.7587990463490506,0.0058379650848196,1
1532217600000,1532303999999,0.2401377075739167,0.005983239491191,-1
1532304000000,1532390399999,0.7554803493449787,0.0049640512829128,0
1532390400000,1532476799999,0.8876455696202529,0.0080381466874902,1
1532476800000,1532563199999,0.2844013853362614,-0.0002702291283422,0
1532563200000,1532649599999,0.1502050984687404,-0.00206177275212,-1
1532649600000,1532735999999,0.7991041666666661,0.006048199565015,0
1532736000000,1532822399999,0.8802495265678963,0.0089206638710088,1
1532822400000,1532908799999,0.5347891482368664,0.0040152913506002,0
1532908800000,1532995199999,0.7565601965601967,-0.0009991382320887,0
1532995200000,1533081599999,0.1790310786106038,-0.0042432821805848,0
1533081600000,1533167999999,0.5455624999999997,-0.0044758978187001,0
1533168000000,1533254399999,0.2758335303854333,-0.0108162629432075,0
1533254400000,1533340799999,0.5293523839105448,-0.012732955575061,0
1533340800000,1533427199999,0.1473954396019762,-0.0157544031106031,-1
1533427200000,1533513599999,0.6835918681953931,-0.0072039670019581,1
1533513600000,1533599999999,0.3357522123893797,-0.0052552428407608,0
1533600000000,1533686399999,0.1041918161761653,-0.0119412194697038,0
1533686400000,1533772799999,0.2706586025996592,-0.0124555537658443,-1
1533772800000,1533859199999,0.7905945386191207,-0.0127148234693085,1
1533859200000,1533945599999,0.2140530309923746,-0.0125771428439258,-1
1533945600000,1534031999999,0.5055125725338498,-0.0156459771014578,0
1534032000000,1534118399999,0.5209757522640953,-0.0107559796581272,1
1534118400000,1534204799999,0.2533003300330043,-0.0072504590587426,0
1534204800000,1534291199999,0.8319066778278832,-0.0040501390478443,-1
1534291200000,1534377599999,0.2175604843324409,-0.0125683981990622,0
1534377600000,1534463999999,0.3868440233236143,-0.0085238326124896,0
1534464000000,1534550399999,0.9982977303070754,0.0061569685209233,0
1534464000000,1534550399999,0.9982977303070754,0.0152056160058927,0
1534550400000,1534636799999,0.3010843373493977,0.0170987149077445,-1
1534636800000,1534723199999,0.7366390041493766,0.0167800686296563,1
1534723200000,1534809599999,0.112387096774194,0.0124923680342532,-1
1534809600000,1534895999999,0.92450551109769,0.0161988721882428,1
1534896000000,1534982399999,0.1737415655589705,0.0122076597988994,-1
1534982400000,1535068799999,0.7785352136679325,0.0113602106578969,0
1535068800000,1535155199999,0.8475922671353263,0.0190164678839699,0
1535155200000,1535241599999,0.5999710961774728,0.017396457577708,1
1535241600000,1535327999999,0.6368504848747997,0.0122497572693375,-1
1535328000000,1535414399999,0.8916023264514817,0.0125698014477738,0
1535414400000,1535500799999,0.7858545454545443,0.0186549278591149,1
1535500800000,1535587199999,0.5367769901115274,0.0120856443265838,0
1535587200000,1535673599999,0.7174162542141882,0.0122136152843409,-1
1535673600000,1535759999999,0.6129850746268658,0.0107752155645155,0
1535760000000,1535846399999,0.7183579959438153,0.0064773293735951,0
1535846400000,1535932799999,0.8011444266422539,0.011798661344435,1
1535932800000,1536019199999,0.4868053187862291,0.0029754906007654,-1
1536019200000,1536105599999,0.7213805174205566,-0.0002285873429346,1
1536105600000,1536191999999,0.0251642667412274,-0.0042271419065208,0
1536192000000,1536278399999,0.5456739130434788,0.0006735142117534,0
1536278400000,1536364799999,0.3372321428571427,-0.0077315644452537,0
1536364800000,1536451199999,0.201771117166213,-0.0112489792649253,-1
1536451200000,1536537599999,0.3649113433732946,-0.0214881158763096,0
1536537600000,1536623999999,0.5948489998692656,-0.0159992422012137,1
1536624000000,1536710399999,0.5344400819392272,-0.022731796552078,-1
1536710400000,1536796799999,0.872457197399033,-0.0156285653606385,0
1536796800000,1536883199999,0.7590080971659929,-0.0091968971384281,1
1536883200000,1536969599999,0.4564879370015562,-0.0108635441743384,-1
1536969600000,1537055999999,0.491643173580347,-0.0112299032583745,1
1537056000000,1537142399999,0.8731082654249133,-0.0019060066726768,0
1537142400000,1537228799999,0.1432820574450173,-0.0046500899595359,-1
1537228800000,1537315199999,0.6754938795297537,-0.0027576763039696,0
1537315200000,1537401599999,0.681251583481126,0.0018605923458789,0
1537401600000,1537487999999,0.7767441860465116,0.0062485106339791,0
1537488000000,1537574399999,0.9120669706663062,0.0139871402247806,1
1537574400000,1537660799999,0.4530019336886303,0.0161835603363689,0
1537660800000,1537747199999,0.3656704617330816,0.0126926614658333,0
1537747200000,1537833599999,0.1409826589595394,0.0098779134469744,0
1537833600000,1537919999999,0.4730684582416295,0.0016871388409093,-1
1537920000000,1538006399999,0.4791070727466492,0.001127663381417,0
1538006400000,1538092799999,0.8073734177215194,0.0020666218025286,1
1538092800000,1538179199999,0.3420706775700927,-0.0064874394396044,0
1538179200000,1538265599999,0.7688852592895069,-0.0065792279883466,-1
1538265600000,1538351999999,0.7253488372093001,-0.0042698504205031,1
1538352000000,1538438399999,0.6468266598765012,-0.0042322836199784,0
1538438400000,1538524799999,0.217739726027397,-0.0051564201836279,0
1538524800000,1538611199999,0.6722689075630253,-0.0003940467570319,-1
1538611200000,1538697599999,0.6410349064103482,-0.0007240725831789,0
1538697600000,1538783999999,0.601416320166318,-0.0013425097697015,1
1538784000000,1538870399999,0.3264869998812791,-3.044804633832214e-05,-1
1538870400000,1538956799999,0.7848695652173932,-0.0028716488004971,0
1538956800000,1539043199999,0.6688180404354586,6.782283435002185e-05,1
1539043200000,1539129599999,0.6329420770604696,0.0025957306774998,0
1539129600000,1539215999999,0.7772220084647953,0.0087652042074141,0
1539216000000,1539302399999,0.1111629208243968,0.0075555049305701,-1
1539302400000,1539388799999,0.5894701986754981,0.007134738437428,0
1539388800000,1539475199999,0.7985983647588912,0.0081173837597327,0
1539475200000,1539561599999,0.2901851851851865,-0.0023617378925463,0
1539561600000,1539647999999,0.3278985507246377,-0.0072830018924026,0
1539648000000,1539734399999,0.3881304347826106,-0.0110301632480929,1
1539734400000,1539820799999,0.4802013174450467,-0.0081420664902594,0
1539820800000,1539907199999,0.2268995633187774,-0.0157274634700396,0
1539907200000,1539993599999,0.0469873741409628,-0.0189706673293446,-1
