Open time,macd,rsi,bollinger_hband,stoch,phase,class
1513728000000,2199.619587088873,61.67089611661509,20623.01733632775,55.45898894852152,4,0
1513814400000,1943.0637610821032,55.67469262827107,20450.154372661487,42.05052565848616,4,0
1513900800000,1547.1265895829856,45.35120349975461,20220.80919402957,26.76731902490247,4,0
1513987200000,1217.1655966468352,45.24021998477876,19997.258221782675,26.4662219043912,4,-1
1514073600000,960.7327321339326,46.30383085226646,19792.46952326444,28.729259262611905,4,0
1514160000000,764.7770379185931,47.40044113737483,19559.81485287621,30.98482859755049,4,0
1514246400000,761.255202987275,56.868748595171056,19504.392660163365,53.49831630020548,4,1
1514332800000,731.5512559272684,55.62750541094501,19445.25633189672,50.90691222130695,4,0
1514419200000,598.0030209836477,49.17761922494655,19446.602230486256,36.44746132469155,4,-1
1514505600000,502.25471131575614,50.136452885772,19453.8096408609,38.67417693331281,4,1
1514592000000,266.84524121908,41.77407262783859,19613.037311781656,16.73527441591006,4,-1
1514678400000,181.1837448046572,47.93090883610088,19546.209124464407,33.04185154095216,4,1
1514764800000,85.17312801495791,46.53442853091374,19496.34152533553,30.27913380898736,4,-1
1514851200000,112.2941190997808,52.29742046642404,19432.841742837387,54.94773905774966,4,0
1514937600000,151.7593500739331,53.319969535570806,19342.663622591263,62.35346932346224,4,0
1515024000000,192.1204358790492,53.92932600991123,19087.615644066525,74.0202815578693,4,0
1515110400000,373.1877203602198,61.31220455067805,18648.10776006636,96.10114445905522,4,0
1515196800000,519.5237669439266,61.692689062570544,18251.453608020987,98.07721486062742,4,1
1515283200000,554.8828488320851,56.6484793287286,17655.42499646218,81.08800937665859,4,0
1515369600000,476.7475101537802,50.6048376315345,17303.776556648798,58.098056849678606,4,0
1515456000000,370.0086834382564,48.36626470551616,17072.840353707816,48.83676357846316,4,-1
1515542400000,322.6163983085644,50.7344810143168,17015.567095678056,58.18190865129444,4,1
1515628800000,148.72459202964637,43.64241192251847,17020.78539002455,31.833511072947108,4,-1
1515715200000,50.773865263774496,46.0810972680155,17002.718328371226,40.51095522346717,4,0
1515801600000,10.945303093774784,48.33848794629889,16990.8261241988,48.64756312064594,4,1
1515888000000,-79.01742000914419,45.154605341142336,17000.03386585782,35.92284946608865,4,-1
1515974400000,-143.42015269651347,45.4961870370006,16888.83314048808,37.047110230876825,4,1
1516060800000,-402.8364230048901,35.74893240446585,17103.131757440526,22.908058231915525,4,-1
1516147200000,-594.4090972008562,36.243683604264056,17297.857753696855,23.998678334013007,4,1
1516233600000,-739.8672425429831,36.1531245775355,17417.106678677326,23.66924448855456,4,-1
1516320000000,-804.4747667564097,39.27844151907832,17479.446122883455,30.093005415552035,4,0
1516406400000,-740.2305789833808,46.55495715983369,17467.189193995102,46.68268658493038,4,1
1516492800000,-782.766892506128,41.43031115245925,17515.238272173276,34.23764631619393,4,0
1516579200000,-868.5931564626262,38.65228030235689,17520.27938217413,26.682907965970603,4,-1
1516665600000,-922.815976867716,38.87659535312394,17445.9461217807,29.73163365735935,4,0
1516752000000,-910.842562918795,42.08667033126004,17277.98673079966,39.01440589988,4,1
1516838400000,-905.0194885950676,41.344924136690885,16692.37548164271,38.59819657348964,4,0
1516924800000,-897.0255757933428,40.961054512161326,15952.24633405,37.04238052299369,4,-1
1517011200000,-848.4716489453422,43.58934653886016,15327.98417690198,46.30031105665002,4,0
1517097600000,-769.734280059356,46.09001789498766,14945.78132921698,54.55331649725121,4,1
1517184000000,-749.4462072277784,42.78697579392914,14628.215109244877,49.1578174461449,4,0
1517270400000,-805.8585010807838,38.05437515814995,14160.209289640794,29.5383471310446,4,-1
1517356800000,-837.07624126669,38.39892927828842,14014.778110649955,17.21388643718742,4,1
1517443200000,-936.599926697054,33.87662887791791,13828.3267036908,10.890729322149689,4,0
1517529600000,-1031.939908994953,32.51011809167326,13467.31977478223,16.958408168238044,4,-1
1517616000000,-1068.7965913195749,35.13116886701215,13160.9825778638,24.84331221893279,4,1
1517702400000,-1166.473518026105,31.09320536494134,12890.417201849694,5.906583217431627,4,0
1517788800000,-1329.0097595423213,26.99565188601529,13244.616514797644,5.605801744082573,4,-1
1517875200000,-1384.397871732608,32.477853225961454,13340.156463136103,26.45952347777623,4,1
1517961600000,-1416.255590722345,32.28304133979967,13388.221011017376,25.608465100040195,4,-1
1518048000000,-1410.3162470166135,33.772566594144536,13309.9333051636,28.57163448371955,4,0
1518134400000,-1317.8040404435596,40.6146731865112,12887.922347352856,42.98389331180864,4,1
1518220800000,-1242.266282696084,39.875466935502175,12677.890403926338,40.58254417447817,4,0
1518307200000,-1206.428252749245,37.56688505877985,12573.257135431304,34.541699511799976,4,-1
1518393600000,-1097.6632064632686,43.81926578357471,12430.50257210386,54.68661991067005,4,1
1518480000000,-1028.9046863649892,41.86549546636997,12176.761559608978,57.38775012201072,4,-1
1518566400000,-890.7088693493552,48.11047324701998,11959.353167941636,79.58449731141248,4,0
1518652800000,-728.4026438317014,51.50176272161363,11794.157870587413,94.80008247442228,4,0
1518739200000,-580.1840039665112,52.4740186201272,11549.18439756433,96.22076348025608,4,0
1518825600000,-387.2813772463032,57.51924490241863,11337.947313858422,99.30010679676693,4,1
1518912000000,-284.0734346336467,52.99945247350776,11154.315722113684,83.11392323459089,4,-1
1518998400000,-138.5850074056816,57.24329339680084,11338.08191795689,97.7057218538526,4,0
1519084800000,-19.19076946461973,57.500998022811686,11514.268738989482,87.38093183779118,4,1
1519171200000,13.673214899055893,52.11955138865946,11645.831879755768,68.00105365075748,4,0
1519257600000,-10.716463618280612,48.13748976084006,11706.128191955708,51.34918758067538,4,-1
1519344000000,-4.1759956347887055,50.22898001441058,11786.16987255431,59.23197059721937,4,1
1519430400000,-33.82701364618697,47.41960910153346,11822.254591144429,48.47862287780702,4,0
1519516800000,-65.0093552374965,46.74551105243909,11708.887521820798,41.17320875111505,4,-1
1519603200000,-30.146410840516182,51.915537469925255,11716.659629579985,57.437969612897774,4,0
1519689600000,17.05876110401914,53.537225416623976,11702.515608428395,62.58941718592936,4,1
1519776000000,34.52128885424827,51.681297123153854,11632.07426862616,41.89056271677799,4,-1
1519862400000,95.13334006762852,55.72826211660426,11717.65798753892,65.51423417396394,4,0
1519948800000,151.0301512454298,56.51504414762573,11773.723646906315,70.25298561251348,4,0
1520035200000,227.044232353448,59.30012501583533,11770.488378654258,87.19621218456439,4,0
1520121600000,288.04211091553043,59.63073690934277,11861.51225862081,89.20799136671165,4,1
1520208000000,327.6838435676982,59.00745651060687,11810.936738079496,86.77888348644676,4,0
1520294400000,296.1743880266022,51.93884331985092,11774.929508892736,59.20170827858081,4,0
1520380800000,203.7776990639013,45.51770323116606,11780.158110915305,26.084099868593977,4,0
1520467200000,78.14157296419035,41.17816418979813,11857.226873455757,7.986415094339601,4,0
1520553600000,-24.742817261671007,40.88462473780655,11865.03599377477,26.560189293108547,4,0
1520640000000,-141.50656667211297,37.90689493676351,11965.19251301958,13.049985211475876,4,-1
1520726400000,-170.4815091826058,45.10267334073001,11882.695385144463,35.62762496302868,4,1
1520812800000,-223.32658939244905,42.31967974088822,11799.272431332807,23.730848861283647,4,-1
1520899200000,-260.6958506463998,42.49694462384944,11792.471676988043,24.282756580893228,4,1
1520985600000,-365.1795071770303,36.20403936617596,11913.99974632288,7.079785391052367,4,-1
1521072000000,-437.21610979017896,36.93247946780097,11977.141184330569,14.556157635467969,4,0
1521158400000,-487.1552587344959,37.139606584958216,12034.112405011136,15.024630541871922,4,1
1521244800000,-555.4465548164007,34.35902825761703,12123.287897199676,4.305418719211827,4,-1
1521331200000,-573.4892904382195,38.51866851022487,12102.929056456442,19.7809936189608,4,0
1521417600000,-548.3824959488957,42.89411046863502,12012.680361346276,30.92184853617228,4,0
1521504000000,-497.7348080048505,46.021781842232514,11933.885852724428,44.39418507128877,4,1
1521590400000,-454.3740860201451,45.80406716867461,11757.204147190088,56.28375945264674,4,0
1521676800000,-428.15501225982007,44.33825562241534,11535.106192209128,54.575983294894975,4,-1
1521763200000,-388.7632591739821,46.33635231686353,11177.583628233131,61.39866296827281,4,1
1521849600000,-381.483985284236,43.002866312264594,10730.27293679837,47.71785202268906,4,0
1521936000000,-377.552770865952,42.28720906249964,10179.182429406124,44.72939911487877,4,0
1522022400000,-396.967200927229,39.20989440050398,9777.399826198794,37.74302973977693,4,0
1522108800000,-434.6744928450135,36.33833643688363,9602.66193063314,23.536867848373085,4,-1
1522195200000,-446.9955393008841,38.539194826657,9534.64905011016,33.81652929094722,4,1
1522281600000,-520.0917946232803,31.903542021048068,9575.416115277862,6.665324925086122,4,0
1522368000000,-591.3698089684813,30.27086558148028,9673.701971385275,9.318524899977074,4,-1
1522454400000,-633.7998223845962,31.534312262071623,9572.128181710636,12.565824960902768,2,1
1522540800000,-668.6666440367144,30.73937610444814,9526.091190671295,13.942795985453282,2,-1
1522627200000,-668.9800040885248,34.62788385866192,9411.042372416345,22.7884135842243,2,0
1522713600000,-633.7446023731218,39.854079904660125,9395.569299559234,35.50078084899582,2,1
1522800000000,-647.50632920723,34.65056070574285,9407.099144033864,13.7116104868914,2,0
1522886400000,-652.9307439153517,34.4490504316321,9401.090230263018,13.25940193388977,2,0
1522972800000,-663.2508324312266,33.06494463541024,9428.945796619491,6.6690013424385794,2,-1
1523059200000,-640.2922598162431,37.747165698132456,9394.337901463872,20.79603544880237,2,0
1523145600000,-605.2598481114419,39.63467526110709,9288.17392323533,28.20292677311513,2,1
1523232000000,-589.684028706125,37.29031387609255,9110.285276371042,19.74982362229415,2,-1
1523318400000,-565.8802496426306,38.31209626253442,8903.199050819137,24.651578320428804,2,0
1523404800000,-532.0156335713145,40.19696198232296,8699.553442232347,33.90226537216829,2,0
1523491200000,-422.10477330380127,53.64889970277254,8483.211463789326,94.36049120545056,2,1
1523577600000,-334.8187742531427,53.04448058670018,8339.071471197027,80.2605093740123,2,-1
1523664000000,-252.91642429318927,54.51638961395823,8225.583326177086,87.00336588314235,2,0
1523750400000,-157.46761535826045,58.60718870166117,8280.414325832184,96.13690309607468,2,1
1523836800000,-104.0315671572962,54.31995376650544,8328.795939334748,81.10326813644699,2,0
1523923200000,-75.33116965332374,51.789679065289455,8317.573447483494,71.77980243995978,2,-1
1524009600000,-29.01386483222541,55.373275843401466,8442.032699936297,86.70460316966734,2,0
1524096000000,15.98133256131041,56.63886122370852,8569.007214480336,92.14631466567155,2,0
1524182400000,97.2382953903043,62.88861059133602,8809.145794189813,96.88444012083352,4,0
1524268800000,164.4461346963226,63.46001473785508,9018.093170320935,95.06229372937293,4,1
1524355200000,204.99385911333047,61.227133557644734,9176.08638495279,89.76980198019804,4,-1
1524441600000,246.1516049202355,62.840435755111,9344.90484923709,95.75493905002104,4,0
1524528000000,330.3146068496317,69.2672725078125,9621.44591675356,96.28423494131152,4,1
1524614400000,332.66095187295286,57.548207804818894,9700.012172403936,70.50241661196969,4,-1
1524700800000,362.2987896903924,61.27383135548022,9797.314114392397,75.64773993746981,4,1
1524787200000,353.4184769867861,56.5420279217585,9834.702331890148,56.68984829368867,4,-1
1524873600000,376.9467963559055,60.58635107881251,9924.740574858024,78.71093144198262,4,0
1524960000000,396.7487924843499,61.22409259110034,9954.804707481018,82.38128224480724,4,1
1525046400000,393.9420510751916,58.73059045862987,9911.455437003968,73.43855005634767,4,0
1525132800000,373.3310479645934,56.24184368926907,9800.229476810811,63.61493165311709,4,-1
1525219200000,366.9969452658115,58.17074987590812,9833.043976255783,69.52173447155054,4,0
1525305600000,397.9103753990639,63.151538985031536,9930.293415053477,94.36082331979532,4,1
1525392000000,414.7231155274076,62.57610922301229,10004.398990031754,89.83502736512898,4,-1
1525478400000,435.1359106077052,64.04584491904082,10117.574672387804,88.59965798973968,4,1
1525564800000,429.817548797595,60.54657811895737,10141.344645952006,73.61917011356495,4,0
1525651200000,397.2987462535184,55.834596487317526,10062.472183552602,52.133179379996754,4,0
1525737600000,353.13867307792134,53.146394472676455,9989.325210833016,39.16602113448012,4,-1
1525824000000,324.28324625284586,54.764814958507415,9910.533845582388,48.11382803022549,4,1
1525910400000,273.4263363898608,50.08147741055046,9902.191131655702,16.540249772449666,4,0
1525996800000,182.4264630055877,42.43539605509722,9968.818989293555,3.513996426444312,4,-1
1526083200000,114.31150279847134,43.45342692594075,10005.61564717145,16.761649705409777,4,0
1526169600000,76.69526328807115,46.74175240076244,10020.0344001539,28.211569362613773,4,1
1526256000000,45.04396152592744,46.51866126208936,9985.125540395762,27.334761649705417,4,0
1526342400000,3.67130103962336,43.752687042442325,10013.078309372817,16.550615961435458,4,0
1526428800000,-39.31492926776082,41.98992157594572,10035.329567949022,12.751227419862769,4,0
1526515200000,-95.5630022519781,38.35244933070414,10099.0523110742,3.060264576188145,4,-1
1526601600000,-122.7201762167988,42.06768500987946,10093.637466239034,15.554764954224174,4,1
1526688000000,-143.10280338334633,41.98087065531913,10066.589232481978,15.625576988484529,4,-1
1526774400000,-134.02898930148694,47.40860441138906,10036.03967296768,34.59840136800597,4,1
1526860800000,-137.0184627210965,45.14982638657311,10021.839602704917,30.01278935925309,4,0
1526947200000,-170.0374693863596,39.52606401401056,10008.647934075598,4.396515688839147,4,0
1527033600000,-231.8738139886445,34.14143149607428,9944.324547759616,3.905853450551225,4,-1
1527120000000,-271.85050774839874,35.594283554909495,9838.154155963592,17.603054045867868,2,1
1527206400000,-309.48717086218403,34.27887841081382,9667.528180054942,11.7799132052077,2,0
1527292800000,-345.26282235176404,32.913160324580105,9519.049516234963,4.151890886546823,2,-1
1527379200000,-368.956306312527,33.030627636863144,9401.616253432338,6.542622871282331,2,1
1527465600000,-402.4594483750907,30.304209269847547,9318.810870054876,2.274177705511167,2,-1
1527552000000,-395.2212896107149,38.55021989721848,9133.769722435596,27.17807176168269,2,1
1527638400000,-391.8533727484746,37.4270310053648,8999.3571181041,21.76390342945973,2,-1
1527724800000,-376.04998064559913,39.83941585416894,8955.723794121302,28.683100155451942,2,0
1527811200000,-356.5111408995199,40.65284780716293,8892.552889603887,30.96729164683864,2,0
1527897600000,-327.64565516228504,43.37863320661961,8776.317355052202,38.51908251641762,2,0
1527984000000,-295.3749110073295,45.07305458707854,8649.026231808457,43.607747254154006,2,1
1528070400000,-284.8544714442469,41.02524153947449,8550.538390470278,33.20948194524696,2,-1
1528156800000,-262.3572100037218,44.296584289538565,8469.1280648689,59.26723059212176,2,0
1528243200000,-239.0418375360323,45.100780458786254,8434.001142464866,83.03791758431295,2,0
1528329600000,-215.47883246834223,45.90210765179499,8361.836332583185,87.31525459707596,2,1
1528416000000,-201.55341445270733,44.02107483803592,8278.579382074293,75.6879029904211,2,0
1528502400000,-197.2576206860104,41.67667759924638,8080.199190707337,60.86714251598693,2,0
1528588800000,-249.6175814592707,30.351929324904333,7971.603766634946,12.2160360174588,2,-1
1528675200000,-279.2592876894978,33.22901778229871,7933.465285084074,22.26584741945628,2,1
1528761600000,-326.58245595888275,29.092694320793925,8020.317716039071,7.0282387233759245,2,0
1528848000000,-378.8608076689834,26.617683381055897,8108.035750272616,10.437587304632435,2,-1
1528934400000,-388.1243503744026,35.20601021019681,8118.602796273935,31.01300351916352,2,1
1529020800000,-410.6691277034415,32.277219998416726,8156.416495791586,16.20014268499586,2,-1
1529107200000,-416.0676953805687,34.53417229972489,8167.867214714976,21.900348319254647,2,1
1529193600000,-418.2975966047516,34.091875758893465,8187.283604515786,20.101195393362133,2,-1
1529280000000,-394.3096548675167,40.38063501942408,8157.537022178197,36.06710724525,2,0
1529366400000,-368.72867880709146,41.04326939378984,8131.510527865418,37.8134263083726,2,0
1529452800000,-342.8651941009793,41.53736148180636,8088.106033947495,39.04647942076875,2,1
1529539200000,-322.09835914204814,40.76403486175249,8034.469199304897,37.86928483991873,2,0
1529625600000,-355.91102851448613,30.96104603962941,7994.785261829917,7.142047772288469,2,-1
1529712000000,-369.9719970710749,33.63855919816258,7905.370872866692,14.689818729773204,2,1
1529798400000,-377.8100550903846,33.46534315826595,7840.304153288231,33.017918088737225,2,-1
1529884800000,-370.4692737084706,36.5751176470386,7722.200840063565,44.01539662080998,2,1
1529971200000,-374.9523734951945,33.887885789069315,7582.254937648077,29.38245369776685,2,-1
1530057600000,-369.17015967003226,35.656362355600365,7395.056482487519,35.14847857548497,2,1
1530144000000,-382.7491071327113,31.60969411374409,7213.858268721497,9.52424569952549,2,-1
1530230400000,-361.5892613313045,40.54386966023159,6991.379000250994,41.028083609650665,2,0
1530316800000,-325.56215409280867,44.876384097568106,6949.316382087389,58.62842801399599,2,1
1530403200000,-296.2788973778297,44.27497739196994,6878.086798363756,55.5819151079928,2,-1
1530489600000,-249.34029000993723,49.89479983720521,6889.1363660671705,79.25788191327607,2,1
1530576000000,-217.81482509195848,47.85528705879053,6902.601082817067,71.57407494167143,2,-1
1530662400000,-184.8002320640044,49.45915313393034,6895.773589725233,80.09377990430617,2,1
1530748800000,-161.43734314393714,48.19758945611946,6906.974253015975,75.29084373671392,2,-1
1530835200000,-134.86530945278537,50.108852246037365,6920.859966911299,83.07695280794647,2,0
1530921600000,-100.7673877921652,53.4850525179512,6959.43737862494,94.27239364889152,2,1
1531008000000,-76.48431654476008,52.32247294180431,6959.379569038252,89.78384834707563,2,0
