Open time,Quote asset volume,Number of trades,Taker buy base asset volume,aroon_down,stoch,class
1502928000000,0.000141826478674,8.369775361536191e-05,0.0014946074956285,0.4059501430322845,0.5432754471770511,0
1503014400000,0.0002352848780057,0.0002023462175316,0.0024463067785599,0.4059501430322845,0.5432754471770511,-1
1503100800000,3.273060158744013e-05,0.0,0.0005821580370461,0.4059501430322845,0.5432754471770511,1
1503187200000,5.453966449744143e-05,1.1037066410816932e-05,0.0008555890614079,0.4059501430322845,0.5432754471770511,0
1503273600000,0.0001041761155845,0.0001195025226266,0.0013374433975769,0.4059501430322845,0.5432754471770511,-1
1503360000000,0.0001588746983594,0.0002851899124366,0.0009815479416324,0.4059501430322845,0.5432754471770511,0
1503446400000,0.0001815598349262,0.0004254526314074,0.000675782897417,0.4059501430322845,0.5432754471770511,0
1503532800000,0.0001327626528916,0.0002689627969397,0.0004019815292568,0.4059501430322845,0.5432754471770511,1
1503619200000,8.627709636035137e-05,0.000289131721869,0.0001171752380084,0.4059501430322845,0.5432754471770511,-1
1503705600000,0.0,7.02956015450842e-06,0.0,0.4059501430322845,0.5432754471770511,1
1503792000000,3.1132849218882463e-05,9.966208181672216e-05,0.0001213206974283,0.4059501430322845,0.5432754471770511,-1
1503878400000,9.240519753238131e-05,0.0001442702252271,0.0002310999769708,0.4059501430322845,0.5432754471770511,0
1503964800000,9.760569557745825e-05,0.000131787828691,0.0002328473779008,0.4059501430322845,0.5432754471770511,1
1504051200000,0.0001549357503148,0.0002232378075235,0.0003732716186918,0.4059501430322845,0.9265917579962748,-1
1504137600000,9.17305766161654e-05,0.0001319192223388,0.0002021704433932,0.4059501430322845,0.985574918951456,0
1504224000000,9.661406421540924e-05,0.0001213420336951,0.0001667113169927,0.4059501430322845,0.9666820186932584,1
1504310400000,0.0001878032741988,0.0003496384966569,0.0008620043046619,0.4059501430322845,0.6964204858973905,-1
1504396800000,0.0001227179693236,0.0002541810115681,0.0005410565977827,0.4059501430322845,0.7205013024426985,1
1504483200000,0.0002824088856317,0.0004706520462326,0.0013941384737066,0.4059501430322845,0.4538978497482021,-1
1504569600000,0.0002350841763713,0.0005210415101439,0.0012737155974597,0.4059501430322845,0.5708141901841189,0
1504656000000,0.0001516508471012,0.0003812386689403,0.0009786868192941,0.4059501430322845,0.7610242682237651,0
1504742400000,7.603666796468855e-05,6.0243987492375874e-05,0.0004923519196102,0.4059501430322845,0.8149709401794226,1
1504828800000,0.000222663088938,0.0001694978055946,0.0010935435837,0.4059501430322845,0.5079840392580344,0
