Open time,rsi,class
1530489600000,49.89479983720521,1
1530576000000,47.85528705879053,-1
1530662400000,49.45915313393034,1
1530748800000,48.19758945611946,-1
1530835200000,50.108852246037365,0
1530921600000,53.4850525179512,1
1531008000000,52.32247294180431,0
1531094400000,50.99315092491801,0
1531180800000,42.49685192455746,-1
1531267200000,44.701871423697256,1
1531353600000,41.97853720041662,0
1531440000000,41.21503911145032,-1
1531526400000,42.38798951828937,0
1531612800000,45.54681043026301,0
1531699200000,55.23657496517589,0
1531785600000,65.76190636459415,0
1531872000000,66.6774384955861,0
1531958400000,67.88697425952572,1
1532044800000,64.06475038668563,-1
1532131200000,65.07278027379806,1
1532217600000,64.94497470402342,-1
1532304000000,70.11330926301983,0
1532390400000,77.51411305537002,1
1532476800000,71.28456460440839,0
1532563200000,64.81337453616631,-1
1532649600000,68.09069817250995,0
1532736000000,68.51948992164643,1
1532822400000,68.13987221543786,0
1532908800000,67.08280919149877,0
1532995200000,55.921454577883104,0
1533081600000,53.20248951416508,0
1533168000000,51.51861161628976,0
1533254400000,49.243012959597,0
1533340800000,41.66363764801674,-1
1533427200000,42.00099202737369,1
1533513600000,40.43277871251222,0
1533600000000,36.87017805015625,0
1533686400000,30.92547256295053,-1
1533772800000,37.07326901417113,1
1533859200000,32.208105341819035,-1
1533945600000,34.3332308843258,0
1534032000000,36.18611634420865,1
1534118400000,35.310834595133045,0
1534204800000,34.46675306000179,-1
1534291200000,36.67898476710475,0
1534377600000,37.9509049919575,0
1534464000000,45.20154532347147,0
1534464000000,45.20154532347147,0
1534550400000,41.18013775788764,-1
1534636800000,43.64110417625354,1
1534723200000,39.24481005152764,-1
1534809600000,45.2502939872718,1
1534896000000,42.83797241018424,-1
1534982400000,47.02836882797319,0
1535068800000,50.73980291937352,0
1535155200000,51.94362550885682,1
1535241600000,51.074056559707046,-1
1535328000000,55.99450765091155,0
1535414400000,59.5141094925888,1
1535500800000,58.17106338280728,0
1535587200000,56.74619883361874,-1
1535673600000,57.38532968263237,0
1535760000000,61.74388811952191,0
1535846400000,63.89252826230179,1
1535932800000,62.44867248815367,-1
1536019200000,64.57240128827108,1
1536105600000,45.53905151138425,0
1536192000000,41.83198237001375,0
1536278400000,39.56115044055354,0
1536364800000,35.894713049618176,-1
1536451200000,37.83313945209412,0
1536537600000,39.66146513721833,1
1536624000000,39.3137009571737,-1
1536710400000,40.74478808898631,0
1536796800000,45.458794842212704,1
1536883200000,45.179084804483225,-1
1536969600000,46.44443227065943,1
1537056000000,46.14637050522708,0
1537142400000,39.17834689146476,-1
1537228800000,42.386199019758905,0
1537315200000,44.38184716213425,0
1537401600000,47.8918087652092,0
1537488000000,55.88816201795549,1
1537574400000,54.67106599067932,0
1537660800000,54.139811635410815,0
1537747200000,49.75920193975205,0
1537833600000,45.56203730331693,-1
1537920000000,46.20386558102364,0
1538006400000,53.69545285977673,1
1538092800000,51.8035689369576,0
1538179200000,50.46271677526976,-1
1538265600000,51.53047857796746,1
1538352000000,50.944485427581306,0
1538438400000,47.60037695802149,0
1538524800000,46.98921033900414,-1
1538611200000,50.61295057347797,0
1538697600000,52.36486115878868,1
1538784000000,50.45932904064209,-1
1538870400000,51.42492716396293,0
1538956800000,54.0770205888232,1
1539043200000,53.18889804538413,0
1539129600000,51.75934804706095,0
1539216000000,36.25682132022146,-1
1539302400000,38.62868761313325,0
1539388800000,40.46645865211771,0
1539475200000,40.81680121706349,0
1539561600000,57.980951947352,0
1539648000000,58.19489994960625,1
1539734400000,57.34126765314091,0
1539820800000,51.90223436784513,0
1539907200000,48.26018447000679,-1
1539993600000,50.720794353716165,0
1540080000000,50.79319807691999,1
1540166400000,50.37785862912414,0
1540252800000,49.035892235357714,-1
1540339200000,49.66118845850239,1
1540425600000,47.69490303893984,-1
1540512000000,48.31580748798466,1
1540598400000,46.45473456989647,0
1540684800000,45.558161999581,0
1540771200000,38.19119956176301,0
1540857600000,37.5778879834626,-1
1540944000000,40.66894967768771,0
1541030400000,43.464326745048446,0
1541116800000,45.21525750110679,1
1541203200000,42.44698410468989,-1
1541289600000,49.46482157438303,1
1541376000000,48.38023465512547,-1
1541462400000,51.76601831689143,0
1541548800000,55.48911055666178,1
1541635200000,48.75474714867347,0
1541721600000,45.17180290745438,-1
1541808000000,46.10259925015437,0
1541894400000,47.33815485548385,0
1541980800000,47.58982883772972,0
1542067200000,47.966881380930936,1
1542153600000,25.19967044056472,0
1542240000000,21.697630698082804,0
1542326400000,19.97383294209277,0
1542412800000,19.50049316207712,-1
1542499200000,21.92959826227863,1
1542585600000,12.713529988627272,0
1542672000000,10.495279470924544,-1
1542758400000,15.136437568512818,1
1542844800000,13.05961441334108,-1
1542931200000,15.237344113734508,1
1543017600000,12.091242322215749,-1
1543104000000,17.8303452317965,1
1543190400000,16.172474997283302,-1
1543276800000,16.658080177257688,0
1543363200000,29.77824440695035,0
1543449600000,30.71251630350121,1
1543536000000,27.478916775868,-1
1543622400000,31.984514098229965,1
1543708800000,31.57240031765884,0
1543795200000,27.87866271245917,-1
1543881600000,30.030990765364123,1
1543968000000,27.64281575687532,0
1544054400000,24.615323262589925,0
1544140800000,23.49858181913821,-1
1544227200000,23.759891740778457,0
1544313600000,28.547934565895872,1
1544400000000,27.018916731365564,0
1544486400000,26.31077714355169,-1
1544572800000,28.78495296266857,1
1544659200000,26.652846439333644,0
1544745600000,25.54259584106309,0
1544832000000,25.360746478807314,-1
1544918400000,26.131808393168697,0
1545004800000,37.61383910317082,0
1545091200000,42.54909934512117,0
1545177600000,42.86166785149872,0
1545264000000,54.129787640648594,1
1545350400000,48.51857048477528,-1
1545436800000,51.35654401574492,1
1545523200000,50.83101842639498,-1
1545609600000,52.94568895621013,1
1545696000000,45.83605181280964,-1
1545782400000,46.77389717179293,1
1545868800000,41.67079663783481,-1
1545955200000,49.36445634707289,1
1546041600000,45.90547833433556,-1
1546128000000,48.76828477959819,1
1546214400000,46.31628889323318,-1
1546300800000,48.94741056050249,0
1546387200000,50.64521204448126,1
1546473600000,48.0725135681171,-1
1546560000000,48.84185507527191,1
1546646400000,48.20021661786891,-1
1546732800000,54.78381569916457,1
1546819200000,54.36647673313194,0
1546905600000,53.63063952753365,-1
1546992000000,54.01067232045054,1
1547078400000,41.81258118290001,-1
1547164800000,42.3804785081878,1
1547251200000,41.86206770553898,0
1547337600000,38.8677149091487,-1
1547424000000,44.83426192282512,1
1547510400000,42.64160666518542,-1
1547596800000,44.202126053851245,0
1547683200000,45.21091119498569,1
1547769600000,44.45302170915616,-1
1547856000000,47.57648710203592,1
1547942400000,42.92537479864607,0
1548028800000,42.48595893490214,-1
1548115200000,44.65588918545552,1
1548201600000,43.9218704154987,-1
1548288000000,44.827861156722655,1
1548374400000,44.62773751026764,0
1548460800000,44.625755560012266,0
1548547200000,43.869892497043686,0
1548633600000,38.22382543520608,0
1548720000000,37.20264091825969,-1
1548806400000,40.68375335552034,1
1548892800000,39.479817375507416,-1
1548979200000,41.6401336469897,0
1549065600000,44.87520726823865,1
1549152000000,42.1271041257197,-1
1549238400000,42.5420937198424,0
1549324800000,43.25979241085382,1
1549411200000,39.09873709631801,0
1549497600000,38.677040036439806,-1
1549584000000,57.24659585924067,0
1549670400000,57.572535716016304,0
1549756800000,58.400243056706046,1
1549843200000,54.62058482950272,-1
1549929600000,54.64702884832033,1
1550016000000,52.86210635762723,0
1550102400000,51.32039569020159,-1
1550188800000,52.26812102498432,0
1550275200000,53.570947311716544,0
1550361600000,57.43079441741988,0
1550448000000,70.03526839454722,0
1550534400000,70.41060069810189,0
1550620800000,72.8769498696385,1
1550707200000,69.60613291173561,-1
1550793600000,70.6848726149294,0
1550880000000,76.38028196746181,1
1550966400000,50.83038764610318,-1
1551052800000,54.52365600295955,1
1551139200000,53.56372011924445,-1
1551225600000,53.97644915895131,1
1551312000000,53.7216701512973,-1
1551398400000,54.21635651117353,1
1551484800000,54.011329771260144,0
1551571200000,53.15251872263118,0
1551657600000,47.03870228120114,-1
1551744000000,55.5260745646975,0
1551830400000,55.74646241990766,0
1551916800000,56.41427006592293,1
1552003200000,55.74253069309017,-1
1552089600000,60.29044679592386,1
1552176000000,58.13205667611566,0
1552262400000,54.50852255079818,-1
1552348800000,55.24742927473327,1
1552435200000,53.8307681037444,-1
1552521600000,54.66291695897464,0
1552608000000,58.0760193745356,0
1552694400000,63.318601525079686,1
1552780800000,60.84315657512648,-1
1552867200000,61.280886551666974,0
1552953600000,63.12578907711317,0
1553040000000,64.91261040465753,1
1553126400000,58.042224618830026,-1
1553212800000,58.51882440711192,0
1553299200000,60.00298659650496,1
1553385600000,58.372683112570925,0
1553472000000,52.18335911612574,-1
1553558400000,53.36410541231977,0
1553644800000,60.85871765518519,1
1553731200000,59.67704343809668,-1
1553817600000,65.05960686602528,0
1553904000000,65.30554327258275,1
1553990400000,64.90612365158685,-1
1554076800000,67.76150934518253,0
1554163200000,87.29686078452333,0
1554249600000,88.11628897715607,1
1554336000000,85.44136229838398,-1
1554422400000,86.79346540189808,0
1554508800000,87.26027248141185,0
1554595200000,88.66110547798384,0
1554681600000,89.32740918329208,1
1554768000000,82.51690752266963,-1
1554854400000,84.7909796340503,1
1554940800000,67.42937259116134,-1
1555027200000,68.16872898414155,1
1555113600000,68.01732149438779,-1
1555200000000,70.21536923839548,1
1555286400000,64.33270549885275,-1
1555372800000,68.32988811585375,0
1555459200000,69.06029079783275,0
1555545600000,70.46248878706398,0
1555632000000,70.46870807264995,0
1555718400000,71.36291956110634,1
1555804800000,68.94198640482861,-1
1555891200000,71.85954369997364,0
1555977600000,75.23702726432614,1
1556064000000,70.03137412662639,0
1556150400000,59.066374040947785,-1
1556236800000,62.14802110020302,1
1556323200000,61.17864984348681,-1
1556409600000,61.59320898412528,1
1556496000000,57.70152652487336,-1
1556582400000,60.873799606818935,0
1556668800000,63.12165820448914,0
1556755200000,66.73903463537462,0
1556841600000,73.8004498134645,0
1556928000000,74.96165977042654,1
1557014400000,71.71530883862445,0
1557100800000,70.02683521509215,-1
1557187200000,72.49629372922516,0
1557273600000,75.5934850803802,0
1557360000000,79.506036878945,0
1557446400000,81.8270026429675,0
1557532800000,88.06170996071185,1
1557619200000,83.29339277644702,-1
1557705600000,88.4051559274049,0
1557792000000,89.0899612058665,0
1557878400000,89.99215896484623,1
1557964800000,80.24330203385922,0
1558051200000,67.05415002791516,0
1558137600000,64.85811593059205,-1
1558224000000,73.40350104729971,1
1558310400000,69.13015828972046,0
1558396800000,68.45111376489152,0
1558483200000,62.92223471971005,-1
1558569600000,65.3541698008396,0
1558656000000,66.55465815338674,0
1558742400000,67.20814997975228,0
1558828800000,72.78069792936348,0
1558915200000,73.93000296003906,1
1559001600000,72.97859309995974,0
1559088000000,71.2796989491141,0
1559174400000,62.81316053239976,-1
1559260800000,66.10373896332555,1
1559347200000,65.86342066290894,-1
1559433600000,67.95169241817462,1
1559520000000,55.65373064433686,0
1559606400000,48.94925868999413,-1
1559692800000,50.29477755328662,0
1559779200000,50.45509991892455,0
1559865600000,53.52296338525219,1
1559952000000,51.96909002653685,0
1560038400000,47.4383594969285,-1
1560124800000,53.295451425238646,1
1560211200000,51.58725489558585,-1
1560297600000,55.40574608942397,0
1560384000000,56.78048183251471,0
1560470400000,62.66391047757344,0
1560556800000,64.57416708584294,0
1560643200000,66.26800203618879,0
1560729600000,70.10614457043529,1
1560816000000,64.97512359761558,-1
1560902400000,66.92614427309286,0
1560988800000,69.66345521830975,0
1561075200000,75.11283631762355,0
1561161600000,78.75520171096765,0
1561248000000,79.74477138759269,0
1561334400000,80.57540172429158,0
1561420800000,84.13330675189333,0
1561507200000,88.05704416904088,1
1561593600000,64.32153866599383,-1
1561680000000,69.66638161674821,1
1561766400000,64.80799864929486,0
1561852800000,55.94801922816264,0
1561939200000,54.20462739851598,-1
1562025600000,55.62079235599431,0
1562112000000,61.99324527610652,1
1562198400000,55.75153556932469,0
1562284800000,54.45124664807848,-1
1562371200000,56.24636928681429,0
1562457600000,57.19835014512516,0
1562544000000,62.13046463638547,0
1562630400000,63.77659637133336,1
1562716800000,59.78237235349843,0
1562803200000,53.4403245784109,-1
1562889600000,56.15179810135603,1
1562976000000,52.93503406664824,0
1563062400000,44.80032166626015,-1
1563148800000,49.500642848883984,1
1563235200000,41.49017502741336,-1
1563321600000,43.1082039370954,0
1563408000000,49.43464576697587,1
1563494400000,48.68779599774095,-1
1563580800000,50.24233706183227,1
1563667200000,49.21617435099034,0
1563753600000,47.490198229080015,0
1563840000000,44.297851915964976,0
1563926400000,43.62275436671798,-1
1564012800000,44.664617900715285,1
1564099200000,44.24267814779191,0
1564185600000,41.60987118758024,-1
1564272000000,42.301768977032005,1
1564358400000,42.022180985003,-1
1564444800000,42.82138409724329,0
1564531200000,48.62235509397058,0
1564617600000,51.69189288617956,0
1564704000000,53.21269045488032,0
1564790400000,56.1424052761875,0
1564876800000,57.24765805315859,0
1564963200000,64.87830756602753,1
1565049600000,60.39864177888184,-1
1565136000000,64.18384302040019,0
1565222400000,64.36777611181967,1
1565308800000,62.68919295479803,0
1565395200000,55.291057480520266,-1
1565481600000,57.56534923308642,1
1565568000000,55.61707063410555,0
1565654400000,49.69267681174576,0
1565740800000,41.68973400985741,-1
1565827200000,44.47428213186493,0
1565913600000,44.911754570240205,1
1566000000000,43.771027400942096,0
1566000000000,43.77102740094209,0
1566086400000,45.042924713078136,0
1566172800000,52.76130384895409,1
1566259200000,50.804449215412085,0
1566345600000,43.82695356967286,0
1566432000000,43.383662917349646,-1
1566518400000,47.28023574078211,1
1566604800000,44.382150189027776,-1
1566691200000,44.50187384002085,0
1566777600000,47.83073242167318,1
1566864000000,45.43728594664925,0
1566950400000,40.08279376561057,0
1567036800000,37.78309747768216,-1
1567123200000,39.23555277113697,0
1567209600000,39.28749513274733,0
1567296000000,41.801883809338,0
1567382400000,51.48044332886346,0
1567468800000,55.08124815483583,1
1567555200000,54.32014932461345,0
1567641600000,54.277806730764105,0
1567728000000,49.87943616164956,-1
1567814400000,52.33891400077909,1
1567900800000,51.05638288818801,0
1567987200000,49.68622126308216,0
1568073600000,46.18162942161872,-1
1568160000000,47.35571373146524,0
1568246400000,52.15051426138132,1
1568332800000,50.73617063758045,0
1568419200000,50.59356926466144,0
1568505600000,49.88556083398996,0
1568592000000,48.756994336174415,0
1568678400000,47.31348600932327,0
1568764800000,46.5921330094361,-1
1568851200000,48.96491135597221,1
1568937600000,47.01439710630145,0
1569024000000,42.61435115868107,-1
1569110400000,43.93188895882157,1
1569196800000,36.91417171948389,0
1569283200000,22.55222914728013,0
1569369600000,22.069730081213866,0
1569456000000,19.46561635042896,-1
1569542400000,22.533853813896883,0
1569628800000,23.11129942036358,1
1569715200000,21.81276934497172,-1
1569801600000,28.651570080942207,0
1569888000000,28.736326349248515,0
1569974400000,30.667628500892803,1
1570060800000,28.96466079608196,0
1570147200000,27.89929465635508,0
1570233600000,27.760748710483355,0
1570320000000,24.503379154496884,-1
1570406400000,34.69465583103192,1
1570492800000,34.37179505356514,-1
1570579200000,44.43924442299012,1
1570665600000,44.38859428444533,0
1570752000000,39.08597292105711,-1
1570838400000,40.1549798499211,1
1570924800000,39.70249473191484,-1
1571011200000,41.76482938083336,1
1571097600000,38.13892668464921,0
1571184000000,35.21847424176524,-1
1571270400000,37.63831281297342,1
1571356800000,35.40596059297518,-1
1571443200000,35.43933182375635,0
1571529600000,44.01564190435276,1
1571616000000,43.42718174256641,0
1571702400000,39.5560716475126,0
1571788800000,30.435416688156067,0
1571875200000,29.712655260193813,-1
1571961600000,55.68859832304759,0
1572048000000,62.57990597140715,0
1572134400000,65.58644942813623,1
1572220800000,59.96760816228499,-1
1572307200000,62.14492162831862,1
1572393600000,57.90846419351134,0
1572480000000,57.67624053537958,-1
1572566400000,58.839424907410645,0
1572652800000,59.60231945796442,1
1572739200000,57.71621313014841,-1
1572825600000,60.534092201420336,1
1572912000000,58.73683943811792,-1
1572998400000,59.20489821962511,1
1573084800000,56.41883378246964,0
1573171200000,47.71040212703975,-1
1573257600000,48.402032624722345,0
1573344000000,52.742445384005066,1
1573430400000,47.06742260216831,-1
1573516800000,48.78593550414969,1
1573603200000,47.93871593239978,0
1573689600000,45.46417696376255,0
1573776000000,42.30964371894898,-1
1573862400000,42.78106427420214,0
1573948800000,43.07658704021176,1
1574035200000,37.32576592286104,0
1574121600000,36.436204206364245,0
1574208000000,35.82421009752254,0
1574294400000,28.91981339903505,0
1574380800000,24.959469913994653,-1
1574467200000,26.270288284232308,1
1574553600000,22.315542323573595,-1
1574640000000,28.197068623767336,0
1574726400000,29.494814654425426,0
1574812800000,38.5456717322103,1
1574899200000,37.24477214578103,-1
1574985600000,44.49950002222394,1
1575072000000,41.32167226217104,0
1575158400000,39.03010682559812,0
1575244800000,37.59363053740668,0
1575331200000,37.56943163878022,0
1575417600000,36.005263910422336,-1
1575504000000,41.22001107519707,0
1575590400000,44.67337404823257,1
1575676800000,43.88611234538901,-1
1575763200000,44.47393426462932,1
1575849600000,40.864414568458784,0
1575936000000,38.61073638319664,0
1576022400000,38.32982657435248,0
1576108800000,38.078143872781936,-1
1576195200000,40.2201309135918,1
1576281600000,35.913464826081594,-1
1576368000000,37.92151863243383,1
1576454400000,33.25387741879875,0
1576540800000,28.753196689600344,-1
1576627200000,47.45119503396034,1
1576713600000,44.97268216861196,-1
1576800000000,45.868754223112525,1
1576886400000,44.71783354176224,-1
1576972800000,53.18545386412861,1
