Open time,Close,Volume,Close_MA_14,Close_MA_50,macd,aroon_up,obv,stoch,phase,class
1504310400000,4472.14,1504396799999,4361.549285714286,22683.45871458075,169.2474984742614,51.42740286298569,4511289599997,69.65611782820838,4,-1
1504396800000,4509.08,1504483199999,4391.748571428571,22683.45871458075,169.2474984742614,51.42740286298569,6015772799996,72.05608144543561,4,1
1504483200000,4100.11,1504569599999,4397.756428571428,22683.45871458075,169.2474984742614,51.42740286298569,4511203199997,45.48561256245167,4,-1
1504569600000,4366.47,1504655999999,4421.075714285714,22683.45871458075,169.2474984742614,51.42740286298569,6015859199996,57.13783219452327,4,0
1504656000000,4619.77,1504742399999,4457.2014285714295,22683.45871458075,169.2474984742614,51.42740286298569,7520601599995,76.09471706868041,4,0
1504742400000,4691.61,1504828799999,4484.03,22683.45871458075,169.2474984742614,51.42740286298569,9025430399994,81.47119795837419,4,1
1504828800000,4282.8,1504915199999,4484.181428571429,22683.45871458075,169.2474984742614,51.42740286298569,7520515199995,50.87599817391242,4,0
1504915200000,4258.81,1505001599999,4478.5650000000005,22683.45871458075,169.2474984742614,51.42740286298569,6015513599996,49.08059482558623,4,0
1505001600000,4130.37,1505087999999,4465.733571428571,22683.45871458075,169.2474984742614,51.42740286298569,4510425599997,39.468189404201496,2,-1
1505088000000,4208.47,1505174399999,4453.003571428571,22683.45871458075,-3.692359504897468,64.0,6015599999996,45.313166540686616,2,1
1505174400000,4163.72,1505260799999,4422.735,22683.45871458075,-18.310134045488667,60.0,4510339199997,41.96409193303351,2,0
1505260800000,3944.69,1505347199999,4379.131428571429,22683.45871458075,-47.02662254258394,56.00000000000001,3004991999998,25.57196207126233,2,0
1505347200000,3189.02,1505433599999,4269.426428571429,22683.45871458075,-129.27074746147537,52.0,1499558399999,1.3466286371374068,2,-1
1505433600000,3700.0,1505519999999,4188.361428571428,22683.45871458075,-151.47191943540565,48.0,3005078399998,41.60796158685133,2,0
1505520000000,3714.95,1505606399999,4134.276428571428,22683.45871458075,-165.94723172910653,44.0,4510684799997,45.54445904067275,2,1
1505606400000,3699.99,1505692799999,4076.484285714286,22683.45871458075,-176.59054213893978,40.0,3004991999998,44.785680592821,2,-1
1505692800000,4035.01,1505779199999,4071.8342857142857,22683.45871458075,-156.19164810517395,36.0,4510771199997,61.778057304003376,2,1
1505779200000,3910.04,1505865599999,4039.232142857143,22683.45871458075,-148.39876362737823,32.0,3004905599998,55.43951835827935,2,0
1505865600000,3900.0,1505951999999,3987.82,22683.45871458075,-141.4029850350612,28.000000000000004,1498953599999,54.9302846940794,2,0
1505952000000,3609.99,1506038399999,3910.5614285714287,22683.45871458075,-157.4452327472336,24.0,-7084800000,41.336224646708935,2,0
1506038400000,3595.87,1506124799999,3861.495,22683.45871458075,-169.3460794419875,20.0,-1513209599999,48.388439507461385,2,-1
1506124800000,3780.0,1506211199999,3827.294285714285,22683.45871458075,-162.05180173056124,16.0,-6998400000,61.04247618202447,2,1
1506211200000,3660.02,1506297599999,3793.6978571428576,22683.45871458075,-164.0612217375001,12.0,-1513295999999,53.43720485043642,2,-1
1506297600000,3920.75,1506383999999,3773.1464285714287,22683.45871458075,-142.96693574022993,8.0,-6912000000,69.96431265411165,2,1
1506384000000,3882.35,1506470399999,3753.048571428571,22683.45871458075,-127.87406852595586,4.0,-1513382399999,79.00962636645454,2,-1
1506470400000,4193.0,1506556799999,3770.785,22683.45871458075,-89.810721636984,0.0,-6825600000,96.02635141736572,2,1
1506556800000,4174.5,1506643199999,3841.176428571429,22683.45871458075,-60.44131057996083,16.0,-1513468799999,91.53742414025623,2,-1
1506643200000,4174.69,1506729599999,3875.082857142857,22683.45871458075,-36.7271416825206,12.0,-6739200000,84.89039477174616,2,0
1506729600000,4378.51,1506815999999,3922.48,22683.45871458075,-1.469976401819622,8.0,1500076799999,99.8308701673137,2,1
1506816000000,4378.48,1506902399999,3970.943571428571,22683.45871458075,26.167517495046923,4.0,-6825600000,96.88779870583916,2,-1
1506902400000,4380.0,1506988799999,3995.5857142857135,22683.45871458075,47.64387291287676,0.0,1500163199999,82.80149231118854,2,1
1506988800000,4310.0,1507075199999,4024.154285714286,22683.45871458075,58.343081597354285,0.0,-6912000000,76.17320657525944,2,0
1507075200000,4208.59,1507161599999,4046.196428571429,22683.45871458075,57.97108747154744,92.0,-1514073599999,66.57071433982274,2,-1
1507161600000,4292.43,1507247999999,4094.942142857143,4159.1842,63.707091077008045,88.0,-6825600000,74.50950685554126,2,0
1507248000000,4369.0,1507334399999,4150.165714285714,4160.8626,73.58325240804425,84.0,1500508799999,81.09097691220354,2,0
1507334400000,4423.0,1507420799999,4196.094285714285,4167.155199999999,84.79012236930521,80.0,3007929599998,85.23437749635198,2,0
1507420800000,4640.0,1507507199999,4266.092857142857,4177.1556,109.91470570226738,100.0,4515436799997,98.20772470651492,2,0
1507507200000,4786.95,1507593599999,4327.964285714285,4191.1688,140.06912619729792,100.0,6023030399996,90.09260238669911,2,1
1507593600000,4783.06,1507679999999,4392.300714285714,4206.51,161.78784167121285,100.0,4515350399997,83.72501586659189,2,-1
1507680000000,4821.43,1507766399999,4437.188571428572,4222.1386,180.02104790665908,96.0,6023116799996,86.25283980991877,2,0
1507766400000,5430.0,1507852799999,4526.867142857142,4248.4584,240.8016961206804,100.0,7530969599995,99.32862000833346,2,0
1507852800000,5649.98,1507939199999,4632.245,4275.1378,303.22594533541724,100.0,9038908799994,88.69983930145085,2,0
1507939200000,5869.99,1508025599999,4738.779285714286,4306.924,366.2289218388678,100.0,10546934399993,98.32346368715082,2,1
1508025600000,5709.99,1508111999999,4833.887142857143,4334.375,398.6531464858581,100.0,9038822399994,88.2850521436848,2,-1
1508112000000,5760.02,1508198399999,4932.46,4363.3752,423.50468264534175,96.0,10547020799993,91.04563262153069,2,1
1508198400000,5595.0,1508284799999,5024.245714285715,4387.5414,424.985006614791,92.0,9038735999994,81.94007614633338,2,0
1508284800000,5512.06,1508371199999,5117.350714285714,4406.032999999999,414.6853743217416,88.0,7530364799995,77.36357115267893,2,-1
1508371200000,5683.9,1508457599999,5216.741428571428,4428.6082,415.5981367779368,84.0,9038822399994,85.37692449242468,2,0
1508457600000,6010.01,1508543999999,5333.956428571429,4454.3106,437.591575890021,100.0,10547366399993,94.4370883033648,2,0
1508544000000,6024.97,1508630399999,5448.382857142858,4478.1118,451.0294945574378,100.0,12055996799992,91.63631156930128,2,1
1508630400000,5950.02,1508716799999,5541.955714285714,4507.6694,450.4389237748446,96.0,10547279999993,86.36767427513884,2,0
1508716800000,5915.93,1508803199999,5622.597142857143,4535.8064,442.12358856027913,92.0,9038476799994,82.88591729792475,2,0
1508803200000,5477.03,1508889599999,5672.166428571429,4563.3448,395.5583135225388,88.0,7529587199995,52.50034223134837,2,-1
1508889600000,5689.99,1508975999999,5734.20642857143,4589.8152,371.55602323915264,84.0,9038563199994,64.65344934011345,2,0
1508976000000,5861.77,1509062399999,5765.047142857143,4614.6552,362.2198012423214,80.0,10547625599993,72.7081770442611,2,1
1509062400000,5768.83,1509148799999,5773.536428571429,4636.1996,343.36321932181545,76.0,9038476799994,64.5055381492432,2,0
1509148800000,5719.64,1509235199999,5762.797142857143,4664.9364000000005,320.7525842636205,72.0,7529241599995,60.16415868673055,2,-1
1509235200000,6169.98,1509321599999,5795.653571428571,4703.1598,335.3069575455056,100.0,9038563199994,98.27246447266756,2,1
1509321600000,6120.5,1509407999999,5821.402142857142,4742.9624,338.9416721390562,100.0,7529155199995,89.41299876933748,2,-1
1509408000000,6463.0,1509494399999,5883.402142857142,4788.053000000001,365.2487371666066,100.0,9038649599994,97.60215333616426,2,0
1509494400000,6753.98,1509580799999,5972.1107142857145,4839.8582,404.9093865509658,100.0,10548230399993,98.60925327185096,2,0
1509580800000,7019.98,1509667199999,6067.545,4901.3640000000005,452.5875661364207,100.0,12057897599992,86.08955698403392,2,0
1509667200000,7115.04,1509753599999,6146.475714285713,4979.8844,492.3677060835853,100.0,13567651199991,88.76835521715483,2,0
1509753600000,7357.09,1509839999999,6241.627142857143,5053.0262,537.2322863147419,100.0,15077491199990,94.3528060491976,2,1
1509840000000,7345.01,1509926399999,6341.269285714286,5125.6274,565.2966464808642,100.0,13567564799991,89.35252923018145,2,0
1509926400000,6960.12,1510012799999,6415.854285714285,5190.83,550.1387902408651,96.0,12057551999992,72.64193950340169,2,-1
1510012800000,7064.04,1510099199999,6529.212142857143,5251.4106,540.2835035543585,92.0,13567651199991,77.15378570467205,2,0
1510099200000,7303.0,1510185599999,6644.427142857144,5319.2698,545.4673843150249,100.0,15077836799990,78.17653353520342,2,1
1510185600000,7079.99,1510271999999,6731.442857142857,5382.8696,525.5227053176541,96.0,13567564799991,67.75545680119998,2,0
1510272000000,6506.98,1510358399999,6784.167857142857,5440.809400000001,458.1974701451527,92.0,12057206399992,40.97916345403481,2,0
1510358400000,6245.05,1510444799999,6821.697142857142,5493.793000000001,379.33345432458736,88.0,10546761599993,28.13558842795274,2,0
1510444800000,5811.03,1510531199999,6796.057857142857,5534.4136,278.5998413104744,84.0,9036230399994,19.878037308640845,2,-1
1510531200000,6465.99,1510617599999,6820.7357142857145,5590.533,248.7500893329161,80.0,10546847999993,46.66565780917049,2,0
1510617600000,6574.99,1510703999999,6828.735000000001,5643.6178,231.2239293581015,76.0,12057551999992,51.12371728540985,2,0
1510704000000,7240.06,1510790399999,6863.455,5710.772000000001,267.9115940005331,72.0,13568342399991,78.32483302726779,2,0
1510790400000,7864.5,1510876799999,6923.777857142857,5784.202000000001,343.41524471468347,100.0,15079219199990,97.11279966653792,2,1
1510876800000,7699.19,1510963199999,6965.5028571428575,5854.6958,385.46984006377807,100.0,13568255999991,89.1212054099302,2,-1
1510963200000,7761.94,1511049599999,6994.420714285714,5926.4408,419.0314764191799,96.0,15079305599990,91.47669473233756,2,0
1511049600000,8038.0,1511135999999,7043.92,5999.6306,462.5727986187767,100.0,16590441599989,96.95690708828008,2,0
1511136000000,8212.0,1511222399999,7133.340000000001,6076.301000000001,505.2952271384757,100.0,18101663999988,96.3942997949903,2,1
1511222400000,8119.51,1511308799999,7208.730714285714,6151.0912,525.6307454699954,100.0,16590355199989,90.87834431981894,2,-1
1511308800000,8205.92,1511395199999,7273.224999999999,6229.009600000001,542.4661430748038,96.0,18101750399988,93.68843475913744,2,1
1511395200000,8019.99,1511481599999,7340.367857142858,6305.2376,534.6422962629031,92.0,16590268799989,87.64191103060496,2,-1
1511481600000,8138.0,1511567999999,7456.869285714286,6382.149,531.8336151850563,88.0,18101836799988,91.47964708828322,2,0
1511568000000,8700.01,1511654399999,7632.223571428572,6468.769200000001,568.4050061903326,100.0,19613491199987,98.98028312760096,2,0
1511654400000,9128.02,1511740799999,7869.151428571429,6562.8696,624.7235033461429,100.0,21125231999986,93.91837282637584,4,0
1511740800000,9650.0,1511827199999,8096.580714285715,6663.0696,703.3677560654132,100.0,22637059199985,99.87197932525925,4,0
1511827200000,9896.8,1511913599999,8333.852857142858,6765.2666,776.6557859045524,100.0,24148972799984,98.74517173603408,4,1
1511913600000,9687.88,1511999999999,8508.697142857143,6863.363,808.5584214092378,100.0,22636972799985,61.8338411422267,4,-1
1512000000000,9838.96,1512086399999,8649.73,6963.7136,836.3909885834601,96.0,24149059199984,62.32442760886323,4,0
1512086400000,10782.99,1512172799999,8870.001428571428,7070.7734,923.9728461862431,92.0,25661231999983,86.66745744617755,4,0
1512172800000,10890.01,1512259199999,9093.435,7175.5740000000005,990.5987135823124,88.0,27173491199982,88.76565197139489,4,0
1512259200000,11165.41,1512345599999,9316.821428571428,7281.4824,1053.478823780575,100.0,28685836799981,83.60859840954275,4,0
1512345600000,11579.0,1512431999999,9557.32142857143,7398.8626,1123.731345174876,96.0,30198268799980,93.88667992047714,4,0
1512432000000,11699.99,1512518399999,9813.069999999998,7517.662,1175.618063131382,100.0,31710787199979,96.17761678740943,4,0
1512518400000,13550.05,1512604799999,10194.79357142857,7676.763000000001,1350.4558271926726,100.0,33223391999978,98.8694293202526,4,0
1512604800000,16599.0,1512691199999,10807.58,7898.501800000001,1715.2682539963334,100.0,34736083199977,99.42090645866573,4,1
1512691200000,15880.0,1512777599999,11360.58,8102.4238,1924.1866139821504,100.0,33223305599978,85.46361542908987,4,0
1512777600000,14656.07,1512863999999,11786.012857142856,8275.345,1968.3055955780765,96.0,31710441599979,70.65143425611312,4,-1
1512864000000,14899.98,1512950399999,12198.295714285716,8452.8452,1999.8981242292664,92.0,33223391999978,73.45984278623233,4,0
1512950400000,16587.97,1513036799999,12693.865000000002,8665.6042,2136.513716486133,100.0,34736428799977,90.14491620111733,4,1
1513036800000,16349.99,1513123199999,13154.807142857142,8874.2854,2200.21683045962,96.0,33223305599978,87.4859217877095,4,0
1513123200000,16033.29,1513209599999,13608.050714285711,9085.4106,2199.7891638524125,92.0,31710095999979,83.331283645814,4,-1
1513209600000,16334.98,1513295999999,14072.05214285714,9298.310399999998,2198.45171378862,88.0,33223391999978,85.97008652657603,4,0
1513296000000,17539.83,1513382399999,14554.683571428572,9531.8716,2268.463663581504,100.0,34736774399977,93.97717260712858,4,0
1513382400000,19102.66,1513468799999,15141.301428571427,9798.5482,2422.1350924667368,100.0,36250243199976,95.17269609470074,4,1
1513468800000,18860.02,1513555199999,15690.916428571429,10061.3558,2495.5743590581096,100.0,34736687999977,89.56659567751659,4,0
1513555200000,18856.25,1513641599999,16210.72,10315.0812,2524.3719114125142,96.0,33223046399978,88.71476469883847,4,0
1513641600000,17295.2,1513727999999,16610.37785714286,10538.5752,2393.6381201071326,92.0,31709318399979,69.21862512449128,4,0
1513728000000,16488.98,1513814399999,16820.30142857143,10739.0948,2199.619587088873,88.0,30195503999980,55.45898894852152,4,0
1513814400000,15492.64,1513900799999,16741.275714285715,10913.868,1943.0637610821032,84.0,28681603199981,42.05052565848616,4,0
1513900800000,13326.61,1513987199999,16558.890714285717,11040.0006,1547.1265895829856,80.0,27167615999982,26.76731902490247,4,0
1513987200000,13300.0,1514073599999,16462.028571428575,11163.6998,1217.1655966468352,76.0,25653542399983,26.4662219043912,4,-1
1514073600000,13500.0,1514159999999,16362.03,11286.558,960.7327321339326,72.0,27167702399982,28.729259262611905,4,0
1514160000000,13699.34,1514246399999,16155.699285714289,11413.6446,764.7770379185931,68.0,28681948799981,30.98482859755049,4,0
1514246400000,15689.01,1514332799999,16108.486428571428,11588.2224,761.255202987275,64.0,30196281599980,53.49831630020548,4,1
1514332800000,15459.99,1514419199999,16067.53642857143,11756.1414,731.5512559272684,60.0,28681862399981,50.90691222130695,4,0
1514419200000,14182.11,1514505599999,15913.76,11893.7236,598.0030209836477,56.00000000000001,27167356799982,36.44746132469155,4,-1
1514505600000,14378.9,1514591999999,15687.979285714286,12039.7018,502.25471131575614,52.0,28681948799981,38.67417693331281,4,1
1514592000000,12440.01,1514678399999,15212.075714285716,12158.3624,266.84524121908,48.0,27167270399982,16.73527441591006,4,-1
1514678400000,13716.36,1514764799999,14844.67142857143,12307.788599999998,181.1837448046572,44.0,28682035199981,33.04185154095216,4,1
1514764800000,13380.0,1514851199999,14453.510714285716,12459.167999999998,85.17312801495791,40.0,27167183999982,30.27913380898736,4,-1
1514851200000,14675.11,1514937599999,14266.361428571428,12623.3504,112.2941190997808,36.0,28682121599981,54.94773905774966,4,0
1514937600000,14919.51,1515023999999,14154.25642857143,12790.2408,151.7593500739331,32.0,30197145599980,62.35346932346224,4,0
1515024000000,15059.54,1515110399999,14123.320714285714,12946.6304,192.1204358790492,28.000000000000004,31712255999979,74.0202815578693,4,0
1515110400000,16960.39,1515196799999,14382.87642857143,13128.5482,373.1877203602198,24.0,33227452799978,96.10114445905522,4,0
1515196800000,17069.79,1515283199999,14652.147142857144,13315.9602,519.5237669439266,20.0,34742735999977,98.07721486062742,4,1
1515283200000,16150.03,1515369599999,14841.435,13483.722000000002,554.8828488320851,16.0,33227366399978,81.08800937665859,4,0
1515369600000,14902.54,1515455999999,14927.377857142856,13621.0128,476.7475101537802,12.0,31711910399979,58.098056849678606,4,0
1515456000000,14400.0,1515542399999,14835.305714285716,13744.7728,370.0086834382564,8.0,30196367999980,48.83676357846316,4,-1
1515542400000,14907.09,1515628799999,14795.812857142855,13880.524400000002,322.6163983085644,4.0,31711996799979,58.18190865129444,4,1
1515628800000,13238.78,1515715199999,14728.432142857144,13981.1816,148.72459202964637,0.0,30196281599980,31.833511072947108,4,-1
1515715200000,13740.01,1515801599999,14682.797142857144,14095.582,50.773865263774496,0.0,31712083199979,40.51095522346717,4,0
1515801600000,14210.0,1515887999999,14809.225,14217.022,10.945303093774784,0.0,33227971199978,48.64756312064594,4,1
1515888000000,13474.99,1515974399999,14791.984285714285,14312.5216,-79.01742000914419,0.0,31711996799979,35.92284946608865,4,-1
1515974400000,13539.93,1516060799999,14803.407857142858,14400.7598,-143.42015269651347,0.0,33228057599978,37.047110230876825,4,1
1516060800000,10900.0,1516147199999,14533.757142857145,14425.7598,-402.8364230048901,56.00000000000001,31711910399979,22.908058231915525,4,-1
1516147200000,10988.79,1516233599999,14252.99142857143,14447.5996,-594.4090972008562,52.0,33228143999978,23.998678334013007,4,1
1516233600000,10961.97,1516319999999,13960.30785714286,14473.0814,-739.8672425429831,48.0,31711823999979,23.66924448855456,4,-1
1516320000000,11474.98,1516406399999,13568.492857142855,14505.8018,-804.4747667564097,44.0,33228230399978,30.093005415552035,4,0
1516406400000,12799.94,1516492799999,13263.503571428571,14546.1408,-740.2305789833808,40.0,34744723199977,46.68268658493038,4,1
1516492800000,11530.0,1516579199999,12933.501428571428,14558.940599999998,-782.766892506128,36.0,33228143999978,34.23764631619393,4,0
1516579200000,10760.05,1516665599999,12637.609285714285,14550.8334,-868.5931564626262,32.0,31711478399979,26.682907965970603,4,-1
1516665600000,10799.18,1516751999999,12380.407857142856,14535.237,-922.815976867716,28.000000000000004,33228230399978,29.73163365735935,4,0
1516752000000,11349.99,1516838399999,12126.329285714284,14528.237,-910.842562918795,24.0,34745068799977,39.01440589988,4,1
1516838400000,11175.27,1516924799999,11978.935714285715,14480.7414,-905.0194885950676,20.0,33228143999978,38.59819657348964,4,0
1516924800000,11089.0,1517011199999,11789.577857142858,14370.541400000002,-897.0255757933428,16.0,31711132799979,37.04238052299369,4,-1
1517011200000,11491.0,1517097599999,11595.363571428574,14282.7614,-848.4716489453422,12.0,33228230399978,46.30031105665002,4,0
1517097600000,11879.95,1517183999999,11481.432142857142,14227.239,-769.734280059356,8.0,34745414399977,54.55331649725121,4,1
1517184000000,11251.0,1517270399999,11317.937142857145,14154.2594,-749.4462072277784,4.0,33228143999978,49.1578174461449,4,0
1517270400000,10237.51,1517356799999,11270.61642857143,14027.2502,-805.8585010807838,0.0,31710787199979,29.5383471310446,4,-1
1517356800000,10285.1,1517443199999,11220.352857142858,13905.9524,-837.07624126669,0.0,33228230399978,17.21388643718742,4,1
1517443200000,9224.52,1517529599999,11096.249285714284,13769.777,-936.599926697054,0.0,31710700799979,10.890729322149689,4,0
1517529600000,8873.03,1517615999999,10910.395714285714,13620.538,-1031.939908994953,0.0,30193084799980,16.958408168238044,4,-1
1517616000000,9199.96,1517702399999,10653.254285714283,13453.7406,-1068.7965913195749,0.0,31710787199979,24.84331221893279,4,1
1517702400000,8184.81,1517788799999,10414.312142857145,13235.3836,-1166.473518026105,4.0,30192998399980,5.906583217431627,4,0
1517788800000,6939.99,1517875199999,10141.450714285716,12996.983,-1329.0097595423213,0.0,28675123199981,5.605801744082573,4,-1
1517875200000,7652.14,1517961599999,9916.662142857142,12772.900799999998,-1384.397871732608,4.0,30193084799980,26.45952347777623,4,1
1517961600000,7599.0,1518047999999,9648.734285714285,12578.9768,-1416.255590722345,0.0,28675036799981,25.608465100040195,4,-1
1518048000000,7784.02,1518049694788,9406.502142857144,12404.8776,-1410.3162470166135,0.0,30193086494769,28.57163448371955,4,0
1518134400000,8683.92,1518220799999,9234.710714285717,12268.7032,-1317.8040404435596,0.0,31711307294768,42.98389331180864,4,1
1518220800000,8533.98,1518307199999,9023.495,12172.8506,-1242.266282696084,0.0,30193000094769,40.58254417447817,4,0
1518307200000,8063.88,1518393599999,8750.918571428572,12068.1282,-1206.428252749245,12.0,28674606494770,34.541699511799976,4,-1
1518393600000,8903.0,1518479999999,8583.204285714286,11976.1882,-1097.6632064632686,8.0,30193086494769,54.68661991067005,4,1
1518480000000,8539.9,1518566399999,8461.94642857143,11872.9994,-1028.9046863649892,4.0,28674520094770,57.38775012201072,4,-1
1518566400000,9449.99,1518652799999,8402.295714285716,11748.219,-890.7088693493552,0.0,30193172894769,79.58449731141248,4,0
1518652800000,10000.09,1518739199999,8457.693571428572,11639.021,-728.4026438317014,0.0,31711912094768,94.80008247442228,4,0
1518739200000,10159.98,1518825599999,8549.618571428571,11558.5784,-580.1840039665112,24.0,33230737694767,96.22076348025608,4,0
1518825600000,11039.55,1518911999999,8681.017857142857,11491.791400000002,-387.2813772463032,20.0,34749649694766,99.30010679676693,4,1
1518912000000,10383.43,1518998399999,8838.062142857143,11450.6598,-284.0734346336467,16.0,33230651294767,83.11392323459089,4,-1
1518998400000,11153.0,1519084799999,9138.991428571428,11399.392600000005,-138.5850074056816,12.0,34749736094766,97.7057218538526,4,0
1519084800000,11200.99,1519171199999,9392.480714285712,11355.812400000004,-19.19076946461973,8.0,36268907294765,87.38093183779118,4,1
1519171200000,10437.6,1519257599999,9595.237857142856,11271.0622,13.673214899055893,4.0,34749649694766,68.00105365075748,4,0
1519257600000,9811.04,1519343999999,9740.025,11168.892799999998,-10.716463618280612,0.0,33230305694767,51.34918758067538,4,-1
1519344000000,10131.04,1519430399999,9843.390714285715,11070.3228,-4.1759956347887055,0.0,34749736094766,59.23197059721937,4,1
1519430400000,9694.51,1519516799999,9926.285714285714,10925.0052,-33.82701364618697,84.0,33230219294767,48.47862287780702,4,0
1519516800000,9590.0,1519603199999,10035.294285714286,10775.4094,-65.0093552374965,80.0,31710616094768,41.17320875111505,4,-1
1519603200000,10324.0,1519689599999,10136.794285714286,10658.8888,-30.146410840516182,76.0,33230305694767,57.437969612897774,4,0
1519689600000,10569.04,1519775999999,10281.732857142855,10572.2188,17.05876110401914,72.0,34750081694766,62.58941718592936,4,1
1519776000000,10326.76,1519862399999,10344.359285714285,10490.754,34.52128885424827,68.0,33230219294767,41.89056271677799,4,-1
1519862400000,10920.0,1519948799999,10410.067142857142,10411.0122,95.13334006762852,64.0,34750168094766,65.51423417396394,4,0
1519948800000,11039.0,1520035199999,10472.854285714287,10367.0166,151.0301512454298,60.0,36270203294765,70.25298561251348,4,0
1520035200000,11464.48,1520121599999,10503.20642857143,10321.506,227.044232353448,56.00000000000001,37790324894764,87.19621218456439,4,0
1520121600000,11515.0,1520207999999,10584.032857142858,10267.606000000002,288.04211091553043,52.0,39310532894763,89.20799136671165,4,1
1520208000000,11454.0,1520294399999,10605.532857142858,10227.1862,327.6838435676982,48.0,37790238494764,86.77888348644676,4,0
1520294400000,10716.48,1520380799999,10570.925,10170.7172,296.1743880266022,44.0,36269857694765,59.20170827858081,4,0
1520380800000,9910.0,1520467199999,10533.239285714286,10150.9172,203.7776990639013,40.0,34749390494766,26.084099868593977,4,0
1520467200000,9271.64,1520553599999,10494.710714285717,10116.5742,78.14157296419035,36.0,33228836894767,7.986415094339601,4,0
1520553600000,9227.0,1520639999999,10430.136428571428,10081.8748,-24.742817261671007,32.0,31708196894768,26.560189293108547,4,0
1520640000000,8770.22,1520726399999,10364.115714285716,10027.7796,-141.50656667211297,28.000000000000004,30187470494769,13.049985211475876,4,-1
1520726400000,9533.57,1520812799999,10360.085,9962.4522,-170.4815091826058,24.0,31708283294768,35.62762496302868,4,1
1520812800000,9131.34,1520899199999,10274.895,9914.479,-223.32658939244905,20.0,30187384094769,23.730848861283647,4,-1
1520899200000,9150.0,1520985599999,10173.535,9882.278,-260.6958506463998,16.0,31708369694768,24.282756580893228,4,1
1520985600000,8170.0,1521071999999,10019.480714285712,9829.6944,-365.1795071770303,12.0,30187297694769,7.079785391052367,4,-1
1521072000000,8240.98,1521158399999,9828.122142857144,9767.5142,-437.21610979017896,8.0,31708456094768,14.556157635467969,4,0
1521158400000,8260.0,1521244799999,9629.622142857144,9709.2088,-487.1552587344959,4.0,33229700894767,15.024630541871922,4,1
1521244800000,7824.8,1521331199999,9369.645,9643.9248,-555.4465548164007,0.0,31708369694768,4.305418719211827,4,-1
1521331200000,8189.99,1521417599999,9132.144285714288,9577.9046,-573.4892904382195,48.0,33229787294767,19.7809936189608,4,0
1521417600000,8600.0,1521503999999,8928.287142857142,9512.3056,-548.3824959488957,44.0,34751291294766,30.92184853617228,4,0
1521504000000,8909.98,1521590399999,8799.25142857143,9465.4852,-497.7348080048505,40.0,36272881694765,44.39418507128877,4,1
1521590400000,8885.0,1521676799999,8726.037142857143,9438.435,-454.3740860201451,36.0,34751204894766,56.28375945264674,4,0
1521676800000,8722.9,1521763199999,8686.841428571428,9407.191,-428.15501225982007,32.0,33229441694767,54.575983294894975,4,-1
1521763200000,8898.03,1521849599999,8663.343571428572,9400.6612,-388.7632591739821,28.000000000000004,34751291294766,61.39866296827281,4,1
1521849600000,8546.86,1521935999999,8647.389285714286,9394.1378,-381.483985284236,24.0,33229355294767,47.71785202268906,4,0
1521936000000,8470.15,1522022399999,8571.430714285714,9379.5416,-377.552770865952,20.0,31707332894768,44.72939911487877,4,0
1522022400000,8134.23,1522108799999,8500.208571428571,9378.53,-396.967200927229,16.0,30185224094769,37.74302973977693,4,0
