Open time,macd,aroon_down,aroon_up,stoch,phase,class
1504828800000,0.4958865486608509,0.4059501430322845,0.5138700449530037,0.5079840392580344,2,0
1504915200000,0.4958865486608509,0.4059501430322845,0.5138700449530037,0.4899692750568064,2,0
1505001600000,0.4958865486608509,0.4059501430322845,0.5138700449530037,0.3935200748064619,2,-1
1505088000000,0.4795391931921787,0.2,0.64,0.452167556428635,2,1
1505174400000,0.4781564776581137,0.16,0.6,0.4185635256656102,2,0
1505260800000,0.4754401452493417,0.12,0.56,0.2540877523019161,2,0
1505347200000,0.4676605595952365,1.0,0.52,0.0110149798696137,2,-1
1505433600000,0.4655605199977207,1.0,0.48,0.4149901758568585,2,0
1505520000000,0.4641912801648472,0.96,0.44,0.4544883050518606,2,1
1505606400000,0.4631845146960896,0.92,0.4,0.4468748543853202,2,-1
1505692800000,0.4651140743277496,0.88,0.36,0.6173733999938994,2,1
1505779200000,0.4658512140607986,0.84,0.32,0.5537736052213361,2,0
1505865600000,0.4665129544444401,0.8,0.28,0.5486640434103692,2,0
1505952000000,0.464995496020701,0.76,0.24,0.4122636147718565,2,0
1506038400000,0.463869778453525,0.72,0.2,0.4830243092594163,2,-1
1506124800000,0.4645597542821552,0.68,0.16,0.6099927072511357,2,1
1506211200000,0.4643696804613872,0.64,0.12,0.5336827405505353,2,-1
1506297600000,0.4663650181817386,0.6,0.08,0.6995128590523487,2,1
1506384000000,0.4677926733896367,0.56,0.04,0.7902719599562792,2,-1
1506470400000,0.471393138075676,0.52,0.0,0.9610148125610076,2,1
1506556800000,0.4741712313334505,0.48,0.16,0.9159736988252124,2,-1
1506643200000,0.4764143874049085,0.44,0.12,0.8492785649301009,2,0
1506729600000,0.4797494114870864,0.4,0.08,0.9991886904494272,2,1
1506816000000,0.48236368030261,0.36,0.04,0.9696584244759036,2,-1
1506902400000,0.4843951584984785,0.32,0.0,0.8283188818029679,2,1
1506988800000,0.4854072114624334,0.28,0.0,0.761811818249563,2,0
1507075200000,0.4853720240229975,0.24,0.92,0.6654620851788376,2,-1
1507161600000,0.4859146005463047,0.2,0.88,0.7451185452976586,8,0
1507248000000,0.4868488003214781,0.16,0.84,0.8111558684867614,8,0
1507334400000,0.4879088736685291,0.12,0.8,0.852730027621672,8,0
1507420800000,0.4902854427943511,0.08,1.0,0.9829023318616236,8,0
1507507200000,0.4931377911818176,0.04,1.0,0.9014766092283806,8,1
1507593600000,0.4951921945509712,0.0,1.0,0.8375853561583718,8,-1
1507680000000,0.4969168987751028,0.0,0.96,0.8629491009256445,8,0
1507766400000,0.5026662244486306,0.0,1.0,0.994149199912388,8,0
1507852800000,0.5085710206166023,0.16,1.0,0.8875018672338792,8,0
1507939200000,0.514530559400139,0.12,1.0,0.9840636366163408,8,1
1508025600000,0.5175976117051879,0.08,1.0,0.8833399652034418,8,-1
1508112000000,0.5199483529208001,0.04,0.96,0.9110391484612153,8,1
1508198400000,0.5200883788147774,0.0,0.92,0.819675582177032,8,0
1508284800000,0.5191141223349549,0.0,0.88,0.7737557289010043,8,-1
1508371200000,0.5192004617995285,0.0,0.84,0.8541603193297927,8,0
1508457600000,0.5212808516580083,0.0,1.0,0.9450684235342036,8,0
1508544000000,0.5225519629913609,0.0,1.0,0.916965918049028,8,1
1508630400000,0.5224961000833109,0.0,0.96,0.8641013299303649,8,0
1508716800000,0.5217095410116677,0.04,0.92,0.82916598740192,8,0
1508803200000,0.517304867169976,0.0,0.88,0.5242824243555418,8,-1
1508889600000,0.5150344572976787,0.2,0.84,0.6462245824119913,8,0
1508976000000,0.5141513311317463,0.16,0.8,0.7270443160003215,8,1
1509062400000,0.5123676609384176,0.12,0.76,0.6447404673084216,8,0
1509148800000,0.5102288896608046,0.08,0.72,0.6011798226220164,8,-1
1509235200000,0.5116056079820209,0.04,1.0,0.983551919389,8,1
1509321600000,0.5119494206681751,0.0,1.0,0.8946575850082881,8,-1
1509408000000,0.5144378423747926,0.0,1.0,0.9768261343018652,8,0
1509494400000,0.5181893981155503,0.0,1.0,0.9869311994870124,8,0
1509580800000,0.522699343139376,0.0,1.0,0.861310749516103,8,0
1509667200000,0.5264622016579202,0.0,1.0,0.8881893439875509,8,0
1509753600000,0.530706004423017,0.0,1.0,0.944222750088966,8,1
1509840000000,0.5333606511100031,0.0,1.0,0.8940508441941594,8,0
1509926400000,0.5319268485001756,0.0,0.96,0.7263797000626471,8,-1
1510012800000,0.530994623286532,0.2,0.92,0.7716507782879757,8,0
1510099200000,0.531484973745462,0.16,1.0,0.7819128517220688,8,1
1510185600000,0.5295983789430163,0.12,0.96,0.6773495844980246,8,0
1510272000000,0.523229991727227,0.08,0.92,0.4086809250116807,8,0
1510358400000,0.515770135272947,0.04,0.88,0.2798107322433796,8,0
1510444800000,0.5062416033387375,0.0,0.84,0.1969559038658602,8,-1
1510531200000,0.503418073968193,0.24,0.8,0.4657382180343803,8,0
1510617600000,0.5017602502288551,0.2,0.76,0.5104696096374839,8,0
1510704000000,0.5052305872263775,0.16,0.72,0.783400862972127,8,0
1510790400000,0.5123725820923651,0.12,1.0,0.971916044890735,8,1
1510876800000,0.5163505844966665,0.08,1.0,0.8917297813088537,8,-1
1510963200000,0.5195252261501132,0.04,0.96,0.9153643505332226,8,0
1511049600000,0.5236438601057765,0.0,1.0,0.9703518459375278,8,0
1511136000000,0.5276850337743899,0.68,1.0,0.964706742436994,8,1
1511222400000,0.5296085986106223,0.64,1.0,0.9093606068055085,8,-1
1511308800000,0.5312010821809283,0.6,0.96,0.9375565643855376,8,1
1511395200000,0.5304610136778248,0.56,0.92,0.8768867993947392,8,-1
1511481600000,0.5301953366456754,0.52,0.88,0.9153939739580916,8,0
1511568000000,0.5336546751588629,0.48,1.0,0.9906540483773096,8,0
1511654400000,0.5389819197853476,0.44,1.0,0.9398637228666934,8,0
1511740800000,0.5464209885435846,0.4,1.0,0.99960117257362,3,0
1511827200000,0.5533534047631805,0.36,1.0,0.9882949816617168,3,1
1511913600000,0.5563711192290486,0.32,1.0,0.6179331253017359,3,-1
1512000000000,0.5590038402959824,0.28,0.96,0.6228555843831507,3,0
1512086400000,0.567288329475464,0.24,0.92,0.867109302006831,3,0
1512172800000,0.5735905625249121,0.2,0.88,0.8881622200908573,3,0
1512259200000,0.5795384792145162,0.16,1.0,0.8364172436896044,3,0
1512345600000,0.5861837624872461,0.12,0.96,0.9395457217739868,3,0
1512432000000,0.5910917989828758,0.08,1.0,0.9625325829136638,3,0
1512518400000,0.607629945171779,0.04,1.0,0.9895417605997188,3,0
1512604800000,0.6421380577548962,0.0,1.0,0.99507518606656,3,1
1512691200000,0.6618999347014587,0.0,1.0,0.8550301610753052,3,0
1512777600000,0.6660732102592677,0.0,0.96,0.7064073174196935,3,-1
1512864000000,0.6690615912884791,0.0,0.92,0.7345863990160275,3,0
1512950400000,0.681984249322676,0.0,1.0,0.902001516922292,3,1
1513036800000,0.6880100150789377,0.04,0.96,0.87532163052541,3,0
1513123200000,0.6879695615024001,0.0,0.92,0.8336347156951288,3,-1
1513209600000,0.687843050248987,0.0,0.88,0.860112003773469,3,0
1513296000000,0.6944655775208352,0.04,1.0,0.9404537096160954,3,0
1513382400000,0.7090015707578037,0.0,1.0,0.9524493838726464,3,1
1513468800000,0.7159482926712011,0.08,1.0,0.8961987496081336,3,0
1513555200000,0.7186722930224798,0.04,0.96,0.8876516260692954,3,0
1513641600000,0.7063060026844266,0.0,0.92,0.6920307603771787,3,0
1513728000000,0.6879535210015351,0.0,0.88,0.5539689697294832,3,0
1513814400000,0.6636855501835865,0.12,0.84,0.4194307865986562,3,0
1513900800000,0.6262333049033404,0.08,0.8,0.2660817555860255,3,0
1513987200000,0.5950218377062378,0.04,0.76,0.263060599569615,3,-1
1514073600000,0.5707654979862509,0.0,0.72,0.2857675219026512,3,0
1514160000000,0.552229777543468,0.0,0.68,0.3083995113919885,3,0
1514246400000,0.5518966423008616,0.0,0.64,0.5342959221838497,3,1
1514332800000,0.5490869048193548,0.04,0.6,0.50829422542029,3,0
1514419200000,0.5364543923605858,0.0,0.56,0.3632106158655881,3,-1
1514505600000,0.5273974271727168,0.0,0.52,0.385553092095179,3,1
1514592000000,0.5051297194402713,0.68,0.48,0.1654219688836757,3,-1
1514678400000,0.4970268798845943,0.64,0.44,0.3290393210015919,3,1
1514764800000,0.4879451027028741,0.6,0.4,0.3013186929085807,7,-1
1514851200000,0.490510514802239,0.56,0.36,0.5488391774525863,7,0
1514937600000,0.4942435856449922,0.52,0.32,0.6231469838845431,7,0
1515024000000,0.4980613966366374,0.48,0.28,0.7402097439483394,7,0
1515110400000,0.5151888017876641,0.44,0.24,0.9617652729025152,3,0
1515196800000,0.5290309310559103,0.4,0.2,0.9815928188200034,3,1
1515283200000,0.5323755955711048,0.36,0.16,0.8111260927524391,3,0
1515369600000,0.5249846656966626,0.32,0.12,0.5804489169762659,3,0
1515456000000,0.5148880922834124,0.28,0.08,0.4875227148307109,3,-1
1515542400000,0.5104051904120165,0.24,0.04,0.5812902713356447,3,1
1515628800000,0.4939565236795533,0.2,0.0,0.3169150433977842,3,-1
1515715200000,0.4846912288088443,0.16,0.0,0.4039830052497433,3,0
1515801600000,0.4809237899651952,0.12,0.0,0.4856243104206271,3,1
1515888000000,0.4724140914214279,0.08,0.0,0.3579467519328902,3,-1
1515974400000,0.466322147762304,0.04,0.0,0.3692273884523848,3,1
1516060800000,0.4417836035571975,1.0,0.56,0.2273586055810312,3,-1
1516147200000,0.4236624790469265,0.96,0.52,0.2383016975557243,3,1
1516233600000,0.4099033916726935,0.92,0.48,0.2349962157811857,3,-1
1516320000000,0.4037920764995586,0.88,0.44,0.2994511130569464,7,0
1516406400000,0.4098690231757083,0.84,0.4,0.4659090818016981,7,1
1516492800000,0.4058454543823576,0.8,0.36,0.3410377173113258,7,0
1516579200000,0.397727029236733,0.76,0.32,0.265234789736234,7,-1
1516665600000,0.3925980175758445,0.72,0.28,0.295825171833826,7,0
1516752000000,0.3937305993800713,0.68,0.24,0.3889668902329899,7,1
1516838400000,0.3942814120431805,0.64,0.2,0.3847907184105053,7,0
1516924800000,0.3950375673237406,0.6,0.16,0.3691799313880238,7,-1
1517011200000,0.3996303504937201,0.56,0.12,0.4620723924111427,7,0
1517097600000,0.4070782272390985,0.52,0.08,0.5448816102409352,7,1
1517184000000,0.4089973041397967,0.48,0.04,0.4907441133691345,7,0
1517270400000,0.4036611871538502,0.44,0.0,0.2938857685247696,7,-1
1517356800000,0.4007082578845149,0.4,0.0,0.170224278467883,7,1
1517443200000,0.3912941746757593,1.0,0.0,0.1067788223028839,7,0
1517529600000,0.3822758337392019,1.0,0.0,0.1676608540552286,7,-1
1517616000000,0.3787895091250934,0.96,0.0,0.2467766067104735,7,1
1517702400000,0.3695501133811105,1.0,0.04,0.056768769183248,7,0
1517788800000,0.3541755852428545,1.0,0.0,0.0537507803154358,7,-1
1517875200000,0.3489363470185015,1.0,0.04,0.262993388724709,7,1
1517961600000,0.3459228812679753,0.96,0.0,0.2544540173290349,7,-1
1518048000000,0.3464846920129188,0.92,0.0,0.2841859423502549,7,0
1518134400000,0.3552355497282282,0.88,0.0,0.4287960349164416,7,1
1518220800000,0.3623807708257239,0.84,0.0,0.4047013163039578,7,0
1518307200000,0.3657707397009569,0.8,0.12,0.3440885340698995,7,-1
1518393600000,0.3760589760289492,0.76,0.08,0.5462191534521574,7,1
1518480000000,0.3825629396504432,0.72,0.04,0.5733218230998887,7,-1
1518566400000,0.3956350733326051,0.68,0.0,0.7960401147997072,7,0
1518652800000,0.410987843939069,0.64,0.0,0.9487106437651712,7,0
1518739200000,0.4250080503125136,0.6,0.24,0.9629655093078467,7,0
1518825600000,0.4432549768735503,0.56,0.2,0.9938631033182886,7,1
1518912000000,0.4530175590705275,0.52,0.16,0.8314537592217454,7,-1
1518998400000,0.4667795108502713,0.48,0.12,0.977865322753065,7,0
1519084800000,0.4780731771344602,0.44,0.08,0.8742681796710153,7,1
1519171200000,0.4811818269200166,0.4,0.04,0.6798138604711466,7,0
1519257600000,0.478874773458279,0.36,0.0,0.5127319392735382,7,-1
1519344000000,0.4794934453809931,0.32,0.0,0.5918264098418783,7,1
1519430400000,0.4766887145314817,0.28,0.84,0.4839291934756361,3,0
1519516800000,0.4737391336642234,0.24,0.8,0.4106279416943201,3,-1
1519603200000,0.4770368678471586,0.2,0.76,0.5738257167165957,3,0
1519689600000,0.4815020704232872,0.16,0.72,0.6255144436033253,3,1
1519776000000,0.4831538751023943,0.12,0.68,0.4178257463281822,3,-1
1519862400000,0.4888872529521864,0.08,0.64,0.6548615473726874,3,0
1519948800000,0.4941746097181304,0.04,0.6,0.7024093531920795,3,0
1520035200000,0.5013648869018335,0.0,0.56,0.8724147348730452,3,0
1520121600000,0.507134760694769,0.0,0.52,0.8926005764696477,3,1
1520208000000,0.5108845270756359,0.0,0.48,0.8682273314697913,3,0
1520294400000,0.5079040040469343,0.08,0.44,0.5915227630123431,3,0
1520380800000,0.4991640733023378,0.04,0.4,0.2592264536784436,3,0
1520467200000,0.4872799781744905,0.0,0.36,0.0776374396553315,3,0
1520553600000,0.4775480012457819,0.0,0.32,0.2640034519665019,3,0
1520640000000,0.4665031565139687,0.96,0.28,0.1284444194694416,7,-1
1520726400000,0.4637623765822051,0.92,0.24,0.3549845207362021,7,1
1520812800000,0.4587636872740512,0.88,0.2,0.2356143433175489,7,-1
1520899200000,0.4552288771092833,0.84,0.16,0.2411520891610515,7,1
1520985600000,0.4453456233664079,1.0,0.12,0.0685404752669252,7,-1
1521072000000,0.4385315813808872,1.0,0.08,0.1435570909980457,7,0
1521158400000,0.4338077681347912,0.96,0.04,0.1482576664711833,7,1
1521244800000,0.4273479998799405,0.92,0.0,0.0407029637419814,7,-1
1521331200000,0.425641312534884,1.0,0.48,0.1959821844014106,7,0
1521417600000,0.4280161989893552,0.96,0.44,0.3077675804355463,7,0
1521504000000,0.4328070339205028,0.92,0.4,0.4429466565723802,7,1
1521590400000,0.4369085846517742,0.88,0.36,0.5622445731841584,7,0
1521676800000,0.4393886831425893,0.84,0.32,0.5451090449369493,7,-1
1521763200000,0.4431148036101469,0.8,0.28,0.613566623369672,7,1
1521849600000,0.4438033602065094,0.76,0.24,0.4762957513419264,7,0
1521936000000,0.4441752192216288,0.72,0.2,0.4463101358472985,7,0
1522022400000,0.4423387814002489,0.68,0.16,0.3762101234837957,7,0
1522108800000,0.4387719964469401,0.64,0.12,0.2336679716510613,7,-1
1522195200000,0.4376065316025372,0.6,0.08,0.3368123024940846,7,1
1522281600000,0.4306922556000174,1.0,0.04,0.0643818512050542,7,0
1522368000000,0.4239499695291293,1.0,0.0,0.0910035972160129,7,-1
1522454400000,0.4199364558100517,0.96,0.0,0.1235864399197135,7,1
1522540800000,0.4166383548721845,1.0,0.0,0.1374027271302318,7,-1
1522627200000,0.4166087137109947,0.96,0.0,0.2261581120439629,7,0
1522713600000,0.4199416791473966,0.92,0.12,0.3537117890089576,7,1
1522800000000,0.4186399383512008,0.88,0.08,0.1350830521406434,7,0
1522886400000,0.4181268354531295,0.84,0.04,0.1305456703541509,7,0
1522972800000,0.4171506439908655,0.8,0.0,0.0644187397358524,7,-1
1523059200000,0.4193223271637414,0.76,0.0,0.2061669371679832,7,0
1523145600000,0.4226360914939735,0.72,0.0,0.2804863934595248,7,1
1523232000000,0.4241094298183345,0.68,0.24,0.1956694300887787,7,-1
1523318400000,0.4263610622394768,0.64,0.2,0.244852782198198,7,0
1523404800000,0.4295643631637678,0.6,0.16,0.3376725633865324,7,0
1523491200000,0.4399609836228069,0.56,0.12,0.9442998616070412,7,1
1523577600000,0.4482174871321872,0.52,0.08,0.8028231019854417,7,-1
1523664000000,0.4559647438196931,0.48,0.04,0.8704797487038172,8,0
1523750400000,0.4649933788185323,0.44,0.0,0.9621240688325016,8,1
1523836800000,0.4700479686072408,0.4,0.0,0.811279196488069,8,0
1523923200000,0.4727627789466932,0.36,0.04,0.7177291670659672,8,-1
1524009600000,0.4771439969422447,0.32,0.0,0.8674820157206471,8,0
1524096000000,0.4814001549655879,0.28,0.0,0.9220832002082552,8,0
1524182400000,0.4890863635907513,0.24,1.0,0.9696247250194652,8,0
1524268800000,0.4954436461689797,0.2,1.0,0.951341625785589,8,1
1524355200000,0.4992791115653501,0.16,0.96,0.8982376862239211,8,-1
1524441600000,0.5031722797296473,0.12,0.92,0.9582915081828746,8,0
1524528000000,0.5111333746171188,0.08,1.0,0.9636023708829838,8,1
1524614400000,0.5113553186417042,0.04,1.0,0.7049121003568708,3,-1
1524700800000,0.5141588027584194,0.0,0.96,0.7565393776115207,8,1
1524787200000,0.5133188016838007,0.16,0.92,0.5663191978209792,8,-1
1524873600000,0.5155443779910411,0.12,0.88,0.7872749071561485,8,0
1524960000000,0.5174174762233515,0.08,0.84,0.8241025672528703,8,1
1525046400000,0.5171519826671491,0.04,0.8,0.7343727514763645,8,0
1525132800000,0.5152023593442181,0.0,0.76,0.6358042769873157,8,-1
1525219200000,0.5146032077995252,0.0,0.72,0.6950721067239767,8,0
1525305600000,0.5175273519596217,0.04,1.0,0.9443031939844784,8,1
1525392000000,0.5191176923278567,0.0,0.96,0.8988921463654601,8,-1
1525478400000,0.521048566878756,0.0,1.0,0.8864966654169567,8,1
1525564800000,0.520545495671152,0.04,0.96,0.7361850616426651,8,0
1525651200000,0.5174694971118621,0.0,0.92,0.5205983763132364,8,0
1525737600000,0.5132923346446352,0.0,0.88,0.3904881710656125,8,-1
1525824000000,0.5105628598670408,0.0,0.84,0.4802689055703413,8,1
1525910400000,0.5057522343448848,0.08,0.8,0.163465125610189,8,0
1525996800000,0.4971444303199304,0.04,0.76,0.032761970426416,8,-1
1526083200000,0.4907013419196366,0.0,0.72,0.1656866139404645,8,0
1526169600000,0.4871431697396165,0.0,0.68,0.2805731116958762,8,1
1526256000000,0.4841492292804608,0.0,0.64,0.2717753759600105,8,0
1526342400000,0.480235732039061,0.88,0.6,0.1635691381433162,7,0
1526428800000,0.4761696049940814,1.0,0.56,0.1254467358713759,7,0
1526515200000,0.4708490218874993,1.0,0.52,0.0282093041408306,7,-1
1526601600000,0.4682801871994154,1.0,0.48,0.1535769427454454,7,1
1526688000000,0.4663521662732492,0.96,0.44,0.1542874583524253,7,-1
1526774400000,0.4672104709111655,0.92,0.4,0.3446574706101344,7,1
1526860800000,0.4669276924810775,0.88,0.36,0.2986462391322514,7,0
1526947200000,0.4638043789213648,0.84,0.32,0.0416170148541242,7,0
1527033600000,0.4579551934647177,1.0,0.28,0.0366937954931688,7,-1
1527120000000,0.4541737426488856,1.0,0.24,0.1741291184090974,7,1
1527206400000,0.4506136385719421,0.96,0.2,0.1157007383724713,7,0
1527292800000,0.4472295701613525,0.92,0.16,0.0391624922338024,7,-1
1527379200000,0.444988370706696,1.0,0.12,0.0631506801880555,7,1
1527465600000,0.4418192621094021,1.0,0.08,0.0203218455203879,7,-1
1527552000000,0.4425039295691265,1.0,0.04,0.270203176939619,7,1
1527638400000,0.4428225054884587,0.96,0.0,0.2158783557557429,7,-1
1527724800000,0.4443173702293867,0.92,0.0,0.2853043694684078,7,0
1527811200000,0.4461655761351139,0.88,0.0,0.3082235486857937,7,0
1527897600000,0.4488960023991374,0.84,0.0,0.3839969017539398,7,0
1527984000000,0.4519485367719303,0.8,0.04,0.4350556766163613,7,1
1528070400000,0.4529436797171626,0.76,0.0,0.3307212952549777,7,-1
1528156800000,0.4550717268272992,0.72,0.0,0.5921802024837909,8,0
1528243200000,0.4572771601922798,0.68,0.08,0.8306911317770574,8,0
1528329600000,0.4595060174677751,0.64,0.04,0.8736091856873096,8,1
1528416000000,0.4608232420394839,0.6,0.0,0.7569423666831371,8,0
1528502400000,0.4612295871199786,0.56,0.0,0.6082334398123466,8,0
1528588800000,0.4562767859310441,1.0,0.16,0.1200767186405289,7,-1
1528675200000,0.453472935895807,1.0,0.12,0.2209147742465747,7,1
1528761600000,0.4489965718839291,1.0,0.08,0.0680232649896825,7,0
1528848000000,0.4440514902092776,1.0,0.04,0.1022320742961742,7,-1
1528934400000,0.443175238878154,0.96,0.0,0.3086822136436691,7,1
1529020800000,0.4410426971743307,0.92,0.0,0.1600525503861544,7,-1
1529107200000,0.4405320391827099,0.88,0.0,0.2172474199932634,7,1
1529193600000,0.440321109738317,0.84,0.0,0.1991950331844055,7,-1
1529280000000,0.4425901623617663,0.8,0.4,0.3593942093402785,7,0
1529366400000,0.445009902307616,0.76,0.36,0.3769164703807249,7,0
1529452800000,0.4474563651374323,0.72,0.32,0.3892887103501534,7,1
1529539200000,0.4494207288106673,0.68,0.28,0.377476945148341,7,0
1529625600000,0.4462223415965503,1.0,0.24,0.069165205145936,7,-1
1529712000000,0.4448922951114848,0.96,0.2,0.1448982231169268,7,1
1529798400000,0.4441508823505952,1.0,0.16,0.3287991769144288,7,-1
1529884800000,0.4448452570258073,0.96,0.12,0.4391459592951441,7,1
1529971200000,0.4444211944095279,0.92,0.08,0.2923215609924417,7,-1
1530057600000,0.4449681420215009,0.88,0.04,0.3501768494140353,7,1
1530144000000,0.4436836905791312,0.84,0.0,0.0930677638550068,7,-1
1530230400000,0.4456852296921322,0.8,0.12,0.409171781324792,8,0
1530316800000,0.4490930836501859,0.76,0.08,0.5857705687784729,8,1
1530403200000,0.4518630274494543,0.72,0.04,0.5552023893836807,8,-1
1530489600000,0.4563030153131838,0.68,0.0,0.7927629128342529,8,1
1530576000000,0.4592850526910119,0.64,0.0,0.7156649332129846,8,-1
1530662400000,0.4624079487586604,0.6,0.0,0.8011501675526571,8,1
1530748800000,0.4646178767706643,0.56,0.0,0.7529583433514891,8,-1
1530835200000,0.4671313622300567,0.52,0.0,0.8310828044059159,8,0
1530921600000,0.4703567318530829,0.48,0.0,0.9434159060827324,8,1
1531008000000,0.4726537011855456,0.44,0.24,0.8983786250204425,8,0
1531094400000,0.474158631751739,0.4,0.2,0.8500729104006143,8,0
1531180800000,0.4726472216798141,0.36,0.16,0.4970971193580501,8,-1
1531267200000,0.4721580028980939,0.32,0.12,0.5755383318139371,8,1
1531353600000,0.4709007248771587,0.28,0.08,0.4523094679878454,8,0
1531440000000,0.4697464552571705,0.24,0.04,0.19139083760959,8,-1
1531526400000,0.4692400533682822,0.2,0.0,0.2415760595546915,8,0
1531612800000,0.4697269209134808,0.16,0.68,0.3770573829350807,8,0
1531699200000,0.4730186644474662,0.12,0.64,0.8737328264184812,8,0
1531785600000,0.4801588095413194,0.08,1.0,0.8921911314732104,8,0
1531872000000,0.48623625853079,0.04,1.0,0.8646100077486976,8,0
1531958400000,0.4915616353462338,0.0,0.96,0.9203351238220868,8,1
1532044800000,0.4946299241631312,0.16,1.0,0.7777592808742029,8,-1
1532131200000,0.4973280375164164,0.12,0.96,0.8154630736458561,8,1
1532217600000,0.4992130948011961,0.08,0.92,0.8130069408595886,8,-1
1532304000000,0.5029313428078661,0.04,1.0,0.9371484359348804,8,0
1532390400000,0.5106845666307636,0.0,1.0,0.964023028981125,8,1
1532476800000,0.5147359384135465,0.48,1.0,0.8699074042313181,8,0
1532563200000,0.5155839719094769,0.44,0.96,0.7600127243918965,8,-1
1532649600000,0.5178681616157389,0.4,0.92,0.8694009060045033,8,0
1532736000000,0.5195001453634693,0.36,0.88,0.8827972104545807,8,1
1532822400000,0.5202214075241698,0.32,0.84,0.8705425832229832,8,0
1532908800000,0.5200470677500233,0.28,0.8,0.8275313865910364,8,0
1532995200000,0.5161101363427758,0.24,0.76,0.4048274071689874,8,0
1533081600000,0.5116594575719445,0.2,0.72,0.3058421191642314,8,0
1533168000000,0.5072152624492213,0.16,0.68,0.2440536770199095,8,0
1533254400000,0.5026150594194929,0.12,0.64,0.1602824316985913,8,0
1533340800000,0.4956661595340326,0.08,0.6,0.0512298041455314,8,-1
1533427200000,0.4901503434259687,0.04,0.56,0.0859664889542437,8,1
1533513600000,0.4850375267128251,0.0,0.52,0.0658578558348219,8,0
1533600000000,0.4793525542057094,0.0,0.48,0.0250748623087593,8,0
1533686400000,0.4716217684499001,1.0,0.44,0.0716349060729059,7,-1
1533772800000,0.4675062168230142,0.96,0.4,0.1854672758416252,7,1
1533859200000,0.4615118899497338,1.0,0.36,0.0495364821743448,7,-1
1533945600000,0.457691491277741,1.0,0.32,0.1103643028705985,7,0
1534032000000,0.4555245845249732,0.96,0.28,0.14453660998544,7,1
1534118400000,0.4536368308688496,0.92,0.24,0.1225739395231448,7,0
1534204800000,0.4520172945040009,1.0,0.2,0.1628090793479947,7,-1
1534291200000,0.4516627651123321,0.96,0.16,0.2098442679000457,7,0
1534377600000,0.4520431253024932,0.92,0.12,0.2584732773576638,7,0
1534464000000,0.4547164822948271,0.88,0.08,0.4352468926137172,7,0
1534464000000,0.4570978528876298,0.84,0.04,0.5497476620252436,7,0
1534550400000,0.4577403545423622,0.8,0.0,0.3956892433866825,7,-1
1534636800000,0.459172012035953,0.76,0.0,0.4694197598208539,7,1
1534723200000,0.4588494024761743,0.72,0.08,0.4444313000100691,7,-1
1534809600000,0.4605354084252226,0.68,0.04,0.8079789578208544,8,1
1534896000000,0.4611781263784502,0.64,0.0,0.4787972982886481,8,-1
1534982400000,0.4631333122225458,0.6,0.0,0.6430552300087643,8,0
1535068800000,0.4660379858769746,0.56,0.0,0.7998168668922754,8,0
1535155200000,0.468863946566002,0.52,0.0,0.8518605693626997,8,1
1535241600000,0.4709498147157602,0.48,0.0,0.8181922972260633,8,-1
1535328000000,0.4742602523750306,0.44,0.0,0.9592696212043468,8,0
1535414400000,0.4781817262164317,0.4,0.0,0.9373079182704562,8,1
1535500800000,0.4809348271643133,0.36,0.04,0.8870812913619636,8,0
