Open time,price_normalized,3_reg,5_reg,class
1502928000000,0.2962936940101879,0.0,0.0,0
1503014400000,0.3919121894858457,0.0,0.0,-1
1503100800000,0.8664136962562369,0.2850600011230245,0.0,1
1503187200000,0.3007396615488068,-0.0455862639685193,0.0,0
1503273600000,0.5014194293412889,-0.182497133457474,0.0319078942725162,-1
1503360000000,0.9080332567180276,0.3036467975846103,0.0667247867549414,0
1503446400000,0.3974435314199525,-0.0519879489606681,-0.0330646734503348,0
1503532800000,0.8058045836676315,-0.0511143365251981,0.0906153946316312,1
1503619200000,0.1608293368212017,-0.1183070972993753,-0.0783408858090571,-1
1503705600000,0.8087845268128574,0.0014899715726126,-0.0435111654409092,1
1503792000000,0.2137864756246745,0.0264785694017365,-0.036433416844533,-1
1503878400000,0.9523031095611736,0.0717592913741577,0.0345954190590556,0
1503964800000,0.8771373679154634,0.3316754461453943,0.1576134644936839,1
1504051200000,0.600993520518359,-0.1756547945214072,0.024776887970179,-1
1504137600000,0.8921063695606487,0.0074845008225924,0.1005330198829133,0
1504224000000,0.7804656002080881,0.0897360398448646,-0.0328706017060987,1
1504310400000,0.2840170468481734,-0.3040446613562375,-0.1006768562444851,-1
1504396800000,0.5060874576759596,-0.1371890712660643,-0.0797901448397274,1
1504483200000,0.2299181952502784,-0.0270494257989474,-0.159875449115287,-1
1504569600000,0.865622059207021,0.1797673007655305,0.011621406639997,0
1504656000000,0.8684411342755121,0.3192614695126168,0.1528382776385738,0
1504742400000,0.723230593607305,-0.0711957327998579,0.1072809210887924,1
1504828800000,0.3593550944144044,-0.2545430199305538,0.0116482332728535,0
1504915200000,0.3932238935493209,-0.1650033500289922,-0.1453882371176508,0
1505001600000,0.6833402489626553,0.1619925772741254,-0.0700208470683698,-1
1505088000000,0.4651834239130443,0.0359797651818617,-0.0192109184840271,1
1505174400000,0.3474377455552731,-0.1679512517036911,0.004812483264546,0
1505260800000,0.4555972174256253,-0.0047931032437095,-0.0211155855654773,0
1505347200000,0.0288571877227099,-0.1592902789162814,-0.1318552328967311,-1
1505433600000,0.8498556304138595,0.1971292064941168,0.0450763855169066,0
1505520000000,0.5096382525973211,0.2403905324373056,0.0718659427072329,1
1505606400000,0.8064930374413088,-0.0216812964862754,0.1182572704905978,-1
1505692800000,0.796421975992614,0.1433918616976464,0.1491766983567257,1
1505779200000,0.3054504747934846,-0.250521281323912,-0.0802026587845457,0
1505865600000,0.353857041755131,-0.2212824671187415,-0.0812604984332204,0
1505952000000,0.1253352769679294,-0.0900575989127775,-0.1804880455184244,0
1506038400000,0.3694825117610954,0.0078127350029821,-0.1033994126288593,-1
1506124800000,0.8644086335131981,0.3695366782726342,0.1133541787445391,1
1506211200000,0.2228069126352918,-0.0733377995629016,0.047697309830559,-1
1506297600000,0.818750383223987,-0.0228291251446057,0.1240154613386311,1
1506384000000,0.2544509216952877,0.015822004529998,-0.0275721430420827,-1
1506470400000,0.8490175801447786,0.0151335984603956,8.61902323156256e-05,1
1506556800000,0.3693467336683417,0.057447905986527,0.0323346838986891,-1
1506643200000,0.71406124739458,-0.0674781663750994,-0.009448245968576,0
1506729600000,0.993840429929724,0.312246848130691,0.1343822683718673,1
1506816000000,0.8315713599231092,0.0587550562642645,0.0589601255818042,-1
1506902400000,0.0991915885532906,-0.4473244206882165,-0.0422800177701573,1
1506988800000,0.4509126444002371,-0.190329357761436,-0.142094604736512,0
1507075200000,0.2882683982683989,0.0945384048575541,-0.1791802778845522,-1
1507161600000,0.7446122448979604,0.1468498002488616,0.001515857966481,0
1507248000000,0.616,0.1638658008658005,0.1327316423391141,0
1507334400000,0.6615550497184609,-0.0415285975897497,0.0749016412368048,0
1507420800000,0.9227467811158798,0.1533733905579399,0.1185899570515462,0
1507507200000,0.6969527619271726,0.0176988561043558,0.0211427815174303,1
1507593600000,0.3667370530761258,-0.2780048640198769,-0.0463128181639036,-1
1507680000000,0.6493211351319883,-0.0238158133975922,-0.0580477557212701,0
1507766400000,0.9841385770763544,0.3087007620001142,0.0075151965125763,0
1507852800000,0.5792893444556418,-0.0350158953381731,0.0382074689057166,0
1507939200000,0.9062158192443508,-0.038961378916002,0.1008925741660102,1
1508025600000,0.5935016944609308,0.0071061750026445,-0.0189561639174119,-1
1508112000000,0.8581877086196771,-0.0240140553123368,-0.0237689386908066,1
1508198400000,0.3242725736812467,-0.134614560389842,-0.0558061652173464,0
1508284800000,0.8495833706657118,-0.0043021689769827,-0.0382494017936963,-1
1508371200000,0.8812232638572841,0.2784753450880187,0.056683880083874,0
1508457600000,0.8039411764705887,-0.0228210970975614,0.0448457625877859,0
1508544000000,0.5450353615602715,-0.1680939511485061,0.0395883381562926,1
1508630400000,0.6765008677236242,-0.0637201543734822,-0.0682352908181188,0
1508716800000,0.6425256552715872,0.0487451468556578,-0.0604835525918359,0
1508803200000,0.0569052631578942,-0.3097978022828648,-0.1396581532914074,-1
1508889600000,0.9641848892291492,0.1608296169787808,0.0218703450772024,0
1508976000000,0.7302665609158957,0.3366806488790008,0.0429190620342105,1
1509062400000,0.3615612528721734,-0.3013118181784877,0.0111432492959173,0
1509148800000,0.4073366971225978,-0.161464931896649,0.009823923157243,-1
1509235200000,0.9632753243397852,0.3008570357338058,-0.0324748993572026,1
1509321600000,0.4138467166636175,0.0032550097705099,-0.0031125617036945,-1
1509408000000,0.9120373859953262,-0.0256189691722295,0.1107462285787324,0
1509494400000,0.9526165120806126,0.2693848977084975,0.103932169157157,0
1509580800000,0.5446088794925994,-0.1837142532513633,-0.0298563094277377,0
