Open time,Taker buy base asset volume,macd,rsi,stoch,class
1502928000000,0.0014946074956285,0.4958865486608509,0.5066382652786081,0.5432754471770511,0
1503014400000,0.0024463067785599,0.4958865486608509,0.5066382652786081,0.5432754471770511,-1
1503100800000,0.0005821580370461,0.4958865486608509,0.5066382652786081,0.5432754471770511,1
1503187200000,0.0008555890614079,0.4958865486608509,0.5066382652786081,0.5432754471770511,0
1503273600000,0.0013374433975769,0.4958865486608509,0.5066382652786081,0.5432754471770511,-1
1503360000000,0.0009815479416324,0.4958865486608509,0.5066382652786081,0.5432754471770511,0
1503446400000,0.000675782897417,0.4958865486608509,0.5066382652786081,0.5432754471770511,0
1503532800000,0.0004019815292568,0.4958865486608509,0.5066382652786081,0.5432754471770511,1
1503619200000,0.0001171752380084,0.4958865486608509,0.5066382652786081,0.5432754471770511,-1
1503705600000,0.0,0.4958865486608509,0.5066382652786081,0.5432754471770511,1
1503792000000,0.0001213206974283,0.4958865486608509,0.5066382652786081,0.5432754471770511,-1
1503878400000,0.0002310999769708,0.4958865486608509,0.5066382652786081,0.5432754471770511,0
1503964800000,0.0002328473779008,0.4958865486608509,0.5066382652786081,0.5432754471770511,1
1504051200000,0.0003732716186918,0.4958865486608509,0.7165195872508168,0.9265917579962748,-1
1504137600000,0.0002021704433932,0.4958865486608509,0.7908239150743412,0.985574918951456,0
1504224000000,0.0001667113169927,0.4958865486608509,0.8268879920615986,0.9666820186932584,1
1504310400000,0.0008620043046619,0.4958865486608509,0.5334361847163411,0.6964204858973905,-1
1504396800000,0.0005410565977827,0.4958865486608509,0.5512436165028347,0.7205013024426985,1
1504483200000,0.0013941384737066,0.4958865486608509,0.3613322534526502,0.4538978497482021,-1
1504569600000,0.0012737155974597,0.4958865486608509,0.4791834962323555,0.5708141901841189,0
1504656000000,0.0009786868192941,0.4958865486608509,0.565528031129483,0.7610242682237651,0
1504742400000,0.0004923519196102,0.4958865486608509,0.5871519541513373,0.8149709401794226,1
1504828800000,0.0010935435837,0.4958865486608509,0.440712623811744,0.5079840392580344,0
1504915200000,0.0006185953380907,0.4958865486608509,0.4334513090215963,0.4899692750568064,0
1505001600000,0.0006287284728115,0.4958865486608509,0.3949614401734259,0.3935200748064619,-1
1505088000000,0.0007098863853804,0.4795391931921787,0.42441750184511,0.452167556428635,1
1505174400000,0.0010556980662071,0.4781564776581137,0.4101538340110763,0.4185635256656102,0
1505260800000,0.0008189148604222,0.4754401452493417,0.3457107908150917,0.2540877523019161,0
1505347200000,0.0018813113631328,0.4676605595952365,0.200026099889482,0.0110149798696137,-1
1505433600000,0.0024283027326282,0.4655605199977207,0.361240053190771,0.4149901758568585,0
1505520000000,0.0015176628841944,0.4641912801648472,0.3653639209944847,0.4544883050518606,1
1505606400000,0.0005810797207985,0.4631845146960896,0.3623364836794478,0.4468748543853202,-1
1505692800000,0.0009645846905374,0.4651140743277496,0.4549447399957215,0.6173733999938994,1
1505779200000,0.0005367488836127,0.4658512140607986,0.4262442512212079,0.5537736052213361,0
1505865600000,0.0009049038067661,0.4665129544444401,0.4238937146327725,0.5486640434103692,0
1505952000000,0.0012304375080551,0.464995496020701,0.3595916284146686,0.4122636147718565,0
1506038400000,0.0012138943099564,0.463869778453525,0.356632089268343,0.4830243092594163,-1
1506124800000,0.0010027678980603,0.4645597542821552,0.4135170995062013,0.6099927072511357,1
1506211200000,0.0006264662012656,0.4643696804613872,0.3852317885402359,0.5336827405505353,-1
1506297600000,0.0006475486147689,0.4663650181817386,0.4609678792329042,0.6995128590523487,1
1506384000000,0.0004520186284927,0.4677926733896367,0.4509666183523265,0.7902719599562792,-1
1506470400000,0.0007789655739923,0.471393138075676,0.5320607959206207,0.9610148125610076,1
1506556800000,0.000822821888088,0.4741712313334505,0.5266503714313255,0.9159736988252124,-1
1506643200000,0.0016124548659332,0.4764143874049085,0.5267005401895617,0.8492785649301009,0
1506729600000,0.0006318769782013,0.4797494114870864,0.5791479143306717,0.9991886904494272,1
1506816000000,0.0006292328956092,0.48236368030261,0.579137289231219,0.9696584244759036,-1
1506902400000,0.0006227360392833,0.4843951584984785,0.5795474819238213,0.8283188818029679,1
1506988800000,0.0011649918811385,0.4854072114624334,0.5519266120435331,0.761811818249563,0
1507075200000,0.0006317757931502,0.4853720240229975,0.5129014594632197,0.6654620851788376,-1
1507161600000,0.0007868604898327,0.4859146005463047,0.5404727865721572,0.7451185452976586,0
1507248000000,0.0004535608332057,0.4868488003214781,0.56508955614054,0.8111558684867614,0
1507334400000,0.0002378391372817,0.4879088736685291,0.5823319339051927,0.852730027621672,0
1507420800000,0.0005975263693149,0.4902854427943511,0.6453001505573048,0.9829023318616236,0
1507507200000,0.0007860986931063,0.4931377911818176,0.6820028035907855,0.9014766092283806,1
1507593600000,0.0016616234966191,0.4951921945509712,0.6800561466710349,0.8375853561583718,-1
1507680000000,0.0012913605613536,0.4969168987751028,0.6900006013245228,0.8629491009256445,0
1507766400000,0.0019758907858117,0.5026662244486306,0.8061478749638817,0.994149199912388,0
1507852800000,0.0021948369132751,0.5085710206166023,0.8345521850906406,0.8875018672338792,0
1507939200000,0.0010077001062118,0.514530559400139,0.8591939089400784,0.9840636366163408,1
1508025600000,0.0014550414079499,0.5175976117051879,0.7870189273999915,0.8833399652034418,-1
1508112000000,0.0017693997839703,0.5199483529208001,0.7940406945316658,0.9110391484612153,1
1508198400000,0.0016881342815575,0.5200883788147774,0.7215513190570824,0.819675582177032,0
1508284800000,0.0026244501249152,0.5191141223349549,0.6868825469394595,0.7737557289010043,-1
1508371200000,0.0021615697711572,0.5192004617995285,0.7196442529913187,0.8541603193297927,0
1508457600000,0.0020731441961275,0.5212808516580083,0.7720508291655526,0.9450684235342036,0
1508544000000,0.0019743639259146,0.5225519629913609,0.7742462775511172,0.916965918049028,1
1508630400000,0.0013420234515414,0.5224961000833109,0.7407584748849381,0.8641013299303649,0
1508716800000,0.0018082889944686,0.5217095410116677,0.725247638667287,0.82916598740192,0
1508803200000,0.0028625046420344,0.517304867169976,0.5560030579029738,0.5242824243555418,-1
1508889600000,0.0027911584770226,0.5150344572976787,0.6051806449709893,0.6462245824119913,0
1508976000000,0.0019309112018291,0.5141513311317463,0.6409584360662457,0.7270443160003215,1
1509062400000,0.0015155267977406,0.5123676609384176,0.6086042045196647,0.6447404673084216,0
1509148800000,0.0012442563875203,0.5102288896608046,0.5913548917024782,0.6011798226220164,-1
1509235200000,0.0023964067338832,0.5116056079820209,0.6829413988685782,0.983551919389,1
1509321600000,0.0013662032201582,0.5119494206681751,0.6653378725513674,0.8946575850082881,-1
1509408000000,0.0016294151121129,0.5144378423747926,0.7230191673310811,0.9768261343018652,0
1509494400000,0.0016694420139564,0.5181893981155503,0.763291261200661,0.9869311994870124,0
1509580800000,0.002924462805916,0.522699343139376,0.7949254879253611,0.861310749516103,0
1509667200000,0.0019587889883745,0.5264622016579202,0.8054726094364786,0.8881893439875509,0
1509753600000,0.0015536883116967,0.530706004423017,0.8307452873659302,0.944222750088966,1
1509840000000,0.0012929276540239,0.5333606511100031,0.8260120831645277,0.8940508441941594,0
1509926400000,0.0017981819859649,0.5319268485001756,0.6878476189401759,0.7263797000626471,-1
1510012800000,0.0014277293193883,0.530994623286532,0.7036701596949544,0.7716507782879757,0
1510099200000,0.0032962114689657,0.531484973745462,0.7378419128604201,0.7819128517220688,1
1510185600000,0.001782573215107,0.5295983789430163,0.665349780312841,0.6773495844980246,0
1510272000000,0.0040272037227343,0.523229991727227,0.5161961399732249,0.4086809250116807,0
1510358400000,0.0028589020288315,0.515770135272947,0.4616588257226194,0.2798107322433796,0
1510444800000,0.005901004051956,0.5062416033387375,0.3843095015332937,0.1969559038658602,-1
1510531200000,0.003319301939784,0.503418073968193,0.5066046610651089,0.4657382180343803,0
1510617600000,0.0014836330460104,0.5017602502288551,0.5241108683877591,0.5104696096374839,0
1510704000000,0.002408207014812,0.5052305872263775,0.6169583089574278,0.783400862972127,0
1510790400000,0.0030428652075559,0.5123725820923651,0.683811072208125,0.971916044890735,1
1510876800000,0.0049477507047702,0.5163505844966665,0.6516972605705356,0.8917297813088537,-1
1510963200000,0.0048973985911394,0.5195252261501132,0.6585066919443925,0.9153643505332226,0
1511049600000,0.0054478719075421,0.5236438601057765,0.6880243722248411,0.9703518459375278,0
1511136000000,0.0046973182424505,0.5276850337743899,0.7058057288478983,0.964706742436994,1
1511222400000,0.0057805952048739,0.5296085986106223,0.6846775033763461,0.9093606068055085,-1
1511308800000,0.0047173173012692,0.5312010821809283,0.6944934620129952,0.9375565643855376,1
1511395200000,0.0056243820851151,0.5304610136778248,0.6496989892676432,0.8768867993947392,-1
1511481600000,0.0056315078013561,0.5301953366456754,0.6651271826403977,0.9153939739580916,0
