Open time,High,Taker buy base asset volume,rsi,aroon_down,stoch,class
1502928000000,4485.39,616.248541,52.52874589532705,40.595014303228446,54.39324165471406,0
1503014400000,4371.52,972.86871,52.52874589532705,40.595014303228446,54.39324165471406,-1
1503100800000,4184.69,274.336042,52.52874589532705,40.595014303228446,54.39324165471406,1
1503187200000,4211.08,376.795947,52.52874589532705,40.595014303228446,54.39324165471406,0
1503273600000,4119.62,557.356107,52.52874589532705,40.595014303228446,54.39324165471406,-1
1503360000000,4104.82,423.995181,52.52874589532705,40.595014303228446,54.39324165471406,0
1503446400000,4265.8,309.419092,52.52874589532705,40.595014303228446,54.39324165471406,0
1503532800000,4371.68,206.820412,52.52874589532705,40.595014303228446,54.39324165471406,1
1503619200000,4453.91,100.097974,52.52874589532705,40.595014303228446,54.39324165471406,-1
1503705600000,4367.0,56.190141,52.52874589532705,40.595014303228446,54.39324165471406,1
1503792000000,4400.0,101.651358,52.52874589532705,40.595014303228446,54.39324165471406,-1
1503878400000,4399.82,142.787782,52.52874589532705,40.595014303228446,54.39324165471406,0
1503964800000,4625.85,143.442567,52.52874589532705,40.595014303228446,54.39324165471406,1
1504051200000,4647.51,196.062252,69.94164204792357,40.595014303228446,92.59565053586743,-1
1504137600000,4745.42,131.947325,76.10633327400058,40.595014303228446,98.47408244265732,0
1504224000000,4885.55,118.660103,79.09840527696572,40.595014303228446,96.59116152266836,1
1504310400000,4939.19,379.199863,54.75204706329225,40.595014303228446,69.65611782820838,-1
1504396800000,4714.76,258.934536,56.22944847056812,40.595014303228446,72.05608144543561,1
1504483200000,4527.49,578.600851,40.47336873981056,40.595014303228446,45.48561256245167,-1
1504569600000,4484.99,533.476065,50.25094891080444,40.595014303228446,57.13783219452327,0
1504656000000,4662.87,422.923063,57.414561210268666,40.595014303228446,76.09471706868041,0
1504742400000,4788.59,240.683949,59.20859949082203,40.595014303228446,81.47119795837419,1
1504828800000,4735.39,465.962119,47.05919606655372,40.595014303228446,50.87599817391242,0
1504915200000,4426.62,287.989805,46.456757892522695,40.595014303228446,49.08059482558623,0
1505001600000,4283.0,291.786887,43.26342900130769,40.595014303228446,39.468189404201496,-1
1505088000000,4334.43,322.19833,45.70726410837564,20.0,45.313166540686616,1
1505174400000,4394.59,451.78067,44.52387263544578,16.0,41.96409193303351,0
1505260800000,4165.38,363.053413,39.17732722404629,12.0,25.57196207126233,0
1505347200000,3993.0,761.153976,27.090532790539385,100.0,1.3466286371374068,-1
1505433600000,3856.0,966.122245,40.46571930454754,100.0,41.60796158685133,0
1505520000000,3950.0,624.887842,40.80785780995781,96.0,45.54445904067275,1
1505606400000,3748.21,273.931976,40.55668514209071,92.0,44.785680592821,-1
1505692800000,4123.2,417.638722,48.23996984296487,88.0,61.778057304003376,1
1505779200000,4089.97,257.320352,45.85882117350136,84.0,55.43951835827935,0
1505865600000,4046.08,395.275138,45.66380787201889,80.0,54.9302846940794,0
1505952000000,3910.0,517.258926,40.328957018261576,76.0,41.336224646708935,0
1506038400000,3750.0,511.059869,40.08341755181332,72.0,48.388439507461385,-1
1506124800000,3817.19,431.94671,44.8029074359221,68.0,61.04247618202447,1
1506211200000,3789.99,290.93917,42.45620417587939,64.0,53.43720485043642,-1
1506297600000,3979.87,298.839159,48.73968223787526,60.0,69.96431265411165,1
1506384000000,3976.99,225.570283,47.90992323182332,56.00000000000001,79.00962636645454,-1
1506470400000,4249.94,348.083641,54.63793732716007,52.0,96.02635141736572,1
1506556800000,4300.0,364.517452,54.18905908069068,48.0,91.53742414025623,-1
1506643200000,4263.86,660.408235,54.19322135377463,44.0,84.89039477174616,0
1506729600000,4380.0,292.966693,58.54454080809203,40.0,99.8308701673137,1
1506816000000,4406.52,291.975904,58.543659292044566,36.0,96.88779870583916,-1
1506902400000,4561.63,289.541406,58.5776911091292,32.0,82.80149231118854,1
1506988800000,4467.33,492.735181,56.2861134958839,28.000000000000004,76.17320657525944,0
1507075200000,4373.0,292.928777,53.04837455449202,24.0,66.57071433982274,-1
1507161600000,4355.0,351.042019,55.33584182993051,20.0,74.50950685554126,0
1507248000000,4417.0,226.148177,57.37818294003371,16.0,81.09097691220354,0
1507334400000,4479.5,145.313076,58.80870439195925,12.0,85.23437749635198,0
1507420800000,4658.0,280.094854,64.0328901707329,8.0,98.20772470651492,0
1507507200000,4889.98,350.756559,67.0779419161255,4.0,90.09260238669911,1
1507593600000,4960.0,678.832674,66.91643666892281,0.0,83.72501586659189,-1
1507680000000,4881.61,540.087975,67.74148272136915,0.0,86.25283980991877,0
1507766400000,5439.99,796.594719,77.37769234347725,0.0,99.32862000833346,0
1507852800000,5846.17,878.638077,79.73426842121364,16.0,88.69983930145085,0
1507939200000,5900.0,433.794904,81.77867987421584,12.0,98.32346368715082,1
1508025600000,5922.3,601.422361,75.79065079871992,8.0,88.2850521436848,-1
1508112000000,5788.91,719.218538,76.37321479594762,4.0,91.04563262153069,1
1508198400000,5774.98,688.766779,70.35910188945164,0.0,81.94007614633338,0
1508284800000,5596.0,1039.622475,67.48279196844715,0.0,77.36357115267893,-1
1508371200000,5710.0,866.172234,70.20088131485625,0.0,85.37692449242468,0
1508457600000,6110.0,833.037457,74.54881594791476,0.0,94.4370883033648,0
1508544000000,6171.0,796.022575,74.7309622884609,0.0,91.63631156930128,1
1508630400000,6060.0,559.072342,71.95263201721343,0.0,86.36767427513884,0
1508716800000,6080.0,733.791079,70.66576867101413,4.0,82.88591729792475,0
1508803200000,5925.0,1128.826117,56.624317618838326,0.0,52.50034223134837,-1
1508889600000,5704.96,1102.091326,60.70435775106132,20.0,64.65344934011345,0
1508976000000,5939.99,779.739997,63.67267791912985,16.0,72.7081770442611,1
1509062400000,5980.0,624.087409,60.988394874198974,12.0,64.5055381492432,0
1509148800000,5850.02,522.437128,59.557298052590944,8.0,60.16415868673055,-1
1509235200000,6189.88,954.170196,67.15581288600478,4.0,98.27246447266756,1
1509321600000,6248.68,568.13297,65.69532858563585,0.0,89.41299876933748,-1
1509408000000,6498.01,666.763568,70.48088256684936,0.0,97.60215333616426,0
1509494400000,6774.67,681.762424,73.82207454052805,0.0,98.60925327185096,0
1509580800000,7300.0,1152.043042,76.44662206885853,0.0,86.08955698403392,0
1509667200000,7346.34,790.186344,77.32166864211302,0.0,88.76835521715483,0
1509753600000,7480.99,638.387268,79.41842747776508,0.0,94.3528060491976,1
1509840000000,7590.25,540.675195,79.02573511022334,0.0,89.35252923018145,0
1509926400000,7401.0,730.003787,67.5628595912844,0.0,72.64193950340169,-1
1510012800000,7198.49,591.187992,68.87558364144863,20.0,77.15378570467205,0
1510099200000,7770.02,1291.344472,71.71065816657101,16.0,78.17653353520342,1
1510185600000,7392.0,724.154878,65.69631651830178,12.0,67.75545680119998,0
1510272000000,7279.91,1565.261439,53.32171917152421,8.0,40.97916345403481,0
1510358400000,6797.98,1127.476148,48.7970069171719,4.0,28.13558842795274,0
1510444800000,6630.0,2267.410744,42.379686228861225,0.0,19.878037308640845,-1
1510531200000,6697.47,1299.996919,52.52595790697986,24.0,46.66565780917049,0
1510617600000,6684.98,612.136202,53.97836809417841,20.0,51.12371728540985,0
1510704000000,7298.0,958.59199,61.6814968217938,16.0,78.32483302726779,0
1510790400000,7940.0,1196.410717,67.22796571697569,12.0,97.11279966653792,1
1510876800000,7989.0,1910.208237,64.56362921549588,8.0,89.1212054099302,-1
1510963200000,7819.99,1891.340324,65.12857668322198,4.0,91.47669473233756,0
1511049600000,8123.15,2097.613346,67.57752400525695,0.0,96.95690708828008,0
1511136000000,8319.99,1816.366339,69.05276207513424,68.0,96.3942997949903,1
1511222400000,8400.0,2222.291215,67.29984955977713,64.0,90.87834431981894,-1
1511308800000,8322.68,1823.860374,68.11423488369263,60.0,93.68843475913744,1
1511395200000,8260.0,2163.755131,64.39784175830336,56.00000000000001,87.64191103060496,-1
1511481600000,8369.0,2166.425275,65.67784860454157,52.0,91.47964708828322,0
1511568000000,8734.78,2294.9233,71.02133031335958,48.0,98.98028312760096,0
1511654400000,9350.0,2035.291755,74.30254398204215,44.0,93.91837282637584,0
1511740800000,9654.28,2433.447575,77.62929546891708,40.0,99.87197932525925,0
1511827200000,9939.0,2431.138502,79.01274058525334,36.0,98.74517173603408,1
1511913600000,11300.03,8662.632362,74.79596960433348,32.0,61.8338411422267,-1
1512000000000,10900.0,5360.660242,75.80169513518177,28.000000000000004,62.32442760886323,0
1512086400000,10898.0,3269.868588,80.92395234194846,24.0,86.66745744617755,0
1512172800000,11190.0,2390.194275,81.40451258518377,20.0,88.76565197139489,0
1512259200000,11825.0,2574.246187,82.61801980203535,16.0,83.60859840954275,0
1512345600000,11600.0,2516.855031,84.27741395114457,12.0,93.88667992047714,0
1512432000000,11853.0,3135.630565,84.73647380130457,8.0,96.17761678740943,0
1512518400000,13615.23,3830.098381,89.69239288521312,4.0,98.8694293202526,0
1512604800000,16649.96,3931.041376,93.46071912496976,0.0,99.42090645866573,1
1512691200000,17204.99,11950.291812,85.52063964574447,0.0,85.46361542908987,0
1512777600000,16269.3,7988.323023,73.9962527149956,0.0,70.65143425611312,-1
1512864000000,15720.12,8736.869344,74.72715404242355,0.0,73.45984278623233,0
1512950400000,17470.0,5905.234633,79.10441380214132,0.0,90.14491620111733,1
1513036800000,16976.45,4395.051525,77.07751917477229,4.0,87.4859217877095,0
1513123200000,16546.0,6127.957739,74.34735802876318,0.0,83.331283645814,-1
1513209600000,16445.0,5999.075173,75.24683255531626,0.0,85.97008652657603,0
1513296000000,17991.0,4712.5784,78.49054875440595,4.0,93.97717260712858,0
