Open time,High,rsi,aroon_down,aroon_up,stoch,class
1502928000000,0.0171472542747923,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,0
1503014400000,0.0155320884249047,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,-1
1503100800000,0.0128820362976149,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,1
1503187200000,0.0132563598839724,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,0
1503273600000,0.0119590641201126,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,-1
1503360000000,0.0117491365309465,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,0
1503446400000,0.0140325245920241,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,0
1503532800000,0.0155343579123552,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,1
1503619200000,0.0167007326189176,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,-1
1503705600000,0.0154679754044297,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,1
1503792000000,0.0159360571910837,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,-1
1503878400000,0.015933504017702,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,0
1503964800000,0.0191395805703505,0.5066382652786081,0.4059501430322845,0.5138700449530037,0.5432754471770511,1
1504051200000,0.0194468124339543,0.7165195872508168,0.4059501430322845,0.5138700449530037,0.9265917579962748,-1
1504137600000,0.0208355969106602,0.7908239150743412,0.4059501430322845,0.5138700449530037,0.985574918951456,0
1504224000000,0.0228232423883518,0.8268879920615986,0.4059501430322845,0.5138700449530037,0.9666820186932584,1
1504310400000,0.023584088056113,0.5334361847163411,0.4059501430322845,0.5138700449530037,0.6964204858973905,-1
1504396800000,0.0204007063779689,0.5512436165028347,0.4059501430322845,0.5138700449530037,0.7205013024426985,1
1504483200000,0.0177444131601903,0.3613322534526502,0.4059501430322845,0.5138700449530037,0.4538978497482021,-1
1504569600000,0.0171415805561662,0.4791834962323555,0.4059501430322845,0.5138700449530037,0.5708141901841189,0
1504656000000,0.0196646832291969,0.565528031129483,0.4059501430322845,0.5138700449530037,0.7610242682237651,0
1504742400000,0.021447932993383,0.5871519541513373,0.4059501430322845,0.5138700449530037,0.8149709401794226,1
1504828800000,0.0206933284161105,0.440712623811744,0.4059501430322845,0.5138700449530037,0.5079840392580344,0
1504915200000,0.0163136431656513,0.4334513090215963,0.4059501430322845,0.5138700449530037,0.4899692750568064,0
1505001600000,0.0142764944929468,0.3949614401734259,0.4059501430322845,0.5138700449530037,0.3935200748064619,-1
1505088000000,0.0150059928652988,0.42441750184511,0.2,0.64,0.452167556428635,1
1505174400000,0.0158593201466656,0.4101538340110763,0.16,0.6,0.4185635256656102,0
1505260800000,0.0126081375309394,0.3457107908150917,0.12,0.56,0.2540877523019161,0
1505347200000,0.0101630484890178,0.200026099889482,1.0,0.52,0.0110149798696137,-1
1505433600000,0.0082197998595754,0.361240053190771,1.0,0.48,0.4149901758568585,0
1505520000000,0.009553123736711,0.3653639209944847,0.96,0.44,0.4544883050518606,1
1505606400000,0.0066908745328047,0.3623364836794478,0.92,0.4,0.4468748543853202,-1
1505692800000,0.0120098439018163,0.4549447399957215,0.88,0.36,0.6173733999938994,1
1505779200000,0.0115384997269522,0.4262442512212079,0.84,0.32,0.5537736052213361,0
1505865600000,0.0109159509507024,0.4238937146327725,0.8,0.28,0.5486640434103692,0
1505952000000,0.0089857518741001,0.3595916284146686,0.76,0.24,0.4122636147718565,0
1506038400000,0.0067162644236565,0.356632089268343,0.72,0.2,0.4830243092594163,-1
1506124800000,0.0076693073098772,0.4135170995062013,0.68,0.16,0.6099927072511357,1
1506211200000,0.0072834944433018,0.3852317885402359,0.64,0.12,0.5336827405505353,-1
1506297600000,0.0099768086751157,0.4609678792329042,0.6,0.08,0.6995128590523487,1
1506384000000,0.0099359579010077,0.4509666183523265,0.56,0.04,0.7902719599562792,-1
1506470400000,0.0138075616484989,0.5320607959206207,0.52,0.0,0.9610148125610076,1
1506556800000,0.0145176275345564,0.5266503714313255,0.48,0.16,0.9159736988252124,-1
1506643200000,0.0140050070566875,0.5267005401895617,0.44,0.12,0.8492785649301009,0
1506729600000,0.0156523712597783,0.5791479143306717,0.4,0.08,0.9991886904494272,1
1506816000000,0.0160285388046893,0.579137289231219,0.36,0.04,0.9696584244759036,-1
1506902400000,0.0182286650449287,0.5795474819238213,0.32,0.0,0.8283188818029679,1
1506988800000,0.0168910858788235,0.5519266120435331,0.28,0.0,0.761811818249563,0
1507075200000,0.0155530811838213,0.5129014594632197,0.24,0.92,0.6654620851788376,-1
1507161600000,0.0152977638456464,0.5404727865721572,0.2,0.88,0.7451185452976586,0
1507248000000,0.0161771902326933,0.56508955614054,0.16,0.84,0.8111558684867614,0
1507334400000,0.0170637087680229,0.5823319339051927,0.12,0.8,0.852730027621672,0
1507420800000,0.019595605704924,0.6453001505573048,0.08,1.0,0.9829023318616236,0
1507507200000,0.022886078822136,0.6820028035907855,0.04,1.0,0.9014766092283806,1
1507593600000,0.0238792632676364,0.6800561466710349,0.0,1.0,0.8375853561583718,-1
1507680000000,0.0227673562598846,0.6900006013245228,0.0,0.96,0.8629491009256445,0
1507766400000,0.0306875837760015,0.8061478749638817,0.0,1.0,0.994149199912388,0
1507852800000,0.036448961354884,0.8345521850906406,0.16,1.0,0.8875018672338792,0
