Open time,aroon_up,stoch,class
1507507200000,1.0,0.9014766092283806,1
1507593600000,1.0,0.8375853561583718,-1
1507680000000,0.96,0.8629491009256445,0
1507766400000,1.0,0.994149199912388,0
1507852800000,1.0,0.8875018672338792,0
1507939200000,1.0,0.9840636366163408,1
1508025600000,1.0,0.8833399652034418,-1
1508112000000,0.96,0.9110391484612153,1
1508198400000,0.92,0.819675582177032,0
1508284800000,0.88,0.7737557289010043,-1
1508371200000,0.84,0.8541603193297927,0
1508457600000,1.0,0.9450684235342036,0
1508544000000,1.0,0.916965918049028,1
1508630400000,0.96,0.8641013299303649,0
1508716800000,0.92,0.82916598740192,0
1508803200000,0.88,0.5242824243555418,-1
1508889600000,0.84,0.6462245824119913,0
1508976000000,0.8,0.7270443160003215,1
1509062400000,0.76,0.6447404673084216,0
1509148800000,0.72,0.6011798226220164,-1
1509235200000,1.0,0.983551919389,1
1509321600000,1.0,0.8946575850082881,-1
1509408000000,1.0,0.9768261343018652,0
1509494400000,1.0,0.9869311994870124,0
1509580800000,1.0,0.861310749516103,0
1509667200000,1.0,0.8881893439875509,0
1509753600000,1.0,0.944222750088966,1
1509840000000,1.0,0.8940508441941594,0
1509926400000,0.96,0.7263797000626471,-1
1510012800000,0.92,0.7716507782879757,0
1510099200000,1.0,0.7819128517220688,1
1510185600000,0.96,0.6773495844980246,0
1510272000000,0.92,0.4086809250116807,0
1510358400000,0.88,0.2798107322433796,0
1510444800000,0.84,0.1969559038658602,-1
1510531200000,0.8,0.4657382180343803,0
1510617600000,0.76,0.5104696096374839,0
1510704000000,0.72,0.783400862972127,0
1510790400000,1.0,0.971916044890735,1
1510876800000,1.0,0.8917297813088537,-1
1510963200000,0.96,0.9153643505332226,0
1511049600000,1.0,0.9703518459375278,0
1511136000000,1.0,0.964706742436994,1
1511222400000,1.0,0.9093606068055085,-1
1511308800000,0.96,0.9375565643855376,1
1511395200000,0.92,0.8768867993947392,-1
1511481600000,0.88,0.9153939739580916,0
1511568000000,1.0,0.9906540483773096,0
1511654400000,1.0,0.9398637228666934,0
1511740800000,1.0,0.99960117257362,0
1511827200000,1.0,0.9882949816617168,1
1511913600000,1.0,0.6179331253017359,-1
1512000000000,0.96,0.6228555843831507,0
1512086400000,0.92,0.867109302006831,0
1512172800000,0.88,0.8881622200908573,0
1512259200000,1.0,0.8364172436896044,0
1512345600000,0.96,0.9395457217739868,0
1512432000000,1.0,0.9625325829136638,0
1512518400000,1.0,0.9895417605997188,0
1512604800000,1.0,0.99507518606656,1
1512691200000,1.0,0.8550301610753052,0
1512777600000,0.96,0.7064073174196935,-1
1512864000000,0.92,0.7345863990160275,0
1512950400000,1.0,0.902001516922292,1
1513036800000,0.96,0.87532163052541,0
1513123200000,0.92,0.8336347156951288,-1
1513209600000,0.88,0.860112003773469,0
1513296000000,1.0,0.9404537096160954,0
1513382400000,1.0,0.9524493838726464,1
1513468800000,1.0,0.8961987496081336,0
1513555200000,0.96,0.8876516260692954,0
1513641600000,0.92,0.6920307603771787,0
1513728000000,0.88,0.5539689697294832,0
1513814400000,0.84,0.4194307865986562,0
1513900800000,0.8,0.2660817555860255,0
1513987200000,0.76,0.263060599569615,-1
1514073600000,0.72,0.2857675219026512,0
1514160000000,0.68,0.3083995113919885,0
1514246400000,0.64,0.5342959221838497,1
1514332800000,0.6,0.50829422542029,0
1514419200000,0.56,0.3632106158655881,-1
1514505600000,0.52,0.385553092095179,1
1514592000000,0.48,0.1654219688836757,-1
1514678400000,0.44,0.3290393210015919,1
1514764800000,0.4,0.3013186929085807,-1
1514851200000,0.36,0.5488391774525863,0
1514937600000,0.32,0.6231469838845431,0
1515024000000,0.28,0.7402097439483394,0
1515110400000,0.24,0.9617652729025152,0
1515196800000,0.2,0.9815928188200034,1
1515283200000,0.16,0.8111260927524391,0
1515369600000,0.12,0.5804489169762659,0
1515456000000,0.08,0.4875227148307109,-1
1515542400000,0.04,0.5812902713356447,1
1515628800000,0.0,0.3169150433977842,-1
1515715200000,0.0,0.4039830052497433,0
1515801600000,0.0,0.4856243104206271,1
1515888000000,0.0,0.3579467519328902,-1
1515974400000,0.0,0.3692273884523848,1
1516060800000,0.56,0.2273586055810312,-1
1516147200000,0.52,0.2383016975557243,1
1516233600000,0.48,0.2349962157811857,-1
1516320000000,0.44,0.2994511130569464,0
1516406400000,0.4,0.4659090818016981,1
1516492800000,0.36,0.3410377173113258,0
1516579200000,0.32,0.265234789736234,-1
1516665600000,0.28,0.295825171833826,0
1516752000000,0.24,0.3889668902329899,1
1516838400000,0.2,0.3847907184105053,0
1516924800000,0.16,0.3691799313880238,-1
1517011200000,0.12,0.4620723924111427,0
1517097600000,0.08,0.5448816102409352,1
1517184000000,0.04,0.4907441133691345,0
1517270400000,0.0,0.2938857685247696,-1
1517356800000,0.0,0.170224278467883,1
1517443200000,0.0,0.1067788223028839,0
1517529600000,0.0,0.1676608540552286,-1
1517616000000,0.0,0.2467766067104735,1
1517702400000,0.04,0.056768769183248,0
1517788800000,0.0,0.0537507803154358,-1
1517875200000,0.04,0.262993388724709,1
1517961600000,0.0,0.2544540173290349,-1
1518048000000,0.0,0.2841859423502549,0
1518134400000,0.0,0.4287960349164416,1
1518220800000,0.0,0.4047013163039578,0
1518307200000,0.12,0.3440885340698995,-1
1518393600000,0.08,0.5462191534521574,1
1518480000000,0.04,0.5733218230998887,-1
1518566400000,0.0,0.7960401147997072,0
1518652800000,0.0,0.9487106437651712,0
1518739200000,0.24,0.9629655093078467,0
1518825600000,0.2,0.9938631033182886,1
1518912000000,0.16,0.8314537592217454,-1
1518998400000,0.12,0.977865322753065,0
1519084800000,0.08,0.8742681796710153,1
1519171200000,0.04,0.6798138604711466,0
1519257600000,0.0,0.5127319392735382,-1
1519344000000,0.0,0.5918264098418783,1
1519430400000,0.84,0.4839291934756361,0
1519516800000,0.8,0.4106279416943201,-1
1519603200000,0.76,0.5738257167165957,0
1519689600000,0.72,0.6255144436033253,1
1519776000000,0.68,0.4178257463281822,-1
1519862400000,0.64,0.6548615473726874,0
1519948800000,0.6,0.7024093531920795,0
1520035200000,0.56,0.8724147348730452,0
1520121600000,0.52,0.8926005764696477,1
1520208000000,0.48,0.8682273314697913,0
1520294400000,0.44,0.5915227630123431,0
1520380800000,0.4,0.2592264536784436,0
1520467200000,0.36,0.0776374396553315,0
1520553600000,0.32,0.2640034519665019,0
1520640000000,0.28,0.1284444194694416,-1
1520726400000,0.24,0.3549845207362021,1
1520812800000,0.2,0.2356143433175489,-1
1520899200000,0.16,0.2411520891610515,1
1520985600000,0.12,0.0685404752669252,-1
1521072000000,0.08,0.1435570909980457,0
1521158400000,0.04,0.1482576664711833,1
1521244800000,0.0,0.0407029637419814,-1
1521331200000,0.48,0.1959821844014106,0
1521417600000,0.44,0.3077675804355463,0
1521504000000,0.4,0.4429466565723802,1
1521590400000,0.36,0.5622445731841584,0
1521676800000,0.32,0.5451090449369493,-1
1521763200000,0.28,0.613566623369672,1
1521849600000,0.24,0.4762957513419264,0
1521936000000,0.2,0.4463101358472985,0
1522022400000,0.16,0.3762101234837957,0
1522108800000,0.12,0.2336679716510613,-1
1522195200000,0.08,0.3368123024940846,1
1522281600000,0.04,0.0643818512050542,0
1522368000000,0.0,0.0910035972160129,-1
1522454400000,0.0,0.1235864399197135,1
1522540800000,0.0,0.1374027271302318,-1
1522627200000,0.0,0.2261581120439629,0
1522713600000,0.12,0.3537117890089576,1
1522800000000,0.08,0.1350830521406434,0
1522886400000,0.04,0.1305456703541509,0
1522972800000,0.0,0.0644187397358524,-1
1523059200000,0.0,0.2061669371679832,0
1523145600000,0.0,0.2804863934595248,1
1523232000000,0.24,0.1956694300887787,-1
1523318400000,0.2,0.244852782198198,0
1523404800000,0.16,0.3376725633865324,0
1523491200000,0.12,0.9442998616070412,1
1523577600000,0.08,0.8028231019854417,-1
1523664000000,0.04,0.8704797487038172,0
1523750400000,0.0,0.9621240688325016,1
1523836800000,0.0,0.811279196488069,0
1523923200000,0.04,0.7177291670659672,-1
1524009600000,0.0,0.8674820157206471,0
1524096000000,0.0,0.9220832002082552,0
1524182400000,1.0,0.9696247250194652,0
1524268800000,1.0,0.951341625785589,1
1524355200000,0.96,0.8982376862239211,-1
1524441600000,0.92,0.9582915081828746,0
1524528000000,1.0,0.9636023708829838,1
1524614400000,1.0,0.7049121003568708,-1
1524700800000,0.96,0.7565393776115207,1
1524787200000,0.92,0.5663191978209792,-1
1524873600000,0.88,0.7872749071561485,0
1524960000000,0.84,0.8241025672528703,1
1525046400000,0.8,0.7343727514763645,0
1525132800000,0.76,0.6358042769873157,-1
1525219200000,0.72,0.6950721067239767,0
1525305600000,1.0,0.9443031939844784,1
1525392000000,0.96,0.8988921463654601,-1
1525478400000,1.0,0.8864966654169567,1
1525564800000,0.96,0.7361850616426651,0
1525651200000,0.92,0.5205983763132364,0
1525737600000,0.88,0.3904881710656125,-1
1525824000000,0.84,0.4802689055703413,1
1525910400000,0.8,0.163465125610189,0
1525996800000,0.76,0.032761970426416,-1
1526083200000,0.72,0.1656866139404645,0
1526169600000,0.68,0.2805731116958762,1
1526256000000,0.64,0.2717753759600105,0
1526342400000,0.6,0.1635691381433162,0
1526428800000,0.56,0.1254467358713759,0
1526515200000,0.52,0.0282093041408306,-1
1526601600000,0.48,0.1535769427454454,1
1526688000000,0.44,0.1542874583524253,-1
1526774400000,0.4,0.3446574706101344,1
1526860800000,0.36,0.2986462391322514,0
1526947200000,0.32,0.0416170148541242,0
1527033600000,0.28,0.0366937954931688,-1
1527120000000,0.24,0.1741291184090974,1
1527206400000,0.2,0.1157007383724713,0
1527292800000,0.16,0.0391624922338024,-1
1527379200000,0.12,0.0631506801880555,1
1527465600000,0.08,0.0203218455203879,-1
1527552000000,0.04,0.270203176939619,1
1527638400000,0.0,0.2158783557557429,-1
1527724800000,0.0,0.2853043694684078,0
1527811200000,0.0,0.3082235486857937,0
1527897600000,0.0,0.3839969017539398,0
1527984000000,0.04,0.4350556766163613,1
1528070400000,0.0,0.3307212952549777,-1
1528156800000,0.0,0.5921802024837909,0
1528243200000,0.08,0.8306911317770574,0
1528329600000,0.04,0.8736091856873096,1
1528416000000,0.0,0.7569423666831371,0
1528502400000,0.0,0.6082334398123466,0
1528588800000,0.16,0.1200767186405289,-1
1528675200000,0.12,0.2209147742465747,1
1528761600000,0.08,0.0680232649896825,0
1528848000000,0.04,0.1022320742961742,-1
1528934400000,0.0,0.3086822136436691,1
1529020800000,0.0,0.1600525503861544,-1
1529107200000,0.0,0.2172474199932634,1
1529193600000,0.0,0.1991950331844055,-1
1529280000000,0.4,0.3593942093402785,0
1529366400000,0.36,0.3769164703807249,0
1529452800000,0.32,0.3892887103501534,1
1529539200000,0.28,0.377476945148341,0
1529625600000,0.24,0.069165205145936,-1
1529712000000,0.2,0.1448982231169268,1
1529798400000,0.16,0.3287991769144288,-1
1529884800000,0.12,0.4391459592951441,1
1529971200000,0.08,0.2923215609924417,-1
1530057600000,0.04,0.3501768494140353,1
1530144000000,0.0,0.0930677638550068,-1
1530230400000,0.12,0.409171781324792,0
1530316800000,0.08,0.5857705687784729,1
1530403200000,0.04,0.5552023893836807,-1
1530489600000,0.0,0.7927629128342529,1
1530576000000,0.0,0.7156649332129846,-1
1530662400000,0.0,0.8011501675526571,1
1530748800000,0.0,0.7529583433514891,-1
1530835200000,0.0,0.8310828044059159,0
1530921600000,0.0,0.9434159060827324,1
1531008000000,0.24,0.8983786250204425,0
1531094400000,0.2,0.8500729104006143,0
1531180800000,0.16,0.4970971193580501,-1
1531267200000,0.12,0.5755383318139371,1
1531353600000,0.08,0.4523094679878454,0
1531440000000,0.04,0.19139083760959,-1
1531526400000,0.0,0.2415760595546915,0
1531612800000,0.68,0.3770573829350807,0
1531699200000,0.64,0.8737328264184812,0
1531785600000,1.0,0.8921911314732104,0
1531872000000,1.0,0.8646100077486976,0
1531958400000,0.96,0.9203351238220868,1
1532044800000,1.0,0.7777592808742029,-1
1532131200000,0.96,0.8154630736458561,1
1532217600000,0.92,0.8130069408595886,-1
1532304000000,1.0,0.9371484359348804,0
1532390400000,1.0,0.964023028981125,1
1532476800000,1.0,0.8699074042313181,0
1532563200000,0.96,0.7600127243918965,-1
1532649600000,0.92,0.8694009060045033,0
1532736000000,0.88,0.8827972104545807,1
1532822400000,0.84,0.8705425832229832,0
1532908800000,0.8,0.8275313865910364,0
1532995200000,0.76,0.4048274071689874,0
1533081600000,0.72,0.3058421191642314,0
1533168000000,0.68,0.2440536770199095,0
1533254400000,0.64,0.1602824316985913,0
1533340800000,0.6,0.0512298041455314,-1
1533427200000,0.56,0.0859664889542437,1
1533513600000,0.52,0.0658578558348219,0
1533600000000,0.48,0.0250748623087593,0
1533686400000,0.44,0.0716349060729059,-1
1533772800000,0.4,0.1854672758416252,1
1533859200000,0.36,0.0495364821743448,-1
1533945600000,0.32,0.1103643028705985,0
1534032000000,0.28,0.14453660998544,1
1534118400000,0.24,0.1225739395231448,0
1534204800000,0.2,0.1628090793479947,-1
1534291200000,0.16,0.2098442679000457,0
1534377600000,0.12,0.2584732773576638,0
1534464000000,0.08,0.4352468926137172,0
1534464000000,0.04,0.5497476620252436,0
1534550400000,0.0,0.3956892433866825,-1
1534636800000,0.0,0.4694197598208539,1
1534723200000,0.08,0.4444313000100691,-1
1534809600000,0.04,0.8079789578208544,1
1534896000000,0.0,0.4787972982886481,-1
1534982400000,0.0,0.6430552300087643,0
1535068800000,0.0,0.7998168668922754,0
1535155200000,0.0,0.8518605693626997,1
1535241600000,0.0,0.8181922972260633,-1
1535328000000,0.0,0.9592696212043468,0
1535414400000,0.0,0.9373079182704562,1
1535500800000,0.04,0.8870812913619636,0
1535587200000,0.0,0.8362213094503083,-1
1535673600000,0.0,0.8651384660482027,0
1535760000000,1.0,0.9295647062121352,0
1535846400000,1.0,0.9621572555740284,1
1535932800000,0.96,0.9263980839747736,-1
1536019200000,1.0,0.9567777463352805,1
1536105600000,0.96,0.3336680660886467,0
1536192000000,0.92,0.2174673857649082,0
1536278400000,0.88,0.1118975186688882,0
1536364800000,0.84,0.0547013561819888,-1
1536451200000,0.8,0.1054961503268374,0
1536537600000,0.76,0.1527609534552325,1
1536624000000,0.72,0.1395601774221505,-1
1536710400000,0.68,0.1733229580193422,0
1536796800000,0.64,0.2882291863798603,1
1536883200000,0.6,0.2799255970085537,-1
1536969600000,0.56,0.3095327207855007,1
1537056000000,0.52,0.3018393486796204,0
1537142400000,0.48,0.1038586052601233,-1
1537228800000,0.44,0.1733661606021047,0
1537315200000,0.4,0.4565261546020037,0
1537401600000,0.36,0.8040365253587622,0
1537488000000,0.32,0.9624097569461864,1
1537574400000,0.28,0.8383613600279274,0
1537660800000,0.24,0.8172715905620415,0
1537747200000,0.2,0.6398512774673049,0
1537833600000,0.16,0.45228545401157,-1
1537920000000,0.12,0.4769205468494616,0
1538006400000,0.08,0.7908288031985027,1
1538092800000,0.04,0.7143871470945775,0
1538179200000,0.0,0.660856968118044,-1
1538265600000,0.0,0.7031626252725345,1
1538352000000,0.64,0.6821989740293682,0
1538438400000,0.6,0.5619382420983181,0
1538524800000,0.56,0.3586217057349998,-1
1538611200000,0.52,0.5221605084700899,0
1538697600000,0.48,0.6038740826167653,1
1538784000000,0.44,0.549099280163926,-1
1538870400000,0.4,0.5921002195195051,0
1538956800000,0.36,0.7104091403286864,1
1539043200000,0.32,0.6360843117618907,0
1539129600000,0.28,0.521619296551723,0
1539216000000,0.24,0.0759571946821193,-1
1539302400000,0.2,0.180277550522896,0
1539388800000,0.16,0.2488990139647178,0
1539475200000,0.12,0.2614953364349947,0
1539561600000,1.0,0.3699451465014161,0
1539648000000,0.96,0.3745505024182836,1
1539734400000,0.92,0.3620473352466412,0
1539820800000,0.88,0.2791033105873178,0
1539907200000,0.84,0.2178255467776581,-1
1539993600000,0.8,0.2583145843215182,0
1540080000000,0.76,0.2594778278396635,1
1540166400000,0.72,0.2534167168766966,0
1540252800000,0.68,0.2345803349951529,-1
1540339200000,0.64,0.2427366448095158,1
1540425600000,0.6,0.2151573531138229,-1
1540512000000,0.56,0.1798905627862337,1
1540598400000,0.52,0.1469926035647752,0
1540684800000,0.48,0.1355991218096394,0
1540771200000,0.44,0.0481010671945399,0
1540857600000,0.4,0.0295995738600268,-1
1540944000000,0.36,0.2286173059310929,0
1541030400000,0.32,0.3926952166866836,0
1541116800000,0.28,0.4501367606906239,1
1541203200000,0.24,0.3378167440790818,-1
1541289600000,0.2,0.6108455043435488,1
1541376000000,0.16,0.5812415019967362,-1
1541462400000,0.12,0.7118704547970777,0
1541548800000,0.08,0.901423071236527,1
1541635200000,0.04,0.6340748726579172,0
1541721600000,0.0,0.4718279685316759,-1
1541808000000,0.0,0.5072322219634012,0
1541894400000,0.0,0.5526667769033482,0
1541980800000,0.0,0.5615042857997798,0
1542067200000,0.08,0.5739472814545745,1
1542153600000,0.04,0.2755410929553881,0
1542240000000,0.0,0.2873068373844069,0
1542326400000,0.0,0.2066043170519992,0
1542412800000,0.04,0.1837085168550872,-1
1542499200000,0.0,0.2116223477642342,1
1542585600000,0.52,0.0288732776188224,0
1542672000000,0.48,0.0995705759974703,-1
1542758400000,0.44,0.1457409721020217,1
1542844800000,0.4,0.0177036585217548,-1
1542931200000,0.36,0.0846826599012454,1
1543017600000,0.32,0.0379453181562275,-1
1543104000000,0.28,0.1502388642191385,1
1543190400000,0.24,0.0713954661402198,-1
1543276800000,0.2,0.076403704066746,0
1543363200000,0.16,0.2661052442552842,0
1543449600000,0.12,0.3004542793010211,1
1543536000000,0.08,0.1844956139928802,-1
1543622400000,0.04,0.2560383002836694,1
1543708800000,0.0,0.2511000125554861,0
1543795200000,0.0,0.1638372525983309,-1
1543881600000,0.0,0.2619198402494889,1
1543968000000,0.12,0.1074790753707502,0
1544054400000,0.08,0.0060519232739331,0
1544140800000,0.04,0.1353680924644881,-1
1544227200000,0.0,0.1518275932580262,0
1544313600000,0.0,0.2616427581772157,1
1544400000000,0.0,0.169757099877903,0
1544486400000,0.0,0.1268814824529678,-1
1544572800000,0.04,0.1796571281345272,1
1544659200000,0.0,0.0692680874063579,0
1544745600000,0.0,0.0391668509076727,0
1544832000000,0.0,0.0456108232906415,-1
1544918400000,0.0,0.0685426364642762,0
1545004800000,0.0,0.37867918486188,0
1545091200000,0.04,0.609984019566984,0
1545177600000,0.0,0.6686089944172997,0
1545264000000,0.16,0.927610692530234,1
1545350400000,0.12,0.6935358587709701,-1
1545436800000,0.08,0.8059883894369361,1
1545523200000,0.04,0.7864048194706184,-1
1545609600000,0.0,0.8178912448006905,1
1545696000000,0.0,0.5653263277658838,-1
1545782400000,0.04,0.5960999113951342,1
1545868800000,0.0,0.3939959660766481,-1
1545955200000,0.84,0.6553547115476068,1
1546041600000,0.8,0.502486155664739,-1
1546128000000,0.76,0.5961710448462362,1
1546214400000,0.72,0.3586679433191412,-1
1546300800000,0.68,0.3942251731509601,0
1546387200000,0.64,0.4871780498540588,1
1546473600000,0.6,0.3482784239372505,-1
1546560000000,0.56,0.3864614437877745,1
1546646400000,0.52,0.3546044256405872,-1
1546732800000,0.48,0.6824668679876935,1
1546819200000,0.44,0.8944604840314155,0
1546905600000,0.4,0.7857438268760897,-1
1546992000000,0.36,0.8073574528480034,1
1547078400000,0.32,0.0843947853267226,-1
1547164800000,0.28,0.22364579778454,1
1547251200000,0.24,0.1934845956271191,0
1547337600000,0.2,0.0541938587921838,-1
1547424000000,0.16,0.29251517872068,1
1547510400000,0.12,0.1759248384582329,-1
1547596800000,0.08,0.2378360173624875,0
1547683200000,0.04,0.2767420366996889,1
1547769600000,0.0,0.2426733271118396,-1
1547856000000,0.56,0.3551128405266576,1
1547942400000,0.52,0.1539254561657985,0
1548028800000,0.48,0.1341611344836253,-1
1548115200000,0.44,0.2362266544817567,1
1548201600000,0.4,0.2084394915337866,-1
1548288000000,0.36,0.4717302813399021,1
1548374400000,0.32,0.4564939267393919,0
1548460800000,0.28,0.4563531751957383,0
1548547200000,0.24,0.4056474315945022,0
1548633600000,0.2,0.1566361387942225,0
1548720000000,0.16,0.1632152658962884,-1
1548806400000,0.12,0.2910239942792013,1
1548892800000,0.08,0.2257368882236106,-1
1548979200000,0.04,0.3015707900664218,0
1549065600000,0.0,0.4494207440954635,1
1549152000000,0.0,0.344305136062122,-1
1549238400000,0.0,0.3606851913827268,0
1549324800000,0.32,0.3875151450096301,1
1549411200000,0.28,0.1752475788001351,0
1549497600000,0.24,0.1529053115624406,-1
1549584000000,1.0,0.8059419143379974,0
1549670400000,0.96,0.8219998014262571,0
1549756800000,0.92,0.8609153323502486,1
1549843200000,0.88,0.7327399176604091,-1
1549929600000,0.84,0.7166385178401201,1
1550016000000,0.8,0.6552353347950849,0
1550102400000,0.76,0.6027949010431142,-1
1550188800000,0.72,0.6359459395774008,0
1550275200000,0.68,0.680314332040586,0
1550361600000,0.64,0.8171771838231966,0
1550448000000,1.0,0.9528891527860218,0
1550534400000,1.0,0.8608461711966786,0
1550620800000,0.96,0.960874412988976,1
1550707200000,1.0,0.8774162238418185,-1
1550793600000,0.96,0.8789679135990734,0
1550880000000,1.0,0.9261105545350716,1
1550966400000,1.0,0.2769860229888515,-1
1551052800000,0.96,0.4113671900768057,1
1551139200000,0.92,0.3815949756046167,-1
1551225600000,0.88,0.3956766436588784,1
1551312000000,0.84,0.383465240159771,-1
1551398400000,0.8,0.3738656584503717,1
1551484800000,0.76,0.3618209404369122,0
1551571200000,0.72,0.2797622351166695,0
1551657600000,0.68,0.0823884974312109,-1
1551744000000,0.64,0.3534089199385306,0
1551830400000,0.6,0.3612295612114725,0
1551916800000,0.56,0.3836829838442486,1
1552003200000,0.52,0.3670332001123167,-1
1552089600000,0.48,0.5157395542437996,1
1552176000000,0.44,0.8178132178588049,0
1552262400000,0.4,0.6671358583756993,-1
1552348800000,0.36,0.7041969563065138,1
1552435200000,0.32,0.6484386677829047,-1
1552521600000,0.28,0.6854997657137193,0
1552608000000,0.24,0.840943075740087,0
1552694400000,0.2,0.8684139633291367,1
1552780800000,0.16,0.8038924303879856,-1
1552867200000,0.12,0.8045130980231907,0
1552953600000,0.08,0.8390435142247838,0
1553040000000,0.04,0.946456754217193,1
1553126400000,0.0,0.670498192901726,-1
1553212800000,0.96,0.681565961239775,0
1553299200000,0.92,0.7555145084024606,1
1553385600000,0.88,0.7019134388395702,0
1553472000000,0.84,0.4846411351739479,-1
1553558400000,0.8,0.532816210710226,0
1553644800000,0.76,0.8796922574114964,1
1553731200000,0.72,0.7895910143490282,-1
1553817600000,1.0,0.9166460407803289,0
1553904000000,1.0,0.8734126292716402,1
1553990400000,0.96,0.8617575065676889,-1
1554076800000,1.0,0.9499767086837908,0
1554163200000,1.0,0.9607693317125946,0
1554249600000,1.0,0.7546002439673819,1
1554336000000,0.96,0.7284893820544951,-1
1554422400000,0.92,0.8054204453361937,0
1554508800000,0.88,0.8336046169815922,0
1554595200000,0.84,0.9250765125271851,0
1554681600000,1.0,0.9524588119025502,1
1554768000000,0.96,0.8872689526782613,-1
1554854400000,1.0,0.9205091132439908,1
1554940800000,0.96,0.7104655375900146,-1
1555027200000,0.92,0.726976916884408,1
1555113600000,0.88,0.7218787107930772,-1
1555200000000,0.84,0.785621272676445,1
1555286400000,0.8,0.6899957496943979,-1
1555372800000,0.76,0.6282307752401478,0
1555459200000,0.72,0.6599223128130929,0
1555545600000,0.68,0.708233952101726,0
1555632000000,0.64,0.7086633750769351,0
1555718400000,0.6,0.767798497287852,1
1555804800000,0.56,0.7041186485893186,-1
1555891200000,0.52,0.884834150655967,0
1555977600000,1.0,0.8559834572706007,1
1556064000000,0.96,0.749625828737392,0
1556150400000,0.92,0.4846485164295268,-1
1556236800000,0.88,0.5595517468533362,1
1556323200000,0.84,0.5311328652299855,-1
1556409600000,0.8,0.5493944279461316,1
1556496000000,0.76,0.3917456640227478,-1
1556582400000,0.72,0.438366876712334,0
1556668800000,0.68,0.5640717729853667,0
1556755200000,0.64,0.7850375683734679,0
1556841600000,1.0,0.904455506417464,0
1556928000000,1.0,0.9121781406717704,1
1557014400000,0.96,0.8444938254186604,0
1557100800000,0.92,0.8095011727436827,-1
1557187200000,1.0,0.8036880715746958,0
1557273600000,0.96,0.9563491749667572,0
1557360000000,1.0,0.9863767673935692,0
1557446400000,1.0,0.9265411994569008,0
1557532800000,1.0,0.8767969461711959,1
1557619200000,1.0,0.7634336051956918,-1
1557705600000,1.0,0.8941621187049461,0
1557792000000,1.0,0.8632191737820193,0
1557878400000,0.96,0.935200321578182,1
1557964800000,0.92,0.8274007065394191,0
1558051200000,0.88,0.6358899761078682,0
1558137600000,0.84,0.5959507132191525,-1
1558224000000,0.8,0.9214292481698378,1
1558310400000,0.76,0.836922913339444,0
1558396800000,0.72,0.8225027183271336,0
1558483200000,0.68,0.6902329848863866,-1
1558569600000,0.64,0.765593869777086,0
1558656000000,0.6,0.7989506576380812,0
1558742400000,0.56,0.7894116574573731,0
1558828800000,1.0,0.9335088386279649,0
1558915200000,1.0,0.9244497745391989,1
1559001600000,0.96,0.903993104522217,0
1559088000000,0.92,0.868812459625756,0
1559174400000,1.0,0.6272878921493281,-1
1559260800000,0.96,0.7291904412014525,1
